種牡馬名,父_産駒数,父_勝率,父_連対率,父_複勝率,父_芝勝率,父_ダート勝率,父_短距離勝率,父_中距離勝率,父_長距離勝率,父_良馬場勝率,父_重馬場勝率,父_平均着順,種別,母父_産駒数,母父_勝率,母父_連対率,母父_複勝率,母父_芝勝率,母父_ダート勝率,母父_短距離勝率,母父_中距離勝率,母父_長距離勝率,母父_良馬場勝率,母父_重馬場勝率,母父_平均着順
Adios Charlie,13.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.0,0.16666666666666666,0.18181818181818182,0.0,,0.2857142857142857,0.0,5.461538461538462,父,,,,,,,,,,,,
Air Force Blue,40.0,0.075,0.1,0.2,0.0,0.10344827586206896,0.1111111111111111,0.047619047619047616,0.0,0.08695652173913043,0.0,6.85,父,,,,,,,,,,,,
Al Wukair,16.0,0.125,0.3125,0.4375,0.125,,0.0,0.13333333333333333,,0.14285714285714285,0.0,4.375,父,,,,,,,,,,,,
Almanzor,21.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.07142857142857142,0.0,0.3333333333333333,0.0,,0.0,0.0,8.523809523809524,父,,,,,,,,,,,,
Always Dreaming,7.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,,0.14285714285714285,,0.14285714285714285,,0.0,0.0,6.0,父,,,,,,,,,,,,
American Pharoah,621.0,0.14009661835748793,0.214170692431562,0.2898550724637681,0.10687022900763359,0.1489795918367347,0.14960629921259844,0.13623188405797101,0.09090909090909091,0.1351981351981352,0.15384615384615385,7.449275362318841,父,,,,,,,,,,,,
Archarcharch,32.0,0.0,0.03125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78125,父,,,,,,,,,,,,
Army Mule,19.0,0.15789473684210525,0.2631578947368421,0.42105263157894735,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.2,,5.894736842105263,父,,,,,,,,,,,,
Arrogate,160.0,0.15,0.2375,0.3125,0.13333333333333333,0.15172413793103448,0.07142857142857142,0.1796875,0.0,0.08490566037735849,0.3,6.45,父,,,,,,,,,,,,
Australia,35.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.03225806451612903,0.0,0.0,0.04,0.0,0.0,0.0,9.142857142857142,父,,,,,,,,,,,,
Authentic,32.0,0.09375,0.1875,0.25,0.0,0.12,0.18181818181818182,0.047619047619047616,,0.041666666666666664,0.5,8.25,父,,,,,,,,,,,,
Authorized,12.0,0.25,0.4166666666666667,0.5833333333333334,0.2727272727272727,0.0,,0.16666666666666666,0.3333333333333333,0.0,1.0,4.833333333333333,父,,,,,,,,,,,,
Awesome Again,6.0,0.0,0.0,0.16666666666666666,,0.0,,0.0,0.0,0.0,,6.333333333333333,父,,,,,,,,,,,,
Bated Breath,13.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.08333333333333333,0.0,0.125,0.0,,0.0,0.0,7.384615384615385,父,,,,,,,,,,,,
Bayern,15.0,0.2,0.2,0.2,0.1111111111111111,0.3333333333333333,0.0,0.23076923076923078,,0.09090909090909091,0.5,7.333333333333333,父,,,,,,,,,,,,
Beau Liam,13.0,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.0,0.08333333333333333,0.09090909090909091,0.0,,0.0,0.0,6.846153846153846,父,,,,,,,,,,,,
Belardo,7.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,,8.142857142857142,父,,,,,,,,,,,,
Bernardini,75.0,0.09333333333333334,0.14666666666666667,0.24,0.0625,0.1016949152542373,0.09615384615384616,0.09523809523809523,0.0,0.057692307692307696,0.3,8.213333333333333,父,,,,,,,,,,,,
Blame,49.0,0.02040816326530612,0.061224489795918366,0.14285714285714285,0.0,0.03571428571428571,0.0,0.041666666666666664,0.0,0.03125,0.0,8.46938775510204,父,,,,,,,,,,,,
Blue Point,35.0,0.08571428571428572,0.14285714285714285,0.22857142857142856,0.10344827586206896,0.0,0.1,0.0,0.0,0.10714285714285714,0.0,9.028571428571428,父,,,,,,,,,,,,
Bobby's Kitten,36.0,0.1111111111111111,0.2222222222222222,0.4166666666666667,0.0,0.12121212121212122,0.10526315789473684,0.11764705882352941,,0.05263157894736842,0.25,6.0,父,,,,,,,,,,,,
Bolt d'Oro,33.0,0.09090909090909091,0.18181818181818182,0.21212121212121213,0.08695652173913043,0.1,0.05263157894736842,0.14285714285714285,,0.09090909090909091,0.2,9.575757575757576,父,,,,,,,,,,,,
Brazen Beau,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.142857142857142,父,,,,,,,,,,,,
Bullet Train,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.285714285714286,父,,,,,,,,,,,,
Cairo Prince,34.0,0.17647058823529413,0.20588235294117646,0.3235294117647059,0.0,0.21428571428571427,0.2608695652173913,0.0,0.0,0.10526315789473684,0.2222222222222222,7.4411764705882355,父,,,,,,,,,,,,
Cajun Breeze,13.0,0.15384615384615385,0.23076923076923078,0.3076923076923077,,0.15384615384615385,0.15384615384615385,,,0.1111111111111111,0.3333333333333333,6.615384615384615,父,,,,,,,,,,,,
Camelot,22.0,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.818181818181818,父,,,,,,,,,,,,
Candy Ride,32.0,0.125,0.1875,0.28125,0.0,0.13333333333333333,0.15,0.08333333333333333,,0.15,0.0,7.40625,父,,,,,,,,,,,,
Canford Cliffs,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,10.428571428571429,父,,,,,,,,,,,,
Cape Cross,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,,0.0,0.0,7.111111111111111,父,,,,,,,,,,,,
Capitalist,8.0,0.25,0.5,0.5,0.25,,0.25,,,0.4,0.0,3.75,父,,,,,,,,,,,,
Carpe Diem,82.0,0.07317073170731707,0.21951219512195122,0.35365853658536583,0.0,0.09836065573770492,0.08771929824561403,0.043478260869565216,0.0,0.10416666666666667,0.06666666666666667,6.548780487804878,父,,,,,,,,,,,,
Catalina Cruiser,12.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,,0.0,0.0,7.5,父,,,,,,,,,,,,
Catholic Boy,47.0,0.0425531914893617,0.1276595744680851,0.14893617021276595,0.0,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.0,0.029411764705882353,0.25,7.659574468085107,父,,,,,,,,,,,,
Central Banker,31.0,0.12903225806451613,0.22580645161290322,0.2903225806451613,0.0,0.13333333333333333,0.12903225806451613,,,0.08333333333333333,0.0,5.774193548387097,父,,,,,,,,,,,,
Charlatan,20.0,0.15,0.45,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,,0.16666666666666666,,5.9,父,,,,,,,,,,,,
Churchill,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,11.666666666666666,父,,,,,,,,,,,,
City Zip,57.0,0.03508771929824561,0.10526315789473684,0.17543859649122806,0.027777777777777776,0.047619047619047616,0.06896551724137931,0.0,0.0,0.0,0.125,7.508771929824562,父,,,,,,,,,,,,
City of Light,55.0,0.07272727272727272,0.18181818181818182,0.2,0.0,0.07547169811320754,0.11764705882352941,0.0,0.0,0.1111111111111111,0.0,7.181818181818182,父,,,,,,,,,,,,
Classic Empire,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,父,,,,,,,,,,,,
Closing Argument,8.0,0.125,0.125,0.125,0.125,,0.125,,,0.16666666666666666,,6.5,父,,,,,,,,,,,,
Cloud Computing,10.0,0.4,0.6,0.9,,0.4,,0.4,,0.5,,2.3,父,,,,,,,,,,,,
Collected,69.0,0.08695652173913043,0.2463768115942029,0.36231884057971014,0.07692307692307693,0.08928571428571429,0.09523809523809523,0.07692307692307693,0.1111111111111111,0.07692307692307693,0.14285714285714285,6.2898550724637685,父,,,,,,,,,,,,
Competitive Edge,6.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,10.666666666666666,父,,,,,,,,,,,,
Complexity,12.0,0.08333333333333333,0.25,0.25,0.09090909090909091,0.0,0.0,0.1,,0.125,0.0,7.916666666666667,父,,,,,,,,,,,,
Congrats,21.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,父,,,,,,,,,,,,
Connect,16.0,0.125,0.1875,0.1875,0.25,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.15384615384615385,,8.6875,父,,,,,,,,,,,,
Constitution,95.0,0.10526315789473684,0.21052631578947367,0.30526315789473685,0.14285714285714285,0.0945945945945946,0.13043478260869565,0.08620689655172414,0.14285714285714285,0.07575757575757576,0.05555555555555555,6.5473684210526315,父,,,,,,,,,,,,
Cracksman,12.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.0,0.125,0.0,0.1111111111111111,0.0,8.833333333333334,父,,,,,,,,,,,,
Creative Cause,13.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.14285714285714285,0.0,0.2,0.0,0.125,0.0,8.846153846153847,父,,,,,,,,,,,,
Curlin,158.0,0.0949367088607595,0.20253164556962025,0.310126582278481,0.045454545454545456,0.10294117647058823,0.041666666666666664,0.104,0.1111111111111111,0.10679611650485436,0.07407407407407407,6.943037974683544,父,,,,,,,,,,,,
Dabirsim,6.0,0.0,0.0,0.16666666666666666,0.0,,0.0,0.0,,0.0,,8.5,父,,,,,,,,,,,,
Dandy Man,30.0,0.06666666666666667,0.23333333333333334,0.36666666666666664,0.0,0.08333333333333333,0.07407407407407407,0.0,,0.0,0.2,5.9,父,,,,,,,,,,,,
Dansili,30.0,0.16666666666666666,0.23333333333333334,0.3333333333333333,0.1724137931034483,0.0,0.16,,0.2,0.15,0.16666666666666666,5.833333333333333,父,,,,,,,,,,,,
Daredevil,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10.0,父,,,,,,,,,,,,
Dark Angel,210.0,0.13333333333333333,0.19523809523809524,0.2761904761904762,0.14444444444444443,0.06666666666666667,0.13580246913580246,0.125,,0.13580246913580246,0.1875,7.238095238095238,父,,,,,,,,,,,,
Dawn Approach,69.0,0.057971014492753624,0.08695652173913043,0.11594202898550725,0.06976744186046512,0.038461538461538464,0.07407407407407407,0.05405405405405406,0.0,0.08888888888888889,0.0,8.507246376811594,父,,,,,,,,,,,,
Dialed In,19.0,0.10526315789473684,0.21052631578947367,0.3157894736842105,0.0,0.11764705882352941,0.07142857142857142,0.2,,0.125,0.0,7.7368421052631575,父,,,,,,,,,,,,
Discreetly Mine,5.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,5.6,父,,,,,,,,,,,,
Distorted Humor,89.0,0.10112359550561797,0.20224719101123595,0.29213483146067415,0.0,0.10714285714285714,0.08,0.1388888888888889,0.0,0.12727272727272726,0.05555555555555555,7.51685393258427,父,,,,,,,,,,,,
Dream Ahead,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,11.166666666666666,父,,,,,,,,,,,,
Dubawi,76.0,0.13157894736842105,0.27631578947368424,0.34210526315789475,0.13559322033898305,0.11764705882352941,0.047619047619047616,0.17647058823529413,0.0,0.17543859649122806,0.0,6.342105263157895,父,,,,,,,,,,,,
Dutch Art,9.0,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.0,0.25,0.2222222222222222,,,0.3333333333333333,0.0,4.666666666666667,父,,,,,,,,,,,,
Earthlight,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,,0.0,,10.444444444444445,父,,,,,,,,,,,,
Elusive Quality,20.0,0.1,0.25,0.4,,0.1,0.10526315789473684,0.0,,0.0,0.5,6.45,父,,,,,,,,,,,,
Emcee,19.0,0.21052631578947367,0.3684210526315789,0.5263157894736842,0.0,0.25,0.125,0.2727272727272727,,0.23076923076923078,0.3333333333333333,6.157894736842105,父,,,,,,,,,,,,
English Channel,40.0,0.0,0.05,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775,父,,,,,,,,,,,,
Essential Quality,10.0,0.2,0.3,0.6,,0.2,0.0,0.25,0.0,0.16666666666666666,0.0,3.7,父,,,,,,,,,,,,
Exceed And Excel,47.0,0.14893617021276595,0.2127659574468085,0.2765957446808511,0.14814814814814814,0.15,0.13157894736842105,0.2222222222222222,,0.22580645161290322,0.0,6.574468085106383,父,,,,,,,,,,,,
Exceedance,13.0,0.15384615384615385,0.3076923076923077,0.7692307692307693,0.14285714285714285,0.16666666666666666,0.2222222222222222,0.0,,0.18181818181818182,,4.0,父,,,,,,,,,,,,
Exchange Rate,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.571428571428571,父,,,,,,,,,,,,
Farhh,17.0,0.23529411764705882,0.4117647058823529,0.47058823529411764,0.23529411764705882,,0.25,0.23076923076923078,,0.23529411764705882,,5.117647058823529,父,,,,,,,,,,,,
Fastnet Rock,58.0,0.13793103448275862,0.2413793103448276,0.3620689655172414,0.1702127659574468,0.0,0.12121212121212122,0.15,0.2,0.125,0.25,6.793103448275862,父,,,,,,,,,,,,
Fed Biz,24.0,0.08333333333333333,0.25,0.4166666666666667,0.0,0.08695652173913043,0.08333333333333333,,,0.1111111111111111,0.0,6.083333333333333,父,,,,,,,,,,,,
First Samurai,54.0,0.07407407407407407,0.18518518518518517,0.2962962962962963,0.0,0.09302325581395349,0.07692307692307693,0.0,,0.05,0.25,5.5,父,,,,,,,,,,,,
Flatter,21.0,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.0,0.1111111111111111,0.15384615384615385,0.0,0.0,0.14285714285714285,0.0,8.380952380952381,父,,,,,,,,,,,,
Fort Larned,20.0,0.05,0.1,0.2,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.09090909090909091,0.0,9.25,父,,,,,,,,,,,,
Frankel,663.0,0.09502262443438914,0.2066365007541478,0.29411764705882354,0.09926470588235294,0.07563025210084033,0.09342560553633218,0.08797653958944282,0.18181818181818182,0.10578842315369262,0.0847457627118644,6.6546003016591255,父,,,,,,,,,,,,
Free Drop Billy,11.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,,,0.0,0.0,9.636363636363637,父,,,,,,,,,,,,
Free Eagle,18.0,0.05555555555555555,0.3333333333333333,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,6.555555555555555,父,,,,,,,,,,,,
Frosted,121.0,0.2066115702479339,0.2809917355371901,0.34710743801652894,0.24561403508771928,0.171875,0.24742268041237114,0.041666666666666664,,0.22826086956521738,0.3,7.214876033057851,父,,,,,,,,,,,,
Fusaichi Pegasus,15.0,0.0,0.06666666666666667,0.13333333333333333,,0.0,0.0,0.0,,0.0,0.0,7.733333333333333,父,,,,,,,,,,,,
Galileo,37.0,0.0,0.10810810810810811,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08108108108108,父,,,,,,,,,,,,
Ghaiyyath,6.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.4,,2.8333333333333335,父,,,,,,,,,,,,
Ghostzapper,73.0,0.1506849315068493,0.2328767123287671,0.2876712328767123,0.125,0.16326530612244897,0.1951219512195122,0.07407407407407407,0.2,0.1875,0.08333333333333333,6.712328767123288,父,,,,,,,,,,,,
Giant's Causeway,51.0,0.09803921568627451,0.17647058823529413,0.2549019607843137,0.08333333333333333,0.10256410256410256,0.0,0.14285714285714285,0.0,0.07142857142857142,0.14285714285714285,7.372549019607843,父,,,,,,,,,,,,
Gleneagles,75.0,0.12,0.18666666666666668,0.30666666666666664,0.0847457627118644,0.25,0.13636363636363635,0.1,0.3333333333333333,0.12,0.0,7.066666666666666,父,,,,,,,,,,,,
Global Campaign,23.0,0.13043478260869565,0.17391304347826086,0.30434782608695654,,0.13043478260869565,0.1111111111111111,0.14285714285714285,,0.0,0.3333333333333333,4.739130434782608,父,,,,,,,,,,,,
Golden Horn,136.0,0.08088235294117647,0.19117647058823528,0.3088235294117647,0.07692307692307693,0.08450704225352113,0.0,0.08080808080808081,0.1,0.05263157894736842,0.23529411764705882,6.580882352941177,父,,,,,,,,,,,,
Goldencents,48.0,0.08333333333333333,0.2708333333333333,0.3125,0.16666666666666666,0.07142857142857142,0.029411764705882353,0.21428571428571427,,0.10714285714285714,0.14285714285714285,6.229166666666667,父,,,,,,,,,,,,
Good Magic,41.0,0.12195121951219512,0.21951219512195122,0.34146341463414637,0.0,0.1388888888888889,0.16666666666666666,0.09523809523809523,0.125,0.0967741935483871,1.0,7.073170731707317,父,,,,,,,,,,,,
Graydar,25.0,0.12,0.24,0.36,0.0,0.13636363636363635,0.13043478260869565,0.0,,0.15384615384615385,0.16666666666666666,6.24,父,,,,,,,,,,,,
Gun Runner,190.0,0.12631578947368421,0.2894736842105263,0.42105263157894735,0.058823529411764705,0.14102564102564102,0.14035087719298245,0.12307692307692308,0.0,0.11666666666666667,0.14814814814814814,5.457894736842105,父,,,,,,,,,,,,
Gutaifan,9.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,,0.125,0.0,,0.0,1.0,7.222222222222222,父,,,,,,,,,,,,
Hansen,9.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,,0.1111111111111111,0.14285714285714285,0.0,,0.0,1.0,8.11111111111111,父,,,,,,,,,,,,
Hard Spun,300.0,0.04666666666666667,0.12333333333333334,0.18,0.09836065573770492,0.03347280334728033,0.06741573033707865,0.01834862385321101,0.0,0.059782608695652176,0.0,7.88,父,,,,,,,,,,,,
Harlan's Holiday,8.0,0.25,0.375,0.375,,0.25,0.25,,,0.3333333333333333,0.0,6.0,父,,,,,,,,,,,,
Harry Angel,26.0,0.15384615384615385,0.2692307692307692,0.5,0.17391304347826086,0.0,0.17391304347826086,0.0,,0.2222222222222222,0.0,4.6923076923076925,父,,,,,,,,,,,,
Havana Gold,19.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2777777777777778,0.0,0.2,0.2857142857142857,,0.35714285714285715,,8.894736842105264,父,,,,,,,,,,,,
Havana Grey,20.0,0.15,0.15,0.25,0.15,,0.15789473684210525,0.0,,0.13333333333333333,0.0,7.55,父,,,,,,,,,,,,
Haynesfield,49.0,0.02040816326530612,0.12244897959183673,0.20408163265306123,0.041666666666666664,0.0,0.0,,0.041666666666666664,0.027777777777777776,0.0,7.387755102040816,父,,,,,,,,,,,,
Holy Roman Emperor,5.0,0.0,0.0,0.4,0.0,,,0.0,,0.0,0.0,5.0,父,,,,,,,,,,,,
I Am Invincible,35.0,0.17142857142857143,0.2857142857142857,0.34285714285714286,0.29411764705882354,0.05555555555555555,0.3076923076923077,0.1111111111111111,0.0,0.15384615384615385,0.2,6.428571428571429,父,,,,,,,,,,,,
Iffraaj,95.0,0.10526315789473684,0.18947368421052632,0.3157894736842105,0.14705882352941177,0.0,0.0821917808219178,0.18181818181818182,,0.09722222222222222,0.1875,6.105263157894737,父,,,,,,,,,,,,
Improbable,7.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.25,,0.4,0.0,8.142857142857142,父,,,,,,,,,,,,
Intello,10.0,0.2,0.4,0.4,0.2,,0.25,0.0,,0.2,,4.9,父,,,,,,,,,,,,
Into Mischief,426.0,0.1643192488262911,0.2887323943661972,0.39436619718309857,0.0875,0.18208092485549132,0.16728624535315986,0.15328467153284672,0.2,0.17482517482517482,0.1206896551724138,5.821596244131455,父,,,,,,,,,,,,
Invincible Spirit,119.0,0.10084033613445378,0.24369747899159663,0.31092436974789917,0.09782608695652174,0.1111111111111111,0.11320754716981132,0.0,0.0,0.09302325581395349,0.15384615384615385,6.899159663865547,父,,,,,,,,,,,,
Itsmyluckyday,15.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,8.6,父,,,,,,,,,,,,
Jimmy Choux,9.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,,,0.0,,6.333333333333333,父,,,,,,,,,,,,
Jimmy Creed,15.0,0.13333333333333333,0.3333333333333333,0.5333333333333333,,0.13333333333333333,0.18181818181818182,0.0,,0.2,0.16666666666666666,5.2,父,,,,,,,,,,,,
Justify,264.0,0.11363636363636363,0.20075757575757575,0.29924242424242425,0.0,0.13157894736842105,0.07964601769911504,0.13986013986013987,0.125,0.08928571428571429,0.14285714285714285,6.659090909090909,父,,,,,,,,,,,,
Justin Phillip,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.875,父,,,,,,,,,,,,
Kameko,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,父,,,,,,,,,,,,
Kantharos,43.0,0.13953488372093023,0.4186046511627907,0.5813953488372093,,0.13953488372093023,0.13793103448275862,0.14285714285714285,,0.16129032258064516,0.2,4.1395348837209305,父,,,,,,,,,,,,
Karakontie,7.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857,父,,,,,,,,,,,,
Kendargent,5.0,0.2,0.2,0.2,0.25,0.0,0.2,,,0.0,,12.2,父,,,,,,,,,,,,
Khozan,49.0,0.20408163265306123,0.3469387755102041,0.3877551020408163,0.0,0.22727272727272727,0.14285714285714285,0.35714285714285715,,0.2222222222222222,0.4,6.122448979591836,父,,,,,,,,,,,,
Kingman,264.0,0.12878787878787878,0.18181818181818182,0.25,0.14224137931034483,0.03125,0.128,0.12686567164179105,0.2,0.1319796954314721,0.06666666666666667,6.753787878787879,父,,,,,,,,,,,,
Kitten's Joy,138.0,0.10869565217391304,0.15217391304347827,0.21014492753623187,0.1,0.1206896551724138,0.1956521739130435,0.07352941176470588,0.041666666666666664,0.12631578947368421,0.08333333333333333,7.318840579710145,父,,,,,,,,,,,,
Klimt,29.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,,,0.0,0.0,9.310344827586206,父,,,,,,,,,,,,
Known Agenda,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,11.4,父,,,,,,,,,,,,
Le Havre,117.0,0.10256410256410256,0.19658119658119658,0.2564102564102564,0.12087912087912088,0.038461538461538464,0.13513513513513514,0.08695652173913043,0.09090909090909091,0.09302325581395349,0.0,7.3247863247863245,父,,,,,,,,,,,,
Lea,16.0,0.1875,0.1875,0.3125,0.2727272727272727,0.0,0.0,0.2,,0.21428571428571427,,6.6875,父,,,,,,,,,,,,
Leinster,8.0,0.125,0.25,0.25,0.14285714285714285,0.0,0.125,,,0.14285714285714285,0.0,9.125,父,,,,,,,,,,,,
Lemon Drop Kid,50.0,0.2,0.24,0.26,0.0,0.2702702702702703,0.3333333333333333,0.17142857142857143,0.0,0.25806451612903225,0.09090909090909091,7.5,父,,,,,,,,,,,,
Leroidesanimaux,10.0,0.0,0.1,0.4,,0.0,0.0,,,0.0,0.0,5.2,父,,,,,,,,,,,,
Liam's Map,109.0,0.11926605504587157,0.1926605504587156,0.24770642201834864,0.05,0.1348314606741573,0.20408163265306123,0.041666666666666664,0.08333333333333333,0.1267605633802817,0.11764705882352941,8.229357798165138,父,,,,,,,,,,,,
Lonhro,25.0,0.12,0.16,0.52,0.14285714285714285,0.0,0.1875,0.0,,0.13636363636363635,,6.24,父,,,,,,,,,,,,
Lope de Vega,32.0,0.15625,0.25,0.3125,0.18518518518518517,0.0,0.0,0.09090909090909091,0.42857142857142855,0.13636363636363635,0.3333333333333333,7.125,父,,,,,,,,,,,,
Lord Nelson,15.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.09090909090909091,0.0,0.07142857142857142,0.0,,0.07142857142857142,0.0,9.333333333333334,父,,,,,,,,,,,,
Lord of England,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,父,,,,,,,,,,,,
Lucky Vega,13.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,,0.0,0.0,6.3076923076923075,父,,,,,,,,,,,,
Macho Uno,10.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,8.4,父,,,,,,,,,,,,
Maclean's Music,68.0,0.16176470588235295,0.25,0.3088235294117647,0.0,0.1774193548387097,0.11538461538461539,0.3125,,0.2,0.2,7.970588235294118,父,,,,,,,,,,,,
Magician,30.0,0.03333333333333333,0.16666666666666666,0.3,0.03333333333333333,,0.03333333333333333,,,0.038461538461538464,0.0,5.433333333333334,父,,,,,,,,,,,,
Magna Grecia,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,父,,,,,,,,,,,,
Majesticperfection,5.0,0.2,0.2,0.2,0.5,0.0,0.0,0.3333333333333333,,0.2,,8.4,父,,,,,,,,,,,,
Make Believe,7.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,0.0,8.142857142857142,父,,,,,,,,,,,,
Malibu Moon,105.0,0.11428571428571428,0.18095238095238095,0.2761904761904762,0.0,0.1348314606741573,0.11764705882352941,0.125,0.0,0.12,0.06666666666666667,6.742857142857143,父,,,,,,,,,,,,
Masar,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.133333333333333,父,,,,,,,,,,,,
Mastercraftsman,42.0,0.047619047619047616,0.16666666666666666,0.21428571428571427,0.07407407407407407,0.0,0.0,0.04,0.2,0.03225806451612903,0.0,7.595238095238095,父,,,,,,,,,,,,
Maximum Security,16.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,,0.0,,9.5625,父,,,,,,,,,,,,
Mayson,16.0,0.125,0.125,0.25,0.09090909090909091,0.2,0.16666666666666666,0.0,,0.1,0.25,8.125,父,,,,,,,,,,,,
McKinzie,29.0,0.10344827586206896,0.13793103448275862,0.20689655172413793,0.0,0.125,0.17647058823529413,0.0,,0.10526315789473684,0.2,7.931034482758621,父,,,,,,,,,,,,
Medaglia d'Oro,138.0,0.057971014492753624,0.11594202898550725,0.21014492753623187,0.06349206349206349,0.05333333333333334,0.08536585365853659,0.019230769230769232,0.0,0.050505050505050504,0.125,8.195652173913043,父,,,,,,,,,,,,
Mendelssohn,85.0,0.16470588235294117,0.25882352941176473,0.35294117647058826,0.0,0.18181818181818182,0.16666666666666666,0.17647058823529413,0.0,0.14814814814814814,0.23076923076923078,6.705882352941177,父,,,,,,,,,,,,
Midnight Lute,60.0,0.06666666666666667,0.16666666666666666,0.2833333333333333,0.11428571428571428,0.0,0.05128205128205128,0.0,0.125,0.07894736842105263,0.0,7.7,父,,,,,,,,,,,,
Mineshaft,35.0,0.17142857142857143,0.22857142857142856,0.2571428571428571,0.0,0.18181818181818182,0.14814814814814814,0.3333333333333333,0.0,0.25,0.0,7.714285714285714,父,,,,,,,,,,,,
Mitole,27.0,0.07407407407407407,0.2962962962962963,0.2962962962962963,0.0,0.08333333333333333,0.09090909090909091,0.0,,0.10526315789473684,0.0,6.851851851851852,父,,,,,,,,,,,,
Mizzen Mast,15.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.07692307692307693,0.0,0.07142857142857142,0.0,,0.125,0.0,9.333333333333334,父,,,,,,,,,,,,
Mo Town,7.0,0.0,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,,,0.0,0.0,3.4285714285714284,父,,,,,,,,,,,,
Modernist,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,12.0,父,,,,,,,,,,,,
Mohaymen,38.0,0.05263157894736842,0.18421052631578946,0.2894736842105263,0.0,0.08333333333333333,0.05714285714285714,0.0,0.0,0.0,0.14285714285714285,7.342105263157895,父,,,,,,,,,,,,
