種牡馬名,父_産駒数,父_勝率,父_連対率,父_複勝率,父_芝勝率,父_ダート勝率,父_短距離勝率,父_中距離勝率,父_長距離勝率,父_良馬場勝率,父_重馬場勝率,父_平均着順,種別,母父_産駒数,母父_勝率,母父_連対率,母父_複勝率,母父_芝勝率,母父_ダート勝率,母父_短距離勝率,母父_中距離勝率,母父_長距離勝率,母父_良馬場勝率,母父_重馬場勝率,母父_平均着順
ツクバオトメ,,,,,,,,,,,,,母父,80.0,0.0625,0.125,0.2,0.0,0.0641025641025641,0.09090909090909091,0.06,0.0,0.06382978723404255,0.047619047619047616,7.725
ツクバビューティ,,,,,,,,,,,,,母父,46.0,0.06521739130434782,0.17391304347826086,0.2391304347826087,0.09375,0.0,0.0,0.0,0.1111111111111111,0.1,0.0,8.195652173913043
ツヅク,,,,,,,,,,,,,母父,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,13.4
ツヅミモン,,,,,,,,,,,,,母父,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9.8
ツバキエンジェル,,,,,,,,,,,,,母父,13.0,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.1111111111111111,0.25,0.2222222222222222,0.0,,0.2,,5.615384615384615
ツボミ,,,,,,,,,,,,,母父,21.0,0.047619047619047616,0.19047619047619047,0.19047619047619047,0.0,0.08333333333333333,0.07142857142857142,0.0,0.0,0.07692307692307693,0.0,7.857142857142857
ツヨイキモチ,,,,,,,,,,,,,母父,35.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.657142857142857
ツル,,,,,,,,,,,,,母父,7.0,0.0,0.0,0.14285714285714285,0.0,0.0,,0.0,,0.0,,9.714285714285714
ツルハチクィーン,,,,,,,,,,,,,母父,28.0,0.03571428571428571,0.07142857142857142,0.21428571428571427,,0.03571428571428571,0.0,0.041666666666666664,,0.058823529411764705,0.0,6.928571428571429
ツルヒメ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.333333333333334
ツルマルアイ,,,,,,,,,,,,,母父,30.0,0.03333333333333333,0.03333333333333333,0.2,0.04,0.0,0.038461538461538464,0.0,,0.043478260869565216,0.0,9.1
ツルマルオジョウ,,,,,,,,,,,,,母父,46.0,0.043478260869565216,0.15217391304347827,0.2608695652173913,0.04,0.047619047619047616,0.0,0.05405405405405406,0.0,0.03571428571428571,0.0,5.913043478260869
ツルマルオトメ,,,,,,,,,,,,,母父,36.0,0.1388888888888889,0.19444444444444445,0.2777777777777778,0.15151515151515152,0.0,0.0,0.16666666666666666,0.0,0.07142857142857142,0.3333333333333333,7.388888888888889
ツルマルサンチャン,,,,,,,,,,,,,母父,56.0,0.125,0.23214285714285715,0.2857142857142857,0.16,0.0967741935483871,0.15384615384615385,0.08333333333333333,0.0,0.13513513513513514,0.14285714285714285,6.678571428571429
ツルマルハロー,,,,,,,,,,,,,母父,46.0,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.03225806451612903,0.0,0.0,0.03125,0.0,0.03225806451612903,0.0,7.934782608695652
ツルマルミホ,,,,,,,,,,,,,母父,29.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03448275862069
ツルマルローズ,,,,,,,,,,,,,母父,27.0,0.07407407407407407,0.1111111111111111,0.18518518518518517,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.06666666666666667,0.0,7.962962962962963
ツルマルワンピース,,,,,,,,,,,,,母父,39.0,0.15384615384615385,0.3333333333333333,0.38461538461538464,0.16216216216216217,0.0,,0.16666666666666666,0.0,0.16129032258064516,0.0,6.0
ツーオブアス,,,,,,,,,,,,,母父,23.0,0.0,0.08695652173913043,0.21739130434782608,0.0,0.0,0.0,0.0,,0.0,0.0,6.521739130434782
ツーオブハート,,,,,,,,,,,,,母父,8.0,0.125,0.25,0.25,0.0,0.14285714285714285,0.125,,,0.25,0.0,7.5
ツーソックス,,,,,,,,,,,,,母父,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.583333333333334
ツーデイズノーチス,,,,,,,,,,,,,母父,74.0,0.08108108108108109,0.20270270270270271,0.2702702702702703,0.05263157894736842,0.17647058823529413,0.17857142857142858,0.0,0.047619047619047616,0.09259259259259259,0.16666666666666666,6.635135135135135
ツールドコルス,,,,,,,,,,,,,母父,17.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.08333333333333333,0.0,7.882352941176471
テアトロレアル,,,,,,,,,,,,,母父,39.0,0.15384615384615385,0.2564102564102564,0.3333333333333333,0.0,0.17142857142857143,0.21052631578947367,0.1,,0.17391304347826086,0.4,6.230769230769231
ティアップアーリー,,,,,,,,,,,,,母父,12.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.18181818181818182,0.18181818181818182,0.0,,0.2222222222222222,0.0,9.333333333333334
ティアップダイヤ,,,,,,,,,,,,,母父,9.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.125,0.14285714285714285,0.0,,0.25,0.0,9.0
ティアップブロンド,,,,,,,,,,,,,母父,20.0,0.05,0.05,0.1,,0.05,0.0,0.125,0.0,0.09090909090909091,0.0,7.9
ティアップレーヴ,,,,,,,,,,,,,母父,38.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.08333333333333333,0.0,0.09090909090909091,0.0,0.07142857142857142,0.0,8.5
ティアドロップス,,,,,,,,,,,,,母父,32.0,0.125,0.21875,0.28125,0.0,0.12903225806451613,0.15384615384615385,0.0,0.0,0.047619047619047616,0.25,7.1875
ティアドーロ,,,,,,,,,,,,,母父,15.0,0.26666666666666666,0.4666666666666667,0.4666666666666667,,0.26666666666666666,0.0,0.2857142857142857,,0.2727272727272727,1.0,4.666666666666667
ティアラトウショウ,,,,,,,,,,,,,母父,33.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,,0.0,0.0,10.181818181818182
ティアラプリンセス,,,,,,,,,,,,,母父,11.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,,0.0,0.0,9.272727272727273
ティアラン,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,8.333333333333334
ティアランドール,,,,,,,,,,,,,母父,57.0,0.07017543859649122,0.07017543859649122,0.10526315789473684,0.12,0.03125,0.0,0.0967741935483871,0.3333333333333333,0.07894736842105263,0.0,8.157894736842104
ティアレ,,,,,,,,,,,,,母父,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.058823529411764
ティアーオブジョイ,,,,,,,,,,,,,母父,13.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.15384615384615385,,0.18181818181818182,0.0,,0.25,,7.230769230769231
ティアーモ,,,,,,,,,,,,,母父,57.0,0.08771929824561403,0.17543859649122806,0.22807017543859648,0.08108108108108109,0.1,0.09090909090909091,0.12121212121212122,0.0,0.08333333333333333,0.0,7.0701754385964914
ティイ,,,,,,,,,,,,,母父,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10.0
ティエッチグリーン,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,9.666666666666666
ティエッチグレース,,,,,,,,,,,,,母父,14.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571
ティエッチマンボ,,,,,,,,,,,,,母父,7.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.2,0.0,0.25,,0.2,,8.571428571428571
ティグラーシャ,,,,,,,,,,,,,母父,5.0,0.2,1.0,1.0,0.2,,,0.2,,0.2,,1.8
ティコティコタック,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.166666666666666
ティザチック,,,,,,,,,,,,,母父,17.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,,0.0,0.0,6.823529411764706
ティズウインディ,,,,,,,,,,,,,母父,26.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.10526315789473684,0.14285714285714285,0.125,0.125,0.0,0.14285714285714285,0.0,9.0
ティズトレメンダス,,,,,,,,,,,,,母父,18.0,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.058823529411764705,0.0,0.0,0.1111111111111111,0.0,0.07692307692307693,0.0,6.722222222222222
ティッカーコード,,,,,,,,,,,,,母父,63.0,0.07936507936507936,0.19047619047619047,0.2698412698412698,0.09259259259259259,0.0,0.07692307692307693,0.03225806451612903,0.15789473684210525,0.06666666666666667,0.0,6.9523809523809526
ティッカーテープ,,,,,,,,,,,,,母父,53.0,0.1509433962264151,0.22641509433962265,0.3584905660377358,0.15384615384615385,0.0,0.14285714285714285,0.16129032258064516,0.0,0.175,0.0,5.60377358490566
ティックルゴールド,,,,,,,,,,,,,母父,36.0,0.05555555555555555,0.1111111111111111,0.19444444444444445,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.043478260869565216,0.16666666666666666,7.944444444444445
ティックルピンク,,,,,,,,,,,,,母父,33.0,0.09090909090909091,0.12121212121212122,0.15151515151515152,0.0,0.09375,0.0,0.07692307692307693,0.25,0.05263157894736842,0.2,8.151515151515152
ティップトップ,,,,,,,,,,,,,母父,66.0,0.10606060606060606,0.24242424242424243,0.42424242424242425,0.14285714285714285,0.07894736842105263,0.1111111111111111,0.10810810810810811,0.0,0.09090909090909091,0.125,5.636363636363637
ティティカカ,,,,,,,,,,,,,母父,12.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.916666666666667
ティノ,,,,,,,,,,,,,母父,47.0,0.06382978723404255,0.0851063829787234,0.1276595744680851,0.07317073170731707,0.0,0.08108108108108109,0.0,,0.05405405405405406,0.25,7.872340425531915
ティファイファイ,,,,,,,,,,,,,母父,25.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,,10.48
ティファニーケイス,,,,,,,,,,,,,母父,47.0,0.0425531914893617,0.10638297872340426,0.1276595744680851,0.0,0.06451612903225806,0.0,0.06666666666666667,0.0,0.07692307692307693,0.0,7.574468085106383
ティファニーズオナー,,,,,,,,,,,,,母父,15.0,0.2,0.4,0.4,0.21428571428571427,0.0,,0.25,0.18181818181818182,0.16666666666666666,0.5,4.8
ティファニータッチ,,,,,,,,,,,,,母父,21.0,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.0,0.05263157894736842,,0.05263157894736842,0.0,0.0,0.14285714285714285,6.666666666666667
ティフィン,,,,,,,,,,,,,母父,81.0,0.06172839506172839,0.14814814814814814,0.2716049382716049,0.0,0.08771929824561403,0.0625,0.0851063829787234,0.0,0.037037037037037035,0.16666666666666666,6.419753086419753
ティボリサンライズ,,,,,,,,,,,,,母父,22.0,0.13636363636363635,0.3181818181818182,0.4090909090909091,,0.13636363636363635,0.13636363636363635,,,0.16666666666666666,0.0,5.136363636363637
ティボリペガサス,,,,,,,,,,,,,母父,41.0,0.07317073170731707,0.12195121951219512,0.14634146341463414,0.06666666666666667,0.07692307692307693,,0.07692307692307693,0.0,0.1111111111111111,0.0,6.170731707317073
ティヤム,,,,,,,,,,,,,母父,21.0,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.0,0.05263157894736842,0.05,0.0,,0.0625,0.0,5.571428571428571
ティランジア,,,,,,,,,,,,,母父,8.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,0.0,,7.375
ティリアンパープル,,,,,,,,,,,,,母父,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.76923076923077
ティルトウイング,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.166666666666666
ティロレスカ,,,,,,,,,,,,,母父,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.5
ティンクルチャーミ,,,,,,,,,,,,,母父,84.0,0.047619047619047616,0.15476190476190477,0.21428571428571427,0.0,0.06896551724137931,0.05357142857142857,0.043478260869565216,0.0,0.022222222222222223,0.14285714285714285,6.333333333333333
ティンクルハート,,,,,,,,,,,,,母父,21.0,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0,0.08333333333333333,0.0,0.058823529411764705,,0.06666666666666667,0.0,8.80952380952381
ティンタジェル,,,,,,,,,,,,,母父,33.0,0.0,0.18181818181818182,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9393939393939394
ティンバレス,,,,,,,,,,,,,母父,28.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2,0.13043478260869565,0.0,0.14285714285714285,0.3333333333333333,0.13043478260869565,0.5,7.571428571428571
ティンバーランド,,,,,,,,,,,,,母父,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.25
ティヴォリオベーネ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,13.666666666666666
ティーアイディップ,,,,,,,,,,,,,母父,23.0,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.1,0.0,0.0,0.0,0.13333333333333333,0.125,,7.521739130434782
ティーエスクライ,,,,,,,,,,,,,母父,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,12.285714285714286
ティーエスベリー,,,,,,,,,,,,,母父,43.0,0.11627906976744186,0.18604651162790697,0.20930232558139536,0.16129032258064516,0.0,,0.11627906976744186,,0.08823529411764706,0.2,7.465116279069767
ティークリッパー,,,,,,,,,,,,,母父,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,11.285714285714286
ティーケイキャット,,,,,,,,,,,,,母父,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.571428571428571
ティーゲット,,,,,,,,,,,,,母父,12.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,9.75
ティープラズマ,,,,,,,,,,,,,母父,35.0,0.05714285714285714,0.11428571428571428,0.2,0.0,0.1111111111111111,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,6.3428571428571425
ティープリーズ,,,,,,,,,,,,,母父,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,8.285714285714286
ティールグリーン,,,,,,,,,,,,,母父,32.0,0.125,0.25,0.34375,0.10714285714285714,0.25,0.14285714285714285,0.13043478260869565,0.0,0.16,0.0,6.1875
ティーンエイジギャル,,,,,,,,,,,,,母父,5.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,6.8
テイア,,,,,,,,,,,,,母父,23.0,0.13043478260869565,0.2608695652173913,0.34782608695652173,0.13043478260869565,,0.13043478260869565,,,0.15789473684210525,0.0,6.826086956521739
テイエムオペレッタ,,,,,,,,,,,,,母父,14.0,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.2,0.0,0.08333333333333333,0.0,,0.1,0.0,6.071428571428571
テイエムオーカン,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.5
テイエムオーシャン,,,,,,,,,,,,,母父,14.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.21428571428571427,,,0.1111111111111111,0.4,0.16666666666666666,0.5,5.071428571428571
テイエムカルメン,,,,,,,,,,,,,母父,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.0
テイエムクリスタル,,,,,,,,,,,,,母父,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.875
テイエムクレナイ,,,,,,,,,,,,,母父,10.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,9.0
テイエムコウノトリ,,,,,,,,,,,,,母父,10.0,0.1,0.1,0.1,0.16666666666666666,0.0,0.125,0.0,,0.1111111111111111,0.0,9.2
テイエムサンビカ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.0
テイエムシーズン,,,,,,,,,,,,,母父,9.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,,0.0,0.0,0.0,0.0,5.888888888888889
テイエムチュラサン,,,,,,,,,,,,,母父,13.0,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.16666666666666666,0.0,0.4,0.0,,0.2,0.0,9.615384615384615
テイエムテンモン,,,,,,,,,,,,,母父,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,13.6
テイエムナデシコ,,,,,,,,,,,,,母父,21.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.09090909090909091,0.0,0.125,0.0,,0.0,0.0,7.714285714285714
テイエムノキセキ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,10.333333333333334
テイエムハナフブキ,,,,,,,,,,,,,母父,16.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,,0.0,0.0,9.375
テイエムヒスイ,,,,,,,,,,,,,母父,26.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.730769230769231
テイエムビックイ,,,,,,,,,,,,,母父,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,,0.0,0.0,8.555555555555555
テイエムブリランテ,,,,,,,,,,,,,母父,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.285714285714286
テイエムプリキュア,,,,,,,,,,,,,母父,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0
テイエムプリンセス,,,,,,,,,,,,,母父,23.0,0.043478260869565216,0.043478260869565216,0.17391304347826086,,0.043478260869565216,0.07142857142857142,0.0,,0.0,0.0,7.826086956521739
テイエムユメノコ,,,,,,,,,,,,,母父,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9.0
テイエムヨカオゴ,,,,,,,,,,,,,母父,30.0,0.0,0.13333333333333333,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
テイエムリヴィエラ,,,,,,,,,,,,,母父,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.5
テイクウォーニング,,,,,,,,,,,,,母父,18.0,0.16666666666666666,0.2777777777777778,0.3333333333333333,0.14285714285714285,0.18181818181818182,0.0,0.18181818181818182,0.2,0.2,,5.5
テイクザケイク,,,,,,,,,,,,,母父,36.0,0.05555555555555555,0.1388888888888889,0.25,0.0,0.05714285714285714,0.0,0.06666666666666667,,0.04,0.0,7.083333333333333
テイクザスカイ,,,,,,,,,,,,,母父,18.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,,,0.0,0.0,10.666666666666666
テイクマイアイズ,,,,,,,,,,,,,母父,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.333333333333334
テイクミーハイヤー,,,,,,,,,,,,,母父,11.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.1,0.0,0.1111111111111111,0.0,,0.1111111111111111,0.0,7.090909090909091
テイクユアチョイス,,,,,,,,,,,,,母父,6.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.4,,0.3333333333333333,,0.25,0.0,3.3333333333333335
テイケイラピッド,,,,,,,,,,,,,母父,28.0,0.14285714285714285,0.25,0.2857142857142857,0.17391304347826086,0.0,0.0,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.0,7.392857142857143
テイコフトウショウ,,,,,,,,,,,,,母父,46.0,0.08695652173913043,0.15217391304347827,0.17391304347826086,0.07407407407407407,0.10526315789473684,0.1111111111111111,0.06451612903225806,0.16666666666666666,0.08571428571428572,0.0,8.195652173913043
テイラーバートン,,,,,,,,,,,,,母父,59.0,0.05084745762711865,0.15254237288135594,0.23728813559322035,0.08571428571428572,0.0,0.061224489795918366,0.0,,0.05,0.0,6.423728813559322
テイルオブゴールド,,,,,,,,,,,,,母父,17.0,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.0,0.13333333333333333,0.125,0.0,,0.07692307692307693,0.0,6.882352941176471
テオロジア,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,8.5
テキサスルビー,,,,,,,,,,,,,母父,34.0,0.0,0.14705882352941177,0.2647058823529412,0.0,0.0,0.0,0.0,,0.0,0.0,6.088235294117647
テキスタイル,,,,,,,,,,,,,母父,35.0,0.05714285714285714,0.14285714285714285,0.2,0.058823529411764705,0.0,,0.058823529411764705,0.05555555555555555,0.043478260869565216,0.0,6.457142857142857
テクニカルラン,,,,,,,,,,,,,母父,82.0,0.036585365853658534,0.08536585365853659,0.2073170731707317,0.03389830508474576,0.043478260869565216,0.034482758620689655,0.022222222222222223,0.125,0.030303030303030304,0.0,7.5
テスタオクローチェ,,,,,,,,,,,,,母父,56.0,0.08928571428571429,0.16071428571428573,0.25,0.0975609756097561,0.06666666666666667,0.0,0.08,0.2,0.08695652173913043,0.3333333333333333,6.732142857142857
テスティコ,,,,,,,,,,,,,母父,66.0,0.06060606060606061,0.15151515151515152,0.2878787878787879,0.0,0.06896551724137931,0.0,0.045454545454545456,0.16666666666666666,0.0392156862745098,0.2857142857142857,6.7272727272727275
テセラレフィナード,,,,,,,,,,,,,母父,21.0,0.14285714285714285,0.23809523809523808,0.2857142857142857,0.18181818181818182,0.1,0.11764705882352941,0.25,,0.11764705882352941,,6.904761904761905
テツナゴオ,,,,,,,,,,,,,母父,73.0,0.1232876712328767,0.1780821917808219,0.2876712328767123,0.0,0.125,0.11764705882352941,0.14285714285714285,0.0,0.15217391304347827,0.0,6.8493150684931505
テツムーン,,,,,,,,,,,,,母父,73.0,0.0410958904109589,0.0684931506849315,0.0958904109589041,0.05263157894736842,0.0,0.0,0.06382978723404255,0.0,0.018518518518518517,0.0,9.849315068493151
テディーズプロミス,,,,,,,,,,,,,母父,49.0,0.12244897959183673,0.20408163265306123,0.2653061224489796,0.125,0.1111111111111111,0.0,0.13636363636363635,0.0,0.08571428571428572,0.25,6.857142857142857
テネシーワルツ,,,,,,,,,,,,,母父,24.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1,0.0,0.1111111111111111,0.07142857142857142,0.0,0.09523809523809523,0.0,8.708333333333334
テメノス,,,,,,,,,,,,,母父,12.0,0.08333333333333333,0.16666666666666666,0.25,0.0,0.1,,0.08333333333333333,,0.1,0.0,6.916666666666667
テメリアイランド,,,,,,,,,,,,,母父,30.0,0.03333333333333333,0.13333333333333333,0.2,0.05555555555555555,0.0,0.0,0.037037037037037035,0.0,0.0,0.16666666666666666,8.766666666666667
テラコッタ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.16666666666666666,,0.0,0.0,0.0,,0.0,0.0,7.666666666666667
テラノイロハ,,,,,,,,,,,,,母父,27.0,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.10526315789473684,0.0,0.08695652173913043,0.0,0.0,0.045454545454545456,0.5,10.333333333333334
テラノクリスティー,,,,,,,,,,,,,母父,14.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,,0.0,0.0,7.857142857142857
テラノヴァ,,,,,,,,,,,,,母父,22.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,,0.0,0.125,,0.05555555555555555,0.0,6.409090909090909
テルアケリー,,,,,,,,,,,,,母父,83.0,0.14457831325301204,0.27710843373493976,0.3614457831325301,0.1016949152542373,0.25,0.07692307692307693,0.19444444444444445,0.25,0.16666666666666666,0.0,6.409638554216867
テルヌーラ,,,,,,,,,,,,,母父,8.0,0.125,0.125,0.125,0.0,0.16666666666666666,,0.125,,0.0,1.0,9.25
テルヌーヴ,,,,,,,,,,,,,母父,60.0,0.03333333333333333,0.06666666666666667,0.11666666666666667,0.0,0.13333333333333333,0.03571428571428571,0.038461538461538464,0.0,0.023809523809523808,0.16666666666666666,8.916666666666666
テルミドール,,,,,,,,,,,,,母父,61.0,0.01639344262295082,0.09836065573770492,0.14754098360655737,0.018518518518518517,0.0,0.01818181818181818,0.0,,0.02564102564102564,0.0,8.80327868852459
テルメディカラカラ,,,,,,,,,,,,,母父,27.0,0.07407407407407407,0.14814814814814814,0.2962962962962963,0.08695652173913043,0.0,0.125,0.0,0.0,0.08695652173913043,0.0,6.037037037037037
テルライド,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,10.0
テレキネシス,,,,,,,,,,,,,母父,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.363636363636363
テレフォトグラフ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.16666666666666666,0.0,0.0,,0.0,,0.0,0.0,7.0
テレフォニカ,,,,,,,,,,,,,母父,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10.0
テンイムホウ,,,,,,,,,,,,,母父,99.0,0.010101010101010102,0.12121212121212122,0.13131313131313133,0.011494252873563218,0.0,0.0,0.0,0.038461538461538464,0.013888888888888888,0.0,8.272727272727273
テンキセキ,,,,,,,,,,,,,母父,16.0,0.0625,0.0625,0.3125,0.0,0.06666666666666667,0.0,0.09090909090909091,,0.1111111111111111,0.0,5.9375
テンサイドカップ,,,,,,,,,,,,,母父,15.0,0.0,0.0,0.06666666666666667,0.0,0.0,,0.0,0.0,0.0,,8.333333333333334
テンザンオトヒメ,,,,,,,,,,,,,母父,37.0,0.13513513513513514,0.1891891891891892,0.1891891891891892,0.0,0.1724137931034483,0.0,0.19047619047619047,0.25,0.14285714285714285,0.3333333333333333,9.81081081081081
テンザンコノハナ,,,,,,,,,,,,,母父,81.0,0.04938271604938271,0.08641975308641975,0.13580246913580246,0.06976744186046512,0.02631578947368421,0.03125,0.06521739130434782,0.0,0.0625,0.0,8.790123456790123
テンザンジョイ,,,,,,,,,,,,,母父,31.0,0.03225806451612903,0.0967741935483871,0.0967741935483871,0.05263157894736842,0.0,0.0,0.0625,0.0,0.0,0.25,8.96774193548387
テンザンデザート,,,,,,,,,,,,,母父,21.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
テンザンローズ,,,,,,,,,,,,,母父,8.0,0.125,0.125,0.125,0.2,0.0,0.14285714285714285,0.0,,0.125,,7.625
テンシノキセキ,,,,,,,,,,,,,母父,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0
テンシノダンス,,,,,,,,,,,,,母父,20.0,0.05,0.1,0.1,0.05555555555555555,0.0,0.058823529411764705,0.0,,0.07692307692307693,0.0,11.15
テンシノホホエミ,,,,,,,,,,,,,母父,39.0,0.07692307692307693,0.1282051282051282,0.20512820512820512,0.09090909090909091,0.0,0.1111111111111111,0.0,,0.08333333333333333,0.0,7.666666666666667
テンシンランマン,,,,,,,,,,,,,母父,49.0,0.14285714285714285,0.3469387755102041,0.46938775510204084,0.1875,0.12121212121212122,0.2,0.0,,0.1388888888888889,0.3333333333333333,5.3061224489795915
テンセイフジ,,,,,,,,,,,,,母父,32.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,,0.0,0.0,10.03125
テンダリーヴォイス,,,,,,,,,,,,,母父,49.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.15217391304347827,0.0,0.09090909090909091,0.17391304347826086,0.25,0.1388888888888889,0.0,5.469387755102041
テンダーエモーション,,,,,,,,,,,,,母父,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.5
