race_id,馬名,着順_num,予測スコア,予測順位,単勝オッズ,人気
202501010101,ファニーバニー,2.0,0.6243440326970054,1.0,2.4,1.0
202501010101,ハルヒメ,3.0,0.3387324979141149,2.0,4.2,2.0
202501010101,ショウナンカリス,1.0,0.24832427114873232,3.0,4.8,3.0
202501010101,ストームサンダー,6.0,0.22870023706928527,4.0,10.0,5.0
202501010101,モズプリフォール,9.0,0.18361183258837563,5.0,5.5,4.0
202501010101,セイウンダイフク,12.0,0.11949957407329508,6.0,36.9,6.0
202501010101,ナムラシンジロー,11.0,0.08987781945101597,7.0,41.2,7.0
202501010101,カンレイスター,4.0,0.06906291589754579,8.0,46.9,8.0
202501010101,トーセンクリステル,8.0,0.029297333224827436,9.0,74.4,9.0
202501010101,ココソラーレ,5.0,0.013072136141044922,10.0,77.1,10.0
202501010101,サンタカリス,7.0,0.011050134068394194,11.0,92.1,11.0
202501010101,オンマイビート,10.0,0.009866873711286231,12.0,109.3,12.0
202501010102,エンジェルラダー,1.0,0.5458557774230488,1.0,1.6,1.0
202501010102,コッコラーレ,10.0,0.4072532159427379,2.0,4.0,2.0
202501010102,ラピルスイメル,3.0,0.254247795729251,3.0,9.9,3.0
202501010102,タイセイアビリティ,2.0,0.2137855229885334,4.0,12.0,4.0
202501010102,レイアポポ,5.0,0.1956484775761313,5.0,13.2,5.0
202501010102,ユウグレ,9.0,0.09986760984598235,6.0,35.9,7.0
202501010102,サツキレジーナ,4.0,0.0955287497386206,7.0,31.6,6.0
202501010102,タイセイルーマー,8.0,0.09067034869050358,8.0,43.8,8.0
202501010102,サラサエンペラー,6.0,0.037746313702481084,9.0,208.3,11.0
202501010102,キャットデイ,7.0,0.033563634759208844,10.0,47.5,10.0
202501010102,グロリオン,12.0,0.033196983722342636,11.0,46.9,9.0
202501010102,グランヴァルール,11.0,0.020434236011457496,12.0,297.0,12.0
202501010103,ディアウス,1.0,0.5760386069586692,1.0,2.0,1.0
202501010103,オオタチ,3.0,0.39752149843484186,2.0,3.9,2.0
202501010103,ファジーロップ,7.0,0.3341730392968912,3.0,7.1,3.0
202501010103,ジョードリウム,2.0,0.2831164655367111,4.0,10.4,4.0
202501010103,ジーティートゥルー,8.0,0.15960919449978245,5.0,18.6,6.0
202501010103,タイセイバンクール,10.0,0.15897757130797738,6.0,16.3,5.0
202501010103,キンセンオー,6.0,0.0938551280008513,7.0,20.9,8.0
202501010103,オロパタジン,5.0,0.09157630844748108,8.0,19.8,7.0
202501010103,ネトル,4.0,0.06231603746914647,9.0,36.7,9.0
202501010103,カズナリ,12.0,0.033752913591440566,10.0,92.1,10.0
202501010103,サヨノミッキー,9.0,0.02914352971725616,11.0,259.7,14.0
202501010103,ベイビーベリッシモ,11.0,0.018807796336169098,12.0,167.8,12.0
202501010103,カシマスウィープ,14.0,0.012928125357930784,13.0,218.4,13.0
202501010103,ニッシンゲッポ,13.0,0.012187741341858616,14.0,167.5,11.0
202501010104,リリーオブザハート,5.0,0.5212558044567092,1.0,3.8,1.0
202501010104,シンヒダカゴールド,1.0,0.3197819032764371,2.0,4.0,2.0
202501010104,エピファランド,3.0,0.2939629647845836,3.0,4.5,3.0
202501010104,マザーズウィル,14.0,0.2149129374127507,4.0,5.9,4.0
202501010104,オフザチェイン,6.0,0.15024148969448825,5.0,14.6,6.0
202501010104,ワタシマツワ,2.0,0.14154189127454525,6.0,10.2,5.0
202501010104,エミネントキャリア,8.0,0.11405199478782506,7.0,26.4,8.0
202501010104,バダジェフスカ,11.0,0.09376997769674841,8.0,18.6,7.0
202501010104,テーオーカバリエ,13.0,0.0547236103168879,9.0,42.3,10.0
202501010104,ゴールドハーディス,7.0,0.03849504198067033,10.0,38.8,9.0
202501010104,ベルジャッド,4.0,0.020761667711930026,11.0,79.3,12.0
202501010104,ブリスディーシャ,12.0,0.013210794158136923,12.0,110.7,13.0
202501010104,レフレクシオ,10.0,0.012993761179426131,13.0,61.9,11.0
202501010104,ディアマント,9.0,0.011859599315318919,14.0,178.3,14.0
202501010105,メイショウコシュウ,6.0,0.5842145216971092,1.0,2.6,1.0
202501010105,ミヤエスケープ,3.0,0.3738163116243837,2.0,3.5,2.0
202501010105,ロードアマルフィ,4.0,0.25957690022733415,3.0,5.2,3.0
202501010105,ハグレジョー,11.0,0.19705788881738145,4.0,12.8,5.0
202501010105,チャーリー,5.0,0.18056863551505783,5.0,12.4,4.0
202501010105,シホノソルジェンテ,13.0,0.1329711623119744,6.0,14.7,6.0
