着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
4,1,2,テンチシンメイ,牡3,56,石橋脩,1:39.1,2,**,,,,,10-9,37.5,21.8,6,500(-2),,,,[東]小笠倫弘,岡浩二,77.0,202005010503
5,1,1,ヒロキング,牡3,56,内田博幸,1:39.2,クビ,**,,,,,12-9,37.7,6.7,3,492(-4),,,,[東]黒岩陽一,澤田孝之,51.0,202005010503
6,3,6,トキメキナイス,牡3,56,江田照男,1:39.6,2.1/2,**,,,,,12-13,37.8,31.0,8,462(0),,,,[東]佐藤吉勝,片岡正雄,,202005010503
7,6,12,セイユメアカリ,牡3,56,北村宏司,1:39.9,1.3/4,**,,,,,3-3,39.2,9.7,4,446(-2),,,,[東]浅野洋一,金田成基,,202005010503
8,6,11,エコロキングダム,牡3,56,木幡巧也,1:40.0,1/2,**,,,,,5-6,39.0,196.3,13,476(0),,,,[東]岩戸孝樹,原村正紀,,202005010503
9,5,9,センノベステス,牡3,56,横山和生,1:40.0,クビ,**,,,,,10-8,38.7,81.9,11,480(+2),,,,[東]南田美知,浅野正敏,,202005010503
10,4,8,ブライトオーシャン,牡3,56,大野拓弥,1:40.6,3.1/2,**,,,,,3-3,39.8,10.6,5,504(-2),,,,[東]新開幸一,岡田牧雄,,202005010503
11,3,5,タイキグロワール,牡3,56,丸山元気,1:40.7,1/2,**,,,,,16-14,38.6,86.4,12,482(-2),,,,[東]矢野英一,大樹ファーム,,202005010503
12,7,14,ビレッジイーグル,牡3,56,武藤雅,1:40.9,1.1/4,**,,,,,5-6,39.9,72.2,10,496(+8),,,,[東]竹内正洋,村山輝雄,,202005010503
13,2,3,オンリーワンボーイ,牡3,56,岩田康誠,1:41.0,3/4,**,,,,,8-9,39.5,31.5,9,448(0),,,,[東]斎藤誠,金山克己,,202005010503
14,4,7,フェスティヴスーリ,牡3,56,田中勝春,1:41.9,5,**,,,,,14-16,39.4,224.6,14,464(+6),,,,[東]天間昭一,臼井義太郎,,202005010503
15,2,4,セイウンソルジャー,牡3,56,フォーリ,1:42.2,2,**,,,,,14-15,39.8,293.4,15,512(-6),,,,[東]水野貴広,西山茂行,,202005010503
16,7,13,アテンミラクル,牡3,55,菊沢一樹,1:42.8,3.1/2,**,,,,,8-9,41.3,395.0,16,448(+6),,,,[東]高橋祥泰,玉置潔,,202005010503
1,8,15,テーオーケインズ,牡3,56,ルメール,1:37.4,,**,,,,,7-5,36.0,3.6,2,482(0),,,,[西]高柳大輔,小笹公也,730.0,202005010504
2,6,11,ダノンファスト,牡3,56,横山典弘,1:37.4,クビ,**,,,,,13-13,35.4,1.7,1,456(-4),,,,[東]菊沢隆徳,ダノックス,290.0,202005010504
3,5,9,アイスシェルフ,牡3,56,丸山元気,1:38.0,3.1/2,**,,,,,7-5,36.6,19.2,6,518(-4),,,,[東]稲垣幸雄,吉田勝己,180.0,202005010504
4,1,1,ヒシタイザン,牡3,56,田中勝春,1:38.5,3,**,,,,,13-13,36.5,74.0,11,496(-8),,,,[西]角田晃一,阿部雅英,110.0,202005010504
5,8,16,サンダーブリッツ,牡3,56,大野拓弥,1:38.6,1/2,**,,,,,9-9,36.9,16.8,5,480(-2),,,,[東]久保田貴,草間庸文,73.0,202005010504
6,3,5,ジャッジ,牡3,56,北村宏司,1:39.0,2.1/2,**,,,,,4-5,37.7,66.4,10,488(0),,,,[東]和田雄二,田島榮二郎,,202005010504
7,6,12,ヴィンカマヨール,牡3,56,石橋脩,1:39.0,アタマ,**,,,,,15-15,36.7,37.4,8,496(+4),,,,[東]田島俊明,シルクレーシング,,202005010504
8,1,2,フェイバリット,牡3,56,横山和生,1:39.1,クビ,**,,,,,16-16,36.3,599.8,16,450(0),,,,[東]小桧山悟,島川隆哉,,202005010504
9,4,8,アイスナイン,牡3,56,吉田豊,1:39.1,クビ,**,,,,,9-9,37.5,35.3,7,498(+6),,,,[東]高橋文雅,石瀬浩三,,202005010504
10,4,7,セイエスコート,牡3,55,野中悠太,1:39.2,クビ,**,,,,,12-9,37.5,440.7,15,470(-2),,,,[東]菊川正達,金田成基,,202005010504
11,5,10,ベイサイドブルー,牡3,56,田辺裕信,1:39.3,1/2,**,,,,,2-2,38.2,11.1,3,530(-12),,,,[西]矢作芳人,シルクレーシング,,202005010504
12,7,14,ラブリーエンジェル,牝3,54,武豊,1:39.3,クビ,**,,,,,4-4,38.1,14.0,4,438(+6),,,,[東]堀井雅広,長谷川光司,,202005010504
13,3,6,タイキルークス,牡3,55,菊沢一樹,1:39.6,2,**,,,,,4-5,38.2,143.0,12,508(-4),,,,[東]菊沢隆徳,大樹ファーム,,202005010504
14,7,13,シゲルミカヅキ,牡3,56,江田照男,1:39.8,1.1/4,**,,,,,9-9,38.1,155.4,13,448(-4),,,,[東]伊藤圭三,森中蕃,,202005010504
15,2,4,コードジェニック,牡3,56,加藤祥太,1:40.2,2.1/2,**,,,,,2-2,39.1,274.7,14,492(-2),,,,[西]杉山晴紀,水上行雄,,202005010504
16,2,3,ノクターンノーツ,牝3,54,福永祐一,1:40.8,3.1/2,**,,,,,1-1,39.7,60.0,9,480(-10),,,,[西]中内田充,飯田正剛,,202005010504
1,7,13,ネイジュ,牝3,54,武藤雅,1:22.7,,**,,,,,1-1,36.0,29.3,7,434(-10),,,,[東]中川公成,島川隆哉,510.0,202005010505
2,1,2,フィオーレカフェ,牝3,54,柴田善臣,1:22.7,クビ,**,,,,,7-5,34.5,95.7,9,408(+2),,,,[東]和田勇介,西川光一,200.0,202005010505
3,6,12,デイトライン,牝3,54,ルメール,1:22.8,クビ,**,,,,,5-5,34.6,1.9,1,446(+6),,,,[東]高橋文雅,キャロットファーム,130.0,202005010505
4,3,5,ヨンウォニ,牝3,54,木幡巧也,1:22.8,アタマ,**,,,,,7-7,34.4,96.7,10,432(0),,,,[東]田中清隆,ミルファーム,77.0,202005010505
5,4,7,ブンロート,牡3,56,大野拓弥,1:23.2,2.1/2,**,,,,,2-2,35.4,4.2,2,514(+6),,,,[東]牧光二,石瀬浩三,51.0,202005010505
6,7,14,ザンセツ,牡3,56,内田博幸,1:23.3,クビ,**,,,,,10-10,34.7,4.7,3,434(+6),,,,[東]古賀慎明,ゴドルフィン,,202005010505
7,8,15,マヤチャン,牝3,54,田辺裕信,1:23.4,3/4,**,,,,,12-12,34.6,8.8,4,416(-14),,,,[東]中舘英二,瀬谷隆雄,,202005010505
8,5,9,ネイチャークイーン,牝3,53,野中悠太,1:23.4,クビ,**,,,,,2-2,35.6,27.1,6,412(-12),,,,[東]根本康広,井上修一,,202005010505
9,1,1,ノボユキ,牝3,54,ミナリク,1:23.7,1.1/2,**,,,,,4-4,35.7,44.2,8,438(-6),,,,[東]尾関知人,ＬＳ．Ｍ,,202005010505
10,2,4,ミスファビュラス,牝3,54,吉田豊,1:23.7,アタマ,**,,,,,10-10,35.0,105.6,11,464(+6),,,,[東]古賀史生,畑末廣郎,,202005010505
11,2,3,トレンディー,牡3,55,菊沢一樹,1:24.7,6,**,,,,,5-7,36.2,353.4,14,460(+12),,,,[東]佐藤吉勝,平本敏夫,,202005010505
12,6,11,ネネサマ,牝3,54,横山和生,1:24.9,1.1/4,**,,,,,7-7,36.5,24.0,5,456(-2),,,,[東]勢司和浩,村田哲朗,,202005010505
13,3,6,ニシノルーチェ,牝3,54,江田照男,1:25.5,3.1/2,**,,,,,12-14,36.4,168.5,12,454(-2),,,,[東]高木登,西山茂行,,202005010505
14,5,10,アプローズパワー,牝3,54,伊藤工真,1:25.7,1.1/2,**,,,,,12-12,36.8,402.8,15,434(+10),,,,[東]金成貴史,吉野弘司,,202005010505
15,8,16,キタノストラーダ,牝3,54,田中勝春,1:31.1,大,**,,,,,15-15,39.2,187.3,13,404(0),,,,[東]石栗龍彦,北所直人,,202005010505
取,4,8,バイカル,牝3,54,津村明秀,,,**,,,,,,,---,,計不,,,,[東]勢司和浩,ビッグレッドファーム,,202005010505
1,3,4,ロッタチャンセズ,牝3,54,石橋脩,1:51.5,,**,,,,,4-4-4,34.2,7.4,4,390(0),,,,[東]堀宣行,Ｇ１レーシング,600.0,202005010506
2,7,11,タツオウカケンラン,牝3,54,岩田康誠,1:51.5,クビ,**,,,,,1-1-1,34.5,6.9,3,430(0),,,,[西]鮫島一歩,鈴木高幸,240.0,202005010506
3,6,10,メイショウカイコウ,牡3,56,柴田善臣,1:51.5,アタマ,**,,,,,2-5-4,34.2,31.3,6,426(0),,,,[東]和田勇介,松本好雄,150.0,202005010506
4,3,3,アルベロベッロ,牡3,56,ルメール,1:51.8,1.1/2,**,,,,,6-8-7,34.3,1.8,1,508(0),,,,[東]堀宣行,金子真人ホールディングス,90.0,202005010506
5,5,7,マイネルロベルト,牡3,56,宮崎北斗,1:52.0,1.1/4,**,,,,,13-13-11,34.1,37.8,7,430(0),,,,[東]上原博之,サラブレッドクラブ・ラフィアン,60.0,202005010506
6,4,5,クラウンフォース,牡3,56,木幡巧也,1:52.1,3/4,**,,,,,5-5-6,34.7,15.6,5,526(0),,,,[東]牧光二,矢野恭裕,,202005010506
7,1,1,メイプルスター,牡3,56,横山和生,1:52.3,1.1/4,**,,,,,9-11-11,34.4,44.9,8,478(0),,,,[東]高市圭二,節英司,,202005010506
8,7,12,ジュウワンエース,牡3,56,大野拓弥,1:52.4,3/4,**,,,,,12-11-11,34.5,102.8,10,400(0),,,,[東]新開幸一,ジュウワンレイシング組合,,202005010506
9,8,14,グレースケール,牝3,54,石川裕紀,1:52.7,2,**,,,,,6-2-2,35.6,139.0,11,404(0),,,,[東]相沢郁,橋詰弘一,,202005010506
10,2,2,ショウナンハリマオ,牡3,56,田辺裕信,1:53.0,1.1/2,**,,,,,9-9-7,35.4,4.5,2,498(0),,,,[東]国枝栄,国本哲秀,,202005010506
11,8,13,スマイルフェイス,牝3,54,伊藤工真,1:53.3,1.1/2,**,,,,,2-2-2,36.2,51.2,9,500(0),,,,[東]金成貴史,ヒダカ・ブリーダーズ・ユニオン,,202005010506
12,5,8,ブローガンダーツ,牝3,53,野中悠太,1:53.5,1.1/2,**,,,,,9-9-10,35.8,177.4,12,396(0),,,,[東]土田稔,バード商事,,202005010506
13,4,6,マラビジョーソ,牡3,56,吉田豊,1:58.2,大,**,,,,,14-14-14,38.8,201.0,13,452(0),,,,[東]高橋文雅,窪田康志,,202005010506
14,6,9,デルマヒスイ,牝3,54,菅原隆一,2:02.7,大,**,,,,,6-5-7,45.1,206.0,14,432(0),,,,[東]堀井雅広,浅沼廣幸,,202005010506
1,3,5,ヘイワノツカイ,牡4,57,石橋脩,1:33.8,,**,,,,,3-3,35.5,3.8,2,460(0),,,,[東]相沢郁,星野壽市,760.0,202005010507
2,7,13,レディードリー,牝4,55,柴田善臣,1:33.8,ハナ,**,,,,,6-5,35.2,28.9,8,444(+4),,,,[東]深山雅史,小林博雄,300.0,202005010507
3,6,12,レッドヴァール,牝5,55,ルメール,1:33.8,アタマ,**,,,,,2-2,35.6,1.9,1,470(-2),,,,[東]鹿戸雄一,東京ホースレーシング,190.0,202005010507
4,2,3,カンパーニャ,牡4,57,北村宏司,1:33.8,アタマ,**,,,,,15-15,34.4,42.1,10,450(+5),,,,[東]畠山吉宏,村野康司,110.0,202005010507
5,4,7,ウエスタンランポ,牝4,54,菊沢一樹,1:34.0,1.1/4,**,,,,,8-9,35.2,256.3,16,404(-4),,,,[東]深山雅史,西川賢,76.0,202005010507
6,6,11,オフウィドゥス,牡4,56,丸山元気,1:34.1,1/2,**,,,,,14-10,35.2,13.4,3,534(+8),,,,[東]木村哲也,吉田和美,,202005010507
7,5,10,トウカイオルデン,牡5,57,大野拓弥,1:34.2,1/2,**,,,,,10-11,35.2,47.0,11,488(+12),,,,[東]菊川正達,内村正則,,202005010507
8,4,8,サクステッド,セ5,57,津村明秀,1:34.3,3/4,**,,,,,11-7,35.6,15.2,6,496(+14),,,,[東]小西一男,キャロットファーム,,202005010507
9,7,14,シャンデフレーズ,牝4,55,フォーリ,1:34.4,1/2,**,,,,,6-7,35.7,16.6,7,422(+6),,,,[東]中舘英二,キャロットファーム,,202005010507
10,8,16,クィーンビー,牝7,55,岩田康誠,1:34.6,1.1/4,**,,,,,16-16,35.0,253.5,15,508(+14),,,,[東]田中清隆,和田牧場,,202005010507
11,1,1,ダイイチターミナル,牡6,57,江田照男,1:34.8,1.1/2,**,,,,,13-13,35.6,30.2,9,478(+10),,,,[東]高市圭二,ミルファーム,,202005010507
12,3,6,パラレルキャリア,牝4,55,Ｍ．デム,1:34.9,3/4,**,,,,,5-5,36.4,13.8,4,440(-2),,,,[東]加藤征弘,社台レースホース,,202005010507
13,8,15,アイアムヒメ,牝5,55,田中勝春,1:35.2,1.3/4,**,,,,,3-3,36.9,174.3,13,454(+2),,,,[東]菊川正達,玉腰勇吉,,202005010507
14,1,2,フジマサディープ,牡4,56,野中悠太,1:35.3,クビ,**,,,,,1-1,37.2,14.9,5,500(0),,,,[東]菊川正達,藤原正一,,202005010507
15,2,4,レーヌジャルダン,牝6,55,武藤雅,1:35.4,1/2,**,,,,,11-13,36.1,95.2,12,454(+14),,,,[東]高柳瑞樹,グリーンファーム,,202005010507
16,5,9,ボニーソックス,牝4,55,ミナリク,1:37.1,大,**,,,,,9-11,38.1,234.6,14,446(+3),,,,[東]矢野英一,飯田正剛,,202005010507
1,8,16,アイアムピッカピカ,牝4,55,柴田善臣,1:25.6,,**,,,,,3-3,36.3,4.6,2,452(0),,,,[東]奥平雅士,堀紘一,760.0,202005010508
2,3,6,イベリスリーフ,牝4,55,フォーリ,1:25.8,1,**,,,,,1-1,36.7,13.9,7,458(+8),,,,[東]中舘英二,サンデーレーシング,300.0,202005010508
3,7,14,スマイルプリティ,牝6,55,宮崎北斗,1:26.0,1,**,,,,,2-2,36.8,276.6,16,492(+10),,,,[東]本間忍,臼倉勲,190.0,202005010508
4,4,8,ネイビーアッシュ,牝5,55,津村明秀,1:26.2,1.1/4,**,,,,,10-10,36.1,17.5,8,492(+8),,,,[東]萩原清,吉田勝己,110.0,202005010508
5,2,3,グレイスアン,牝4,55,福永祐一,1:26.5,2,**,,,,,5-4,37.0,3.2,1,488(-2),,,,[東]斎藤誠,ＴＵＲＦレーシング,76.0,202005010508
6,8,15,タツオウカランブ,牝5,55,吉田豊,1:26.5,ハナ,**,,,,,12-12,36.3,39.6,9,492(-2),,,,[東]古賀史生,鈴木高幸,,202005010508
7,7,13,アンジェリーブル,牝4,55,横山典弘,1:26.5,ハナ,**,,,,,14-14,36.0,5.0,3,450(-6),,,,[東]藤原辰雄,グランド牧場,,202005010508
8,5,9,アテンフェアリー,牝4,55,岩部純二,1:26.8,1.3/4,**,,,,,8-7,37.0,10.1,5,460(-4),,,,[東]萱野浩二,齊藤直信,,202005010508
9,6,12,コウジンシックス,牝4,55,武藤雅,1:27.3,3,**,,,,,13-13,36.9,156.1,12,422(-18),,,,[東]和田雄二,加藤興一,,202005010508
10,5,10,スターアイランド,牝4,55,内田博幸,1:27.3,ハナ,**,,,,,6-4,37.8,72.2,11,422(-1),,,,[東]古賀慎明,荒井眞澄,,202005010508
11,4,7,マーチャンスルー,牝4,54,菊沢一樹,1:27.3,アタマ,**,,,,,3-4,37.8,185.4,14,436(-6),,,,[東]堀井雅広,庄司修二,,202005010508
12,6,11,ホウオウモントレー,牝4,55,丸山元気,1:27.5,1.1/4,**,,,,,8-7,37.6,7.3,4,492(-6),,,,[東]矢野英一,小笹芳央,,202005010508
13,2,4,フィリーズラン,牝4,55,木幡巧也,1:27.6,1/2,**,,,,,16-15,36.9,12.2,6,428(0),,,,[東]牧光二,岡村善行,,202005010508
14,3,5,コスモフェリーク,牝5,55,横山和生,1:27.7,1/2,**,,,,,14-15,37.1,204.7,15,452(+10),,,,[東]天間昭一,栗嶋豊明,,202005010508
15,1,1,プリティドール,牝4,54,野中悠太,1:27.8,1/2,**,,,,,6-7,38.0,43.5,10,458(-23),,,,[東]菊川正達,丸岡啓一,,202005010508
16,1,2,アポロノワキザシ,牝4,55,石川裕紀,1:28.0,1.1/4,**,,,,,10-10,37.9,157.2,13,470(-8),,,,[東]岩戸孝樹,アポロサラブレッドクラブ,,202005010508
1,8,14,ショウナンバビアナ,牝4,54,Ｍ．デム,1:47.3,,**,,,,,1-1-1,34.2,12.9,6,476(0),,,,[東]上原博之,国本哲秀,"1,532.9",202005010509
2,6,11,シングフォーユー,牝4,54,ルメール,1:47.3,クビ,**,,,,,3-2-3,34.0,4.2,2,466(+2),,,,[東]牧光二,社台レースホース,609.4,202005010509
3,8,15,アストラサンタン,牝5,55,武豊,1:47.5,1,**,,,,,5-4-5,34.0,5.5,3,466(0),,,,[東]戸田博文,丹羽久一郎,384.7,202005010509
4,3,4,エバーミランダ,牝5,55,岩田康誠,1:47.5,ハナ,**,,,,,3-4-3,34.1,28.9,11,434(+6),,,,[東]久保田貴,宇田豊,230.0,202005010509
5,7,12,ミモザイエロー,牝4,54,吉田豊,1:47.5,クビ,**,,,,,15-15-15,33.0,22.3,8,458(+2),,,,[東]戸田博文,青芝商事,150.0,202005010509
6,6,10,アップライトスピン,牝4,54,大野拓弥,1:47.6,1/2,**,,,,,10-10-10,33.6,3.0,1,470(-4),,,,[東]池上昌和,キャロットファーム,,202005010509
7,5,8,アルミレーナ,牝6,55,石橋脩,1:47.6,クビ,**,,,,,2-2-2,34.4,11.3,4,456(-2),,,,[東]国枝栄,サンデーレーシング,,202005010509
8,7,13,テンワールドレイナ,牝5,55,津村明秀,1:47.6,ハナ,**,,,,,7-7-7,33.9,35.8,12,480(+4),,,,[東]矢野英一,天白泰司,,202005010509
9,5,9,ジョブックコメン,牝5,55,田辺裕信,1:47.8,1,**,,,,,12-12-11,33.7,22.4,9,430(+4),,,,[東]小桧山悟,萩本企画,,202005010509
10,4,6,シーオブザムーン,牝4,54,丸山元気,1:47.8,ハナ,**,,,,,7-7-7,34.0,28.4,10,460(-2),,,,[東]金成貴史,サンデーレーシング,,202005010509
11,1,1,アシェット,牝5,55,ミナリク,1:48.0,1.1/4,**,,,,,12-12-13,33.7,142.5,14,446(0),,,,[東]高橋文雅,加藤徹,,202005010509
12,2,3,ビックピクチャー,牝4,54,福永祐一,1:48.1,1/2,**,,,,,9-7-7,34.3,12.6,5,412(-8),,,,[西]藤原英昭,廣崎利洋ＨＤ,,202005010509
13,3,5,クリッパー,牝5,55,フォーリ,1:48.1,アタマ,**,,,,,5-4-6,34.5,18.8,7,494(+4),,,,[東]高橋文雅,吉田和美,,202005010509
14,2,2,グラマラスライフ,牝5,55,北村宏司,1:48.9,5,**,,,,,10-10-11,34.8,78.0,13,484(0),,,,[東]田中博康,シルクレーシング,,202005010509
15,4,7,モリトシラユリ,牝6,55,内田博幸,1:48.9,アタマ,**,,,,,14-14-13,34.6,158.6,15,490(+4),,,,[東]堀井雅広,浜本牧場,,202005010509
1,2,3,ベストアクター,セ6,55,武豊,1:20.8,,**,,,,,15-14,33.4,4.1,1,454(+4),,,,[東]鹿戸雄一,社台レースホース,"1,857.8",202005010510
2,2,4,チカノワール,牝6,52,田中勝春,1:20.8,クビ,**,,,,,11-11,33.7,26.8,10,464(+2),,,,[西]笹田和秀,キーファーズ,740.8,202005010510
3,7,14,トウカイオラージュ,牡4,55,石川裕紀,1:21.0,1.1/4,**,,,,,2-2,35.2,8.0,4,472(0),,,,[西]長谷川浩,内村正則,465.4,202005010510
4,5,10,フレッチア,牡5,57,ルメール,1:21.1,クビ,**,,,,,1-1,35.3,5.7,3,496(+4),,,,[東]木村哲也,橋口,270.0,202005010510
5,6,12,シトラスノート,牝4,52,津村明秀,1:21.1,アタマ,**,,,,,3-3,34.7,12.4,6,442(-8),,,,[西]石坂正,吉田勝己,182.0,202005010510
6,4,7,デスティニーソング,牝6,52,野中悠太,1:21.1,ハナ,**,,,,,9-8,34.2,61.3,14,456(-4),,,,[西]松下武士,ノルマンディーサラブレッドレーシング,,202005010510
7,3,6,ペプチドバンブー,牡5,54,柴田善臣,1:21.3,1.1/4,**,,,,,16-16,33.6,28.4,12,510(+4),,,,[西]武英智,沼川一彦,,202005010510
8,1,1,ホープフルサイン,牡4,56,江田照男,1:21.3,ハナ,**,,,,,11-11,34.2,23.0,8,484(-6),,,,[東]本間忍,アドバンス・サッポロ,,202005010510
9,7,13,ナンヨーイザヨイ,牡4,54,石橋脩,1:21.4,1/2,**,,,,,5-4,34.9,27.9,11,468(0),,,,[西]松永幹夫,中村徳也,,202005010510
10,1,2,ムーンチャイム,牝5,54,福永祐一,1:21.5,1/2,**,,,,,3-4,35.0,12.3,5,456(-6),,,,[西]千田輝彦,ゴドルフィン,,202005010510
11,8,15,アンリミット,牝5,54,城戸義政,1:21.5,クビ,**,,,,,9-8,34.6,13.3,7,474(-8),,,,[西]清水久詞,前原敏行,,202005010510
12,6,11,ミリッサ,牝6,53,武藤雅,1:21.6,クビ,**,,,,,11-11,34.5,33.2,13,428(-4),,,,[西]石坂正,キャロットファーム,,202005010510
13,5,9,ジョーアラビカ,牡6,56,横山典弘,1:21.6,アタマ,**,,,,,6-6,35.0,4.5,2,492(0),,,,[西]清水久詞,上田けい子,,202005010510
14,4,8,ショウナンタイガ,牡4,55,吉田豊,1:21.8,1.1/4,**,,,,,6-7,35.0,25.2,9,480(-10),,,,[西]池添兼雄,国本哲秀,,202005010510
15,8,16,ウインフェニックス,牡9,55,フォーリ,1:22.0,1.1/2,**,,,,,14-14,34.6,63.9,15,490(0),,,,[東]奥平雅士,ウイン,,202005010510
16,3,5,マイネルバールマン,牡6,55,内田博幸,1:22.3,1.3/4,**,,,,,6-8,35.4,227.2,16,540(-6),,,,[東]青木孝文,サラブレッドクラブ・ラフィアン,,202005010510
1,1,1,ミヤマザクラ,牝3,54,福永祐一,1:34.0,,**,,,,,2-2,34.3,3.8,2,464(+4),,,,[西]藤原英昭,金子真人ホールディングス,"3,549.0",202005010511
2,6,9,マジックキャッスル,牝3,54,フォーリ,1:34.0,クビ,**,,,,,10-13,33.4,5.8,4,430(+2),,,,[東]国枝栄,社台レースホース,"1,414.0",202005010511
3,4,5,セイウンヴィーナス,牝3,54,野中悠太,1:34.1,3/4,**,,,,,4-6,34.1,265.5,12,446(0),,,,[東]本間忍,西山茂行,887.0,202005010511
4,6,10,アカノニジュウイチ,牝3,54,横山典弘,1:34.3,1.1/4,**,,,,,14-14,33.6,7.8,5,448(+10),,,,[東]尾関知人,岩切企画,530.0,202005010511
5,4,6,シャンドフルール,牝3,54,武豊,1:34.4,クビ,**,,,,,7-7,34.3,11.3,6,494(-4),,,,[西]松永幹夫,前田葉子,350.0,202005010511
6,7,12,ホウオウピースフル,牝3,54,田辺裕信,1:34.6,1.1/4,**,,,,,7-7,34.5,4.3,3,476(+12),,,,[東]大竹正博,小笹芳央,,202005010511
7,8,13,チアチアクラシカ,牝3,54,吉田豊,1:34.7,3/4,**,,,,,13-11,34.3,59.2,8,494(-4),,,,[東]堀井雅広,藤田在子,,202005010511
8,5,8,サナチャン,牝3,54,武士沢友,1:34.7,クビ,**,,,,,9-9,34.5,236.3,11,420(-12),,,,[東]武藤善則,瀬谷隆雄,,202005010511
9,7,11,アールクインダム,牝3,54,北村宏司,1:34.8,1/2,**,,,,,4-4,34.9,67.6,9,468(-4),,,,[東]伊藤大士,前原敏行,,202005010511
10,3,3,ルナシオン,牝3,54,ルメール,1:34.9,クビ,**,,,,,10-9,34.6,3.5,1,458(+8),,,,[東]藤沢和雄,シルクレーシング,,202005010511
11,3,4,アミークス,牝3,54,岩田康誠,1:35.4,3,**,,,,,4-4,35.5,23.5,7,450(+8),,,,[東]栗田徹,スリーエイチレーシング,,202005010511
12,5,7,ヤマニンプレシオサ,牝3,54,江田照男,1:35.4,アタマ,**,,,,,10-11,35.0,316.2,13,462(-8),,,,[東]星野忍,土井肇,,202005010511
13,2,2,メルテッドハニー,牝3,54,柴田善臣,1:35.5,1/2,**,,,,,2-2,35.7,449.3,14,398(+2),,,,[東]大江原哲,田頭勇貴,,202005010511
14,8,14,インザムービー,牝3,54,石橋脩,1:35.8,1.3/4,**,,,,,1-1,38.1,105.4,10,468(-12),,,,[西]牧田和弥,安原浩司,,202005010511
1,3,6,トラストロン,牝5,55,吉田豊,1:24.1,,**,,,,,9-7,36.5,11.7,5,452(+8),,,,[東]高橋文雅,菅波立知子,"1,100.0",202005010512
2,4,8,フクノグリュック,牡8,57,横山和生,1:24.4,1.3/4,**,,,,,14-14,36.0,48.4,12,522(+2),,,,[東]杉浦宏昭,福島祐子,440.0,202005010512
3,2,4,オールウェイズゼア,牡6,56,野中悠太,1:24.4,クビ,**,,,,,13-12,36.2,29.1,9,486(0),,,,[東]高市圭二,グリーンスウォード,280.0,202005010512
4,7,14,ミスパイロ,牝6,55,石橋脩,1:24.6,1,**,,,,,15-15,36.0,4.3,3,486(-4),,,,[東]小野次郎,村田哲朗,170.0,202005010512
5,5,9,ケイアイビリジアン,牡4,57,大野拓弥,1:24.6,ハナ,**,,,,,4-4,37.3,6.0,4,522(+6),,,,[東]奥平雅士,亀田和弘,110.0,202005010512
6,6,11,プタハ,牡5,57,岩田康誠,1:24.6,クビ,**,,,,,9-10,36.8,4.0,1,532(+2),,,,[東]斎藤誠,高瀬真尚,,202005010512
7,8,16,クリムズンフラッグ,牡5,57,木幡巧也,1:24.8,3/4,**,,,,,8-7,37.3,11.9,6,536(0),,,,[東]青木孝文,加藤徹,,202005010512
8,5,10,コスモビスティー,牡5,57,津村明秀,1:24.8,アタマ,**,,,,,11-11,36.9,45.5,11,484(-4),,,,[東]松山将樹,岡田繁幸,,202005010512
9,2,3,ベアクアウフ,牡4,57,江田照男,1:25.4,3.1/2,**,,,,,11-12,37.3,216.0,14,482(0),,,,[東]清水英克,ディアレストクラブ,,202005010512
10,4,7,ロジヒューズ,牝5,55,内田博幸,1:25.8,2.1/2,**,,,,,2-2,38.8,41.2,10,484(-8),,,,[東]古賀慎明,久米田正明,,202005010512
11,6,12,カゼノドリーム,セ8,57,武士沢友,1:25.8,ハナ,**,,,,,15-15,37.2,369.0,16,460(-6),,,,[東]石栗龍彦,深井孟,,202005010512
12,3,5,セイウンリリシイ,牝5,55,武藤雅,1:26.3,3,**,,,,,2-2,39.4,27.9,8,468(-10),,,,[東]水野貴広,西山茂行,,202005010512
13,1,1,タマモジャイブ,牝4,54,菊沢一樹,1:26.4,1/2,**,,,,,1-1,39.5,4.2,2,510(-4),,,,[東]伊藤圭三,タマモ,,202005010512
14,1,2,インバウンド,牝4,55,伊藤工真,1:27.1,4,**,,,,,4-4,39.9,20.2,7,498(+14),,,,[東]林徹,保坂和孝,,202005010512
15,8,15,スリーミニオン,牡5,57,村田一誠,1:27.7,3.1/2,**,,,,,4-7,40.2,367.6,15,484(+4),,,,[東]柄崎孝,永井商事,,202005010512
16,7,13,キョウエイオビエド,牡5,57,丸山元気,1:30.8,大,**,,,,,4-4,43.5,140.8,13,482(+6),,,,[東]勢司和浩,田中晴夫,,202005010512
1,2,3,マッチャパフェ,牝3,54,武藤雅,1:27.6,,**,,,,,1-1,38.2,4.9,3,450(+4),,,,[東]林徹,保坂和孝,510.0,202005010601
2,7,14,ユウチャファスト,牝3,54,北村宏司,1:28.1,3,**,,,,,6-5,38.3,7.9,5,456(+2),,,,[東]中舘英二,長谷川祐司,200.0,202005010601
3,8,15,ヨシノパナギア,牝3,54,丸山元気,1:28.2,1/2,**,,,,,7-7,38.1,9.5,6,488(+2),,,,[東]宗像義忠,清水義徳,130.0,202005010601
