race_id,馬名,着順_num,予測スコア,予測順位,単勝オッズ,人気,勝ち確率,単勝期待値
202504040412,クラウングスタフ,11.0,2.2018958962551284e-06,12.0,40.4,9.0,2.2018958962551284e-06,-0.9999110434057913
202505010101,サトノシャムロック,1.0,0.48335802287509033,1.0,7.6,3.0,0.48335802287509033,2.673520973850686
202505010101,マサノユニコーン,4.0,0.038682696772662103,2.0,233.5,11.0,0.038682696772662103,8.0324096964166
202505010101,フェンスブレイカー,7.0,0.03578793254981929,3.0,30.1,8.0,0.03578793254981929,0.07721676974956071
202505010101,レッドソニード,11.0,0.026030340573303147,4.0,14.5,6.0,0.026030340573303147,-0.6225600616871043
202505010101,エンジェルラダー,10.0,0.02465519156942726,5.0,2.6,1.0,0.02465519156942726,-0.9358965019194891
202505010101,エソテリック,14.0,0.013156270977091922,6.0,352.1,13.0,0.013156270977091922,3.6323230110340665
202505010101,ナクライト,6.0,0.011366067869999446,7.0,2.8,2.0,0.011366067869999446,-0.9681750099640015
202505010101,キャストロププ,5.0,0.003464205051603323,8.0,9.7,4.0,0.003464205051603323,-0.9663972109994478
202505010101,キープサインオン,9.0,0.001807004248498512,9.0,21.3,7.0,0.001807004248498512,-0.9615108095069816
202505010101,ボーマン,13.0,0.0017572755704379256,10.0,283.5,12.0,0.0017572755704379256,-0.5018123757808481
202505010101,キタノルシール,15.0,0.001301023881791407,11.0,415.2,15.0,0.001301023881791407,-0.4598148842802079
202505010101,バーンズベリー,3.0,0.0009190348174335787,12.0,71.9,9.0,0.0009190348174335787,-0.9339213966265256
202505010101,クラウンハート,2.0,0.00017736512464469284,13.0,10.5,5.0,0.00017736512464469284,-0.9981376661912307
202505010101,メイショウヒンカク,16.0,1.7908425504964497e-06,14.0,137.2,10.0,1.7908425504964497e-06,-0.9997542964020719
202505010101,グリームスター,8.0,7.918293312540674e-07,15.0,642.9,16.0,7.918293312540674e-07,-0.9994909329229368
202505010101,スーパーホース,12.0,5.157145020118138e-07,16.0,354.3,14.0,5.157145020118138e-07,-0.9998172823519372
202505010102,ネイチャーズロウ,5.0,0.06050258754302493,1.0,3.9,1.0,0.06050258754302493,-0.7640399085822027
202505010102,シュガーハイ,2.0,0.020346014680349404,2.0,4.3,2.0,0.020346014680349404,-0.9125121368744975
202505010102,ホークライト,6.0,0.005900832841805028,3.0,8.7,6.0,0.005900832841805028,-0.9486627542762962
202505010102,ワンダーレイザー,14.0,0.004779773398173492,4.0,145.7,13.0,0.004779773398173492,-0.30358701588612236
202505010102,ファミーユウルーズ,1.0,0.0035198439246850615,5.0,6.5,4.0,0.0035198439246850615,-0.9771210144895471
202505010102,フィールザゴールド,3.0,0.002491240327460628,6.0,5.9,3.0,0.002491240327460628,-0.9853016820679823
202505010102,ヘビーキュー,12.0,0.002309747968564456,7.0,7.8,5.0,0.002309747968564456,-0.9819839658451972
202505010102,トウショウクラウド,11.0,0.0019783175331746414,8.0,45.0,9.0,0.0019783175331746414,-0.9109757110071411
202505010102,グロワールスカイ,4.0,0.0017741467902402056,9.0,60.4,11.0,0.0017741467902402056,-0.8928415338694916
202505010102,スペースリーガ,13.0,0.0006848525769198902,10.0,80.2,12.0,0.0006848525769198902,-0.9450748233310248
202505010102,マシェリアムール,8.0,0.0006679726745534433,11.0,246.1,14.0,0.0006679726745534433,-0.8356119247923977
202505010102,カフェノーチェ,9.0,3.1549364080261644e-06,12.0,12.9,7.0,3.1549364080261644e-06,-0.9999593013203365
202505010102,オンクラウドナイン,10.0,2.1827189184797583e-06,13.0,54.3,10.0,2.1827189184797583e-06,-0.9998814783627266
202505010102,マブアンドフェール,7.0,2.0148367719047665e-06,14.0,19.4,8.0,2.0148367719047665e-06,-0.9999609121666251
202505010103,ネクストダンサー,7.0,0.29111628814567464,1.0,3.0,1.0,0.29111628814567464,-0.12665113556297602
202505010103,ユーディキウム,1.0,0.20540604859577177,2.0,10.8,4.0,0.20540604859577177,1.2183853248343355
202505010103,ロフティストーリー,6.0,0.18560662728364466,3.0,5.2,3.0,0.18560662728364466,-0.03484553812504776
202505010103,フィルトラージュ,10.0,0.04046774822371444,4.0,174.3,13.0,0.04046774822371444,6.0535285153934275
202505010103,ラッフルズドリーム,11.0,0.02321245372206381,5.0,14.0,6.0,0.02321245372206381,-0.6750256478911068
202505010103,ノースカトレア,15.0,0.022001922333993958,6.0,142.1,12.0,0.022001922333993958,2.1264731636605414
202505010103,フィールオーサム,14.0,0.021260888855087343,7.0,3.2,2.0,0.021260888855087343,-0.9319651556637205
202505010103,フローラルデザイン,13.0,0.01994971853691887,8.0,23.2,8.0,0.01994971853691887,-0.5371665299434822
202505010103,シャンハイナイト,2.0,0.010908638506987282,9.0,12.4,5.0,0.010908638506987282,-0.8647328825133577
202505010103,ウェルカムホーム,8.0,0.008445270796491388,10.0,32.0,9.0,0.008445270796491388,-0.7297513345122756
202505010103,ユナクイーン,12.0,0.00835656307742215,11.0,104.9,11.0,0.00835656307742215,-0.12339653317841648
202505010103,アオイハナミチ,3.0,0.005849306835984651,12.0,309.4,15.0,0.005849306835984651,0.8097755350536509
202505010103,メリーサウンド,4.0,0.0027540780566188976,13.0,15.8,7.0,0.0027540780566188976,-0.9564855667054214
