着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
2,6,8,キタサンチャンドラ,牡4,56,西村淳也,1:53.4,1.1/4,**,,,,,1-1-1-1,38.1,21.9,6,466(-2),,,,[西]梅田智之,大野商事,440.0,202009020312
3,5,5,マイネルブロッケン,牡6,57,国分優作,1:53.4,ハナ,**,,,,,2-2-2-2,38.0,23.1,7,444(+4),,,,[西]五十嵐忠,サラブレッドクラブ・ラフィアン,280.0,202009020312
4,6,7,デュアルウィールド,牝5,55,菱田裕二,1:53.6,1.1/2,**,,,,,11-11-11-10,37.1,44.9,9,508(0),,,,[西]森田直行,ヒダカ・ブリーダーズ・ユニオン,170.0,202009020312
5,2,2,パンコミード,牡5,57,武豊,1:53.7,クビ,**,,,,,8-8-7-6,37.6,2.4,1,540(+6),,,,[西]角居勝彦,金子真人ホールディングス,110.0,202009020312
6,5,6,ゴールデンライオン,牡4,57,国分恭介,1:53.7,クビ,**,,,,,11-12-12-11,37.0,27.5,8,494(0),,,,[西]川村禎彦,石瀬浩三,,202009020312
7,7,9,エイシンヨッシー,牡4,57,岩田康誠,1:53.9,1.1/4,**,,,,,10-10-10-8,37.6,13.2,5,450(-6),,,,[西]今野貞一,栄進堂,,202009020312
8,4,4,ストロングライン,牡4,57,川田将雅,1:53.9,クビ,**,,,,,4-6-7-12,37.5,4.7,3,514(+4),,,,[西]西村真幸,ターフ・スポート,,202009020312
9,8,11,ダンツカホウ,牝5,52,亀田温心,1:54.9,6,**,,,,,3-4-4-3,39.0,184.2,11,516(+12),,,,[西]吉岡辰弥,山元哲二,,202009020312
10,7,10,スズカフロンティア,牡6,57,和田竜二,1:55.1,1.1/4,**,,,,,6-6-5-6,39.0,10.5,4,432(-2),,,,[西]橋田満,永井啓弍,,202009020312
11,8,12,グーテンターク,牡5,57,浜中俊,1:55.2,3/4,**,,,,,6-2-3-3,39.5,80.6,10,492(-4),,,,[西]石坂正,馬場幸夫,,202009020312
12,1,1,アロマティカス,牡6,57,酒井学,1:55.4,1.1/4,**,,,,,8-8-7-8,39.2,314.5,12,468(+2),,,,[西]湯窪幸雄,山本堅治,,202009020312
1,4,8,クーファアチャラ,牝3,52,団野大成,1:55.5,,**,,,,,2-2-2-2,39.5,24.4,7,448(0),,,,[西]松永幹夫,大迫久美子,510.0,202009020401
2,3,6,ジョウショーリード,牝3,54,国分恭介,1:56.1,3.1/2,**,,,,,4-4-4-4,39.8,22.4,5,458(0),,,,[西]服部利之,熊田義孝,200.0,202009020401
3,8,16,メイジュシンワ,牝3,54,鮫島克駿,1:57.3,7,**,,,,,4-5-5-5,40.7,159.3,12,458(+10),,,,[西]川村禎彦,荒井元明,130.0,202009020401
4,1,2,ローヌグレイシア,牝3,53,西村淳也,1:57.4,クビ,**,,,,,2-1-1-1,41.5,2.4,1,482(+4),,,,[西]池添学,シルクレーシング,77.0,202009020401
5,6,12,カトゥーア,牝3,54,藤井勘一,1:57.7,2,**,,,,,14-14-16-13,39.1,30.3,8,472(-4),,,,[西]安田翔伍,増田和啓,51.0,202009020401
6,8,15,メイショウトラヒメ,牝3,54,秋山真一,1:57.7,ハナ,**,,,,,1-3-3-3,41.5,2.5,2,462(+4),,,,[西]南井克巳,松本好雄,,202009020401
7,5,9,リュクスレジェンド,牝3,53,斎藤新,1:57.9,1.1/4,**,,,,,7-9-7-7,40.9,69.3,10,448(0),,,,[西]庄野靖志,田畑憲士,,202009020401
8,7,13,ゼットピアレス,牝3,51,亀田温心,1:58.0,クビ,**,,,,,7-6-7-9,40.7,7.4,3,482(+4),,,,[西]宮徹,フォーレスト,,202009020401
9,5,10,サウンドレベッカ,牝3,54,福永祐一,1:58.5,3,**,,,,,6-6-5-6,41.7,10.5,4,448(+2),,,,[西]安達昭夫,増田雄一,,202009020401
10,4,7,メイクルーザー,牝3,51,服部寿希,1:58.5,クビ,**,,,,,16-16-13-10,40.6,182.1,13,454(+1),,,,[西]森秀行,醍醐伸之,,202009020401
11,3,5,ニホンピロデュラン,牝3,54,小牧太,1:58.6,クビ,**,,,,,12-11-10-12,40.8,308.8,14,460(-14),,,,[西]服部利之,小林百太郎,,202009020401
12,2,3,ラヴアンドヨウコ,牝3,54,菱田裕二,1:58.6,クビ,**,,,,,7-6-7-7,41.6,129.2,11,424(+10),,,,[西]武英智,薪浦亨,,202009020401
13,1,1,アシャカチャン,牝3,51,泉谷楓真,1:58.6,ハナ,**,,,,,12-11-10-10,40.9,22.9,6,460(-12),,,,[西]斉藤崇史,吉冨学,,202009020401
14,6,11,アンジュブーケ,牝3,54,坂井瑠星,2:00.1,9,**,,,,,15-14-15-13,41.8,395.9,16,468(0),,,,[西]矢作芳人,北畑忍,,202009020401
15,7,14,アメトリン,牝3,53,岩田望来,2:01.9,大,**,,,,,11-11-12-13,43.8,49.3,9,430(-2),,,,[西]清水久詞,Ｇ１レーシング,,202009020401
16,2,4,タガノエストレリア,牝3,54,柴山雄一,2:03.5,10,**,,,,,7-9-13-16,44.9,349.5,15,442(+8),,,,[西]武幸四郎,八木良司,,202009020401
1,8,16,ワイドカント,牡3,56,松山弘平,1:25.1,,**,,,,,2-1,37.8,2.2,1,502(0),,,,[西]西園正都,幅田京子,510.0,202009020402
2,2,3,モズナガレボシ,牡3,56,川島信二,1:25.5,2.1/2,**,,,,,5-3,37.9,4.9,2,482(0),,,,[西]荒川義之,キャピタル・システム,200.0,202009020402
3,5,10,レッドエランドール,牡3,55,岩田望来,1:25.7,1.1/4,**,,,,,5-6,37.9,22.0,7,512(-8),,,,[西]松田国英,東京ホースレーシング,130.0,202009020402
4,6,11,オウケンファイター,牡3,55,西村淳也,1:25.8,1/2,**,,,,,8-6,38.0,17.7,6,506(+4),,,,[西]牧浦充徳,福井明,77.0,202009020402
5,7,13,メイショウハリオ,牡3,56,菱田裕二,1:25.9,1/2,**,,,,,14-13,36.8,50.2,11,502(0),,,,[西]岡田稲男,松本好雄,51.0,202009020402
6,8,15,ブルベアカロリー,牡3,56,国分恭介,1:26.4,3,**,,,,,11-9,37.9,15.1,5,476(-2),,,,[西]五十嵐忠,ブルアンドベア,,202009020402
7,6,12,シェイクスピア,牡3,56,坂井瑠星,1:27.2,5,**,,,,,3-3,39.7,27.2,8,486(+6),,,,[西]西浦勝一,カナヤマホールディングス,,202009020402
8,4,7,グラフェン,牡3,56,岩田康誠,1:27.5,2,**,,,,,3-3,40.0,10.5,4,508(+4),,,,[西]大久保龍,スリーエイチレーシング,,202009020402
9,4,8,キタサンロッキー,牡3,56,武豊,1:27.5,アタマ,**,,,,,9-9,39.1,5.2,3,506(+8),,,,[西]清水久詞,大野商事,,202009020402
10,3,6,カモントゥミー,牡3,56,幸英明,1:27.7,1.1/4,**,,,,,1-2,40.5,32.8,9,492(-4),,,,[西]牧田和弥,薪浦亨,,202009020402
11,7,14,ホープウィーク,牡3,53,亀田温心,1:28.6,5,**,,,,,15-15,39.3,243.4,15,516(0),,,,[西]牧田和弥,石川幸司,,202009020402
12,1,2,スマッシュパワー,牡3,53,泉谷楓真,1:28.6,ハナ,**,,,,,11-14,39.9,218.2,14,420(+12),,,,[西]鈴木孝志,宮内牧場,,202009020402
13,1,1,カイザークリスエス,牡3,56,国分優作,1:28.7,1/2,**,,,,,9-9,40.4,194.0,13,538(+8),,,,[西]坂口智康,星加浩一,,202009020402
14,2,4,モズフォーナイン,牡3,56,藤岡康太,1:29.1,2.1/2,**,,,,,11-12,40.6,105.7,12,476(0),,,,[西]鮫島一歩,キャピタル・システム,,202009020402
15,3,5,エターナルバディ,セ3,56,柴山雄一,1:29.4,1.1/2,**,,,,,5-8,41.4,35.9,10,484(-14),,,,[西]武幸四郎,キーファーズ,,202009020402
16,5,9,パープルブルーメン,牝3,54,畑端省吾,1:29.6,1,**,,,,,15-15,40.3,389.8,16,414(0),,,,[西]新谷功一,中野銀十,,202009020402
1,6,12,ユウゲン,牡3,56,岩田康誠,1:55.3,,**,,,,,5-6-2-2,38.8,26.8,8,496(-2),,,,[西]橋口慎介,林正道,510.0,202009020403
2,2,3,タイセイパワーズ,牡3,56,武豊,1:55.7,2.1/2,**,,,,,1-1-1-1,39.2,1.8,1,532(-6),,,,[西]松下武士,田中成奉,200.0,202009020403
3,6,11,エイシンファイター,牡3,56,松山弘平,1:55.9,1.1/4,**,,,,,2-2-3-3,39.2,18.3,6,484(0),,,,[西]上村洋行,栄進堂,130.0,202009020403
4,5,9,クラウンデザイアー,牡3,56,ヒューイ,1:56.3,2,**,,,,,2-2-3-4,39.5,23.9,7,484(0),,,,[西]中竹和也,クラウン,77.0,202009020403
5,1,1,ヴァシリアス,牡3,56,福永祐一,1:56.3,ハナ,**,,,,,5-4-3-4,39.5,6.8,3,476(-8),,,,[西]安田翔伍,前田葉子,51.0,202009020403
6,8,15,クリノキングボス,牡3,56,幸英明,1:56.6,2,**,,,,,10-11-8-7,39.3,5.4,2,472(+2),,,,[西]南井克巳,栗本博晴,,202009020403
7,4,8,サクセスリボーン,牡3,53,亀田温心,1:56.7,クビ,**,,,,,7-6-8-9,39.4,40.5,10,492(+4),,,,[西]北出成人,高嶋哲,,202009020403
8,8,16,オルガンザ,牡3,56,藤井勘一,1:56.7,クビ,**,,,,,2-4-6-6,39.7,15.9,5,538(+12),,,,[西]野中賢二,社台レースホース,,202009020403
9,7,14,エイユージャッカル,牡3,56,菱田裕二,1:57.3,3.1/2,**,,,,,13-13-11-11,39.7,118.5,12,484(+2),,,,[西]岡田稲男,笹部義則,,202009020403
10,7,13,ジューンスプレイン,牡3,53,泉谷楓真,1:58.1,5,**,,,,,10-11-13-13,40.1,97.5,11,460(0),,,,[西]今野貞一,吉川潤,,202009020403
11,1,2,メイショウカズサ,牡3,56,鮫島克駿,1:58.4,2,**,,,,,10-10-8-9,41.3,11.8,4,478(+2),,,,[西]安達昭夫,松本好雄,,202009020403
12,2,4,レラシオン,牡3,56,高倉稜,1:58.5,クビ,**,,,,,7-6-6-7,41.5,33.6,9,514(-4),,,,[西]渡辺薫彦,朽名誠,,202009020403
13,3,5,ニューリリース,牡3,55,斎藤新,1:58.8,2,**,,,,,9-9-11-12,41.2,360.3,15,482(+2),,,,[西]石坂公一,江口雄一郎,,202009020403
14,3,6,テーオーニーチェ,牡3,56,和田竜二,1:58.9,1/2,**,,,,,14-14-14-14,40.7,235.1,13,468(0),,,,[西]清水久詞,小笹公也,,202009020403
15,5,10,ペルリナージュ,牡3,56,鮫島良太,2:00.2,8,**,,,,,15-15-15-15,42.0,630.9,16,514(-6),,,,[西]高柳大輔,岩崎伸道,,202009020403
16,4,7,ヤマニンブレーザー,牡3,56,城戸義政,2:01.8,10,**,,,,,16-16-15-16,43.5,284.6,14,518(0),,,,[西]奥村豊,土井肇,,202009020403
1,8,18,ダノンセレスタ,牡3,56,川田将雅,2:28.2,,**,,,,,2-2-2-2,35.0,2.4,1,490(0),,,,[西]音無秀孝,ダノックス,510.0,202009020404
2,6,11,ヒートオンビート,牡3,56,福永祐一,2:28.6,2.1/2,**,,,,,6-6-7-5,35.2,10.8,5,452(-14),,,,[西]松田国英,社台レースホース,200.0,202009020404
3,6,12,クレイス,牡3,56,藤岡康太,2:28.9,2,**,,,,,18-18-4-2,35.6,51.2,7,510(-2),,,,[西]藤岡健一,Ｇ１レーシング,130.0,202009020404
4,5,10,ナムラドン,牡3,56,坂井瑠星,2:28.9,ハナ,**,,,,,4-3-4-5,35.5,231.1,13,482(-2),,,,[西]清水久詞,奈村信重,77.0,202009020404
5,4,8,レーベンレジェンダ,牡3,56,鮫島克駿,2:29.0,1/2,**,,,,,1-1-1-1,36.0,416.2,16,510(-8),,,,[西]松下武士,金山敏也,51.0,202009020404
6,4,7,キッズヒヤミカチ,牡3,56,高倉稜,2:29.1,1/2,**,,,,,15-15-14-14,35.0,137.3,10,478(0),,,,[西]宮本博,瀬谷隆雄,,202009020404
7,8,17,タイミングハート,牡3,56,Ｍ．デム,2:29.2,1/2,**,,,,,12-13-12-11,35.3,5.6,3,440(0),,,,[西]武幸四郎,キーファーズ,,202009020404
8,7,15,ナムアミダブツ,牡3,55,川又賢治,2:29.3,1/2,**,,,,,7-7-10-8,35.7,224.3,12,460(-2),,,,[西]石坂公一,ニューマレコード,,202009020404
9,8,16,コスモジェミラ,牝3,54,国分優作,2:29.5,1.1/2,**,,,,,4-3-3-2,36.2,24.8,6,464(+6),,,,[西]吉田直弘,ビッグレッドファーム,,202009020404
10,2,4,エイシンパッション,牡3,56,幸英明,2:29.6,クビ,**,,,,,9-9-11-11,35.7,55.8,8,448(0),,,,[西]奥村豊,栄進堂,,202009020404
11,7,14,アドマイヤメジャー,牡3,56,武豊,2:29.7,3/4,**,,,,,9-9-8-8,36.1,2.9,2,468(-2),,,,[西]大久保龍,近藤旬子,,202009020404
12,1,2,シゲルタイヨウ,牡3,55,岩田望来,2:29.9,1.1/4,**,,,,,7-7-8-10,36.1,79.3,9,472(-4),,,,[西]千田輝彦,森中蕃,,202009020404
13,3,6,ケイアイコブラ,牡3,56,松山弘平,2:29.9,クビ,**,,,,,2-3-4-5,36.5,9.3,4,470(+6),,,,[西]平田修,亀田和弘,,202009020404
14,2,3,キーパンチ,牡3,53,亀田温心,2:30.0,1/2,**,,,,,14-13-17-15,35.7,437.3,17,466(+10),,,,[西]宮徹,北前孔一郎,,202009020404
15,5,9,ハイコロラトゥーラ,牝3,54,池添謙一,2:30.1,1/2,**,,,,,11-11-12-11,36.2,213.4,11,406(-4),,,,[西]北出成人,松本俊廣,,202009020404
16,3,5,プリンセスシューズ,牝3,52,団野大成,2:30.4,2,**,,,,,12-11-14-15,36.1,364.7,15,452(-6),,,,[西]高柳大輔,呉本昌時,,202009020404
17,7,13,ゴールドクレスト,牡3,55,西村淳也,2:31.1,4,**,,,,,16-16-14-15,36.8,343.6,14,484(-12),,,,[西]大久保龍,ゴドルフィン,,202009020404
18,1,1,ルアオレ,牝3,54,酒井学,2:31.2,1/2,**,,,,,16-16-18-15,36.8,641.4,18,448(-6),,,,[西]西園正都,錦岡牧場,,202009020404
1,7,9,キッズアガチャー,牡3,56,高倉稜,1:53.8,,**,,,,,8-8-7-4,37.6,4.3,2,536(+2),,,,[西]田所秀孝,瀬谷隆雄,730.0,202009020405
2,5,5,ミッキーメテオ,牡3,56,川田将雅,1:53.8,アタマ,**,,,,,2-2-2-2,38.2,4.0,1,492(-2),,,,[西]中内田充,野田みづき,290.0,202009020405
3,2,2,ロッキーサンダー,牡3,56,幸英明,1:54.1,1.1/2,**,,,,,5-7-9-8,37.5,16.9,8,472(0),,,,[西]石橋守,原田豊,180.0,202009020405
4,7,10,シゲルモクセイ,牝3,54,菱田裕二,1:54.3,1.1/4,**,,,,,10-10-2-2,38.7,24.3,9,448(-4),,,,[西]谷潔,森中蕃,110.0,202009020405
5,8,11,ハンメルフェスト,牡3,56,小牧太,1:54.3,アタマ,**,,,,,5-4-4-4,38.2,9.6,6,550(+4),,,,[西]庄野靖志,三嶋牧場,73.0,202009020405
6,8,12,レッドブロンクス,牡3,56,浜中俊,1:54.7,2.1/2,**,,,,,5-4-6-4,38.5,6.5,3,474(+6),,,,[西]石坂正,東京ホースレーシング,,202009020405
7,5,6,ナムラカミカゼ,牡3,56,和田竜二,1:54.8,1/2,**,,,,,10-10-11-9,37.9,7.8,4,468(+4),,,,[西]村山明,奈村信重,,202009020405
8,1,1,ワイドレッジャドロ,牡3,53,亀田温心,1:55.0,1.1/2,**,,,,,8-8-11-12,38.1,24.5,10,486(-8),,,,[西]加用正,幅田京子,,202009020405
9,6,8,オレンジペコ,牝3,54,武豊,1:55.3,2,**,,,,,1-1-1-1,39.8,10.9,7,464(0),,,,[西]武英智,今村明浩,,202009020405
10,3,3,サイモンルモンド,セ3,56,松山弘平,1:55.7,2.1/2,**,,,,,12-12-10-9,38.9,8.3,5,432(-8),,,,[西]松田国英,澤田昭紀,,202009020405
11,6,7,ダンツガゼール,牝3,52,団野大成,1:55.9,1,**,,,,,4-4-7-9,39.4,267.8,12,450(+6),,,,[西]本田優,山元哲二,,202009020405
12,4,4,カリニート,牡3,56,秋山真一,1:55.9,アタマ,**,,,,,3-3-4-4,39.9,33.7,11,464(+4),,,,[西]大根田裕,奥裕嗣,,202009020405
1,3,3,メイショウテンモン,牡5,57,酒井学,2:00.2,,**,,,,,2-2-2-2,36.2,22.2,7,512(+2),,,,[西]松永昌博,松本好雄,760.0,202009020406
2,1,1,キタサンバルカン,牡4,57,川田将雅,2:00.3,3/4,**,,,,,6-6-7-4,35.9,1.5,1,436(-2),,,,[東]奥村武,大野商事,300.0,202009020406
3,7,7,ドラウプニル,セ4,55,団野大成,2:01.1,5,**,,,,,1-1-1-1,37.4,17.5,5,480(-12),,,,[西]斉藤崇史,吉田勝己,190.0,202009020406
4,5,5,レッドエンヴィー,牡4,56,西村淳也,2:01.1,クビ,**,,,,,6-6-6-4,36.8,5.0,2,492(0),,,,[西]須貝尚介,東京ホースレーシング,110.0,202009020406
5,8,9,グッドレイズ,牡4,57,鮫島克駿,2:01.2,クビ,**,,,,,2-2-2-2,37.2,10.7,4,502(-6),,,,[西]川村禎彦,杉立恭平,76.0,202009020406
6,4,4,グレートベースン,牡4,57,松山弘平,2:01.2,クビ,**,,,,,8-9-8-7,36.4,7.1,3,506(-2),,,,[西]橋口慎介,桑畑隆信,,202009020406
7,6,6,ジュンサロベツ,牝4,55,藤岡康太,2:01.3,クビ,**,,,,,4-4-4-4,37.0,21.0,6,492(-4),,,,[西]友道康夫,河合純二,,202009020406
8,2,2,ドルフィンマーク,セ7,57,菱田裕二,2:01.9,4,**,,,,,8-8-8-8,37.0,262.7,9,502(+6),,,,[東]柄崎孝,大塚亮一,,202009020406
9,8,8,ラヴベローナ,牝5,54,岩田望来,2:07.2,大,**,,,,,4-4-4-9,42.3,83.3,8,486(+12),,,,[西]羽月友彦,菅原広隆,,202009020406
1,5,9,メイプルグレイト,牡5,57,松山弘平,1:11.2,,**,,,,,3-3,36.2,4.1,2,516(+4),,,,[西]清水久詞,節英司,"1,100.0",202009020407
2,4,8,ラホーヤノキセキ,牡6,55,団野大成,1:11.5,1.3/4,**,,,,,6-4,36.2,31.2,8,506(0),,,,[西]松永昌博,ヒダカ・ブリーダーズ・ユニオン,440.0,202009020407
3,4,7,レッドシャーロット,牝5,54,岩田望来,1:12.1,4,**,,,,,4-4,36.9,9.9,4,468(+4),,,,[西]庄野靖志,東京ホースレーシング,280.0,202009020407
4,7,13,オンリーワンスター,牝7,52,亀田温心,1:12.1,アタマ,**,,,,,10-10,36.1,86.5,12,462(+2),,,,[西]渡辺薫彦,宮内牧場,170.0,202009020407
5,3,6,サンビショップ,セ8,57,川島信二,1:12.3,1,**,,,,,16-16,35.8,137.8,14,484(+4),,,,[西]谷潔,三嶋牧場,110.0,202009020407
6,1,2,ウインクルチェリー,牝6,55,松若風馬,1:12.5,1.1/4,**,,,,,2-2,37.8,24.1,7,512(-2),,,,[西]高橋亮,塚本能交,,202009020407
7,5,10,ピアシック,牡4,57,武豊,1:12.6,1/2,**,,,,,12-11,36.5,2.8,1,496(+4),,,,[西]森秀行,キーファーズ,,202009020407
8,2,4,リュウシンベガス,牡6,57,岩田康誠,1:12.7,クビ,**,,,,,13-13,36.4,13.8,6,504(0),,,,[西]橋口慎介,桑畑隆信,,202009020407
9,8,15,アイアムハヤスギル,牡4,57,浜中俊,1:12.7,クビ,**,,,,,13-13,36.4,4.6,3,486(+4),,,,[東]奥平雅士,堀紘一,,202009020407
10,8,16,スターペスマリア,牝6,55,国分優作,1:12.8,クビ,**,,,,,6-8,37.3,42.9,10,502(+6),,,,[西]石橋守,河野和香子,,202009020407
11,6,11,メイショウヒボタン,牝6,55,鮫島克駿,1:12.8,アタマ,**,,,,,9-8,37.1,111.2,13,456(0),,,,[西]藤沢則雄,松本好雄,,202009020407
12,2,3,カーンテソーロ,牡4,57,和田竜二,1:12.9,1/2,**,,,,,8-6,37.4,10.3,5,490(0),,,,[東]竹内正洋,了徳寺健二ホールディングス,,202009020407
13,1,1,ウラガーノ,牝6,55,太宰啓介,1:12.9,クビ,**,,,,,1-1,38.3,34.0,9,526(+16),,,,[西]上村洋行,藤田孟司,,202009020407
14,6,12,バルコラベーロ,牡6,54,泉谷楓真,1:13.0,クビ,**,,,,,13-13,36.7,62.0,11,502(+2),,,,[西]梅田智之,サンデーレーシング,,202009020407
15,3,5,ライブリテックス,牡5,57,中井裕二,1:14.1,7,**,,,,,10-11,38.1,297.4,15,516(0),,,,[西]湯窪幸雄,加藤哲郎,,202009020407
16,7,14,アウトバーン,牡5,57,小牧太,1:14.6,3,**,,,,,4-6,39.3,386.4,16,462(-2),,,,[西]服部利之,中島俊房,,202009020407
1,5,9,ハッピーゴラッキー,牝4,54,岩田望来,1:24.6,,**,,,,,7-8,36.9,4.4,1,496(+14),,,,[西]千田輝彦,ゴドルフィン,"1,100.0",202009020408
2,7,14,パラーティウム,牝4,55,武豊,1:25.0,2.1/2,**,,,,,4-4,37.6,6.2,3,480(+4),,,,[西]本田優,フジワラ・ファーム,440.0,202009020408
3,2,3,アリア,牝5,55,柴山雄一,1:25.1,1/2,**,,,,,3-3,37.9,37.8,13,506(+6),,,,[西]武幸四郎,樋口稔,280.0,202009020408
4,1,2,ププッピドゥ,牝4,52,亀田温心,1:25.2,3/4,**,,,,,2-2,38.2,7.1,4,496(+2),,,,[西]北出成人,岡浩二,170.0,202009020408
5,8,16,シティーポップ,牝5,55,北村友一,1:25.3,1/2,**,,,,,10-11,37.3,4.7,2,452(-4),,,,[西]角居勝彦,山本剛史,110.0,202009020408
6,4,8,ロンス,牝5,55,酒井学,1:25.3,ハナ,**,,,,,5-5,37.9,20.9,8,474(+8),,,,[西]松永昌博,熊澤浩樹,,202009020408
7,4,7,ブルレジーナ,牝5,55,藤井勘一,1:25.5,1.1/4,**,,,,,14-15,37.2,106.8,16,454(+4),,,,[西]小崎憲,高田秀信,,202009020408
8,7,13,デンコウハピネス,牝4,54,斎藤新,1:25.6,1/2,**,,,,,12-12,37.5,93.1,15,438(+6),,,,[西]坂口智康,田中康弘,,202009020408
9,2,4,ヴィーナスフローラ,牝6,55,藤岡康太,1:25.7,1/2,**,,,,,5-5,38.3,8.4,5,482(-2),,,,[西]須貝尚介,大塚亮一,,202009020408
10,3,6,シアワセデス,牝7,55,幸英明,1:25.8,1/2,**,,,,,10-8,37.9,32.1,12,496(+2),,,,[西]浜田多実,窪田康志,,202009020408
11,6,12,カシマフウリン,牝5,53,団野大成,1:26.1,1.1/2,**,,,,,12-12,38.0,31.7,11,492(-8),,,,[東]加藤士津,松浦一久,,202009020408
12,5,10,サムシングフレア,牝7,55,和田竜二,1:26.1,クビ,**,,,,,14-12,37.8,20.7,7,502(+8),,,,[東]松山将樹,阿部善武,,202009020408
13,3,5,キコクイーン,牝4,55,松若風馬,1:26.3,1.1/4,**,,,,,14-16,38.1,41.2,14,450(+4),,,,[西]浅見秀一,若草クラブ,,202009020408
14,6,11,プリカジュール,牝4,55,鮫島克駿,1:26.5,3/4,**,,,,,7-8,38.8,29.3,9,512(-6),,,,[西]寺島良,ノースヒルズ,,202009020408
15,8,15,アゴベイ,牝4,55,福永祐一,1:27.1,4,**,,,,,7-5,39.5,9.8,6,442(-4),,,,[東]尾関知人,ゴドルフィン,,202009020408
16,1,1,レナータ,牝5,55,岩田康誠,1:27.3,3/4,**,,,,,1-1,40.4,29.4,10,452(0),,,,[西]小崎憲,村上卓史,,202009020408
1,4,4,コウエイダリア,牝6,55,松山弘平,1:08.7,,**,,,,,1-1,34.0,6.1,5,498(-2),,,,[西]新谷功一,伊東政清,"1,529.4",202009020409
2,6,8,トンボイ,牝5,55,酒井学,1:08.8,1/2,**,,,,,2-2,34.0,5.9,4,448(0),,,,[西]西園正都,幅田京子,608.4,202009020409
3,5,7,スキップ,牡4,57,松若風馬,1:08.9,1/2,**,,,,,5-5,33.8,23.3,8,468(+2),,,,[西]加用正,協栄,384.2,202009020409
4,2,2,ピースマインド,牡7,57,岩田康誠,1:09.0,クビ,**,,,,,6-7,33.7,13.6,7,458(+4),,,,[西]宮徹,小川勲,230.0,202009020409
5,3,3,メイショウシャチ,牡7,57,太宰啓介,1:09.1,1/2,**,,,,,3-3,34.1,91.3,12,482(-4),,,,[西]石橋守,松本好雄,150.0,202009020409
6,7,10,ヴェルスパー,牝5,55,Ｍ．デム,1:09.1,クビ,**,,,,,3-3,34.1,4.2,1,448(-8),,,,[東]加藤征弘,サンデーレーシング,,202009020409
7,1,1,レジーナファースト,牝5,55,武豊,1:09.2,3/4,**,,,,,13-12,33.4,8.5,6,460(0),,,,[西]森田直行,ライオンレースホース,,202009020409
8,4,5,ライバーバード,牡6,57,岩田望来,1:09.3,1/2,**,,,,,11-12,33.6,25.9,9,510(-4),,,,[東]手塚貴久,馬場幸夫,,202009020409
9,7,11,ナンゴクアイネット,牝5,55,川田将雅,1:09.3,クビ,**,,,,,6-7,34.0,5.2,2,462(+4),,,,[西]鮫島一歩,渡義光,,202009020409
10,8,12,キャスパリーグ,牝6,55,福永祐一,1:09.3,ハナ,**,,,,,8-6,34.0,5.6,3,466(+4),,,,[西]浅見秀一,杉山忠国,,202009020409
11,5,6,パッションチカ,牝6,55,柴田未崎,1:09.5,1,**,,,,,8-10,34.0,210.4,13,434(+2),,,,[西]田所秀孝,冨沢敦子,,202009020409
12,8,13,ファイトフォーラヴ,牡4,57,国分優作,1:09.5,クビ,**,,,,,12-9,34.0,78.6,11,460(0),,,,[西]石橋守,金山政信,,202009020409
13,6,9,ホッコーシェルビー,牡4,57,幸英明,1:10.5,6,**,,,,,8-10,35.0,64.3,10,504(+12),,,,[西]西浦勝一,北幸商事,,202009020409
1,6,12,セラピア,牝4,53,Ｍ．デム,1:45.3,,**,,,,,2-2,33.7,5.4,3,494(0),,,,[西]藤岡健一,吉田照哉,"1,855.0",202009020410
2,8,16,ボッケリーニ,牡4,55,川田将雅,1:45.5,1.1/4,**,,,,,3-2,33.9,4.3,2,456(+2),,,,[西]池江泰寿,金子真人ホールディングス,740.0,202009020410
3,1,2,エングレーバー,牡4,55,藤岡佑介,1:45.8,2,**,,,,,6-7,33.7,7.5,4,456(+2),,,,[西]中内田充,キャロットファーム,465.0,202009020410
4,2,3,ゴータイミング,牡4,56,武豊,1:45.9,1/2,**,,,,,13-13,33.1,2.7,1,452(-2),,,,[西]松永幹夫,キーファーズ,270.0,202009020410
5,4,8,スリーマキシマム,牡9,53,松若風馬,1:46.0,1/2,**,,,,,1-1,34.6,159.0,16,512(-10),,,,[西]高橋康之,永井商事,182.0,202009020410
6,5,9,アバルラータ,牝6,53,幸英明,1:46.1,3/4,**,,,,,8-7,34.1,82.4,13,458(+2),,,,[西]鮫島一歩,安原浩司,,202009020410
7,3,6,サトノケンシロウ,牡7,56,藤井勘一,1:46.3,1,**,,,,,10-9,34.0,41.9,8,474(-4),,,,[西]池江泰寿,サトミホースカンパニー,,202009020410
8,3,5,シフルマン,牡4,56,松山弘平,1:46.3,クビ,**,,,,,4-4,34.5,8.0,5,512(+4),,,,[西]中尾秀正,Ｇ１レーシング,,202009020410
9,8,15,ペガーズ,牡6,54,川又賢治,1:46.4,クビ,**,,,,,6-4,34.6,61.9,11,496(-8),,,,[西]中尾秀正,カナヤマホールディングス,,202009020410
