券種,レース条件,馬,オッズ,人気,点数,的中,ROI,CI下,最悪年,年100超
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気1-3,4659,1928,79.9,76.9,78.6,0
複勝,ダート,MF複勝5位以内,5-30,人気1-6,17639,5919,78.8,76.9,77.8,0
単勝,長距離1900+,MF複勝2位以内,1-20,人気不問,6123,1533,81.2,76.9,76.3,0
複勝,全体,MF複勝5位以内,5-15,人気4以下,19832,6284,78.6,76.9,77.3,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-15,人気4-6,9602,854,82.4,76.9,72.4,0
単勝,ダート,MF複勝1位,3-10,人気1-6,3027,611,83.3,76.9,78.2,0
単勝,短距離-1400,MF複勝2位以内,3-10,人気1-6,6168,1101,81.3,76.9,74.6,0
単勝,短距離-1400,MF複勝3位以内,1-20,人気1-6,14295,2931,79.9,76.8,74.7,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,1-20,人気4-6,11565,3567,79.0,76.8,74.9,0
複勝,芝,MF複勝5位以内,5-15,人気4以下,10125,3253,79.2,76.8,77.0,0
単勝,少頭数-12,MF複勝5位以内,5-15,人気1-3,3187,428,84.2,76.8,76.8,0
単勝,多頭数16+,MF複勝5位以内,1-10,人気不問,20277,3923,79.4,76.8,76.6,0
複勝,ダート,MF複勝2位以内,5-30,人気1-3,2142,908,80.9,76.8,75.4,0
単勝,道悪,MF複勝1位,1-20,人気1-6,1568,469,84.6,76.8,73.6,0
単勝,長距離1900+,MF複勝5位以内,1-20,人気不問,14452,2552,80.4,76.8,79.4,0
単勝,長距離1900+,MF複勝2位以内,1-10,人気1-6,5815,1511,80.8,76.8,76.4,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,1-10,人気4以下,5283,1920,79.7,76.8,73.4,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,5-15,人気1-6,16995,1760,80.5,76.8,73.3,0
複勝,全体,MF複勝2位以内,5-15,人気1-6,7907,3020,79.2,76.8,77.4,0
単勝,短距離-1400,MF複勝3位以内,3-10,人気1-6,9668,1621,80.4,76.8,77.6,0
単勝,芝,MF複勝3位以内,5-30,人気1-6,8739,959,81.8,76.8,79.8,0
複勝,芝,MF複勝5位以内,5-15,人気1-3,6435,2585,79.4,76.8,77.1,0
単勝,道悪,MF複勝2位以内,1-5,人気不問,2275,680,82.1,76.8,72.1,0
単勝,少頭数-12,MF複勝5位以内,5-30,人気1-6,10404,1002,81.9,76.8,76.3,0
単勝,多頭数16+,MF複勝5位以内,1-10,人気1-3,15787,3456,79.5,76.8,76.2,0
単勝,短距離-1400,MF複勝5位以内,3-10,人気1-3,10417,1836,80.3,76.8,74.7,0
単勝,長距離1900+,MF複勝2位以内,1-10,人気不問,5818,1511,80.7,76.8,76.3,0
単勝,少頭数-12,MF複勝3位以内,5-30,人気1-3,1999,279,86.6,76.8,81.0,0
複勝,ダート,MF複勝2位以内,5-30,人気1-6,4030,1531,80.2,76.8,74.3,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,1-20,人気不問,22466,4995,79.4,76.8,75.2,0
単勝,ダート,MF複勝2位以内,1-10,人気1-3,11376,3057,79.5,76.8,77.0,0
複勝,ダート,MF複勝2位以内,5-15,人気1-3,2136,906,81.0,76.8,75.6,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気4-6,5273,1918,79.7,76.8,73.6,0
複勝,長距離1900+,MF複勝3位以内,5-30,人気1-3,1757,744,81.7,76.8,76.7,0
単勝,長距離1900+,MF複勝3位以内,1-20,人気1-6,9093,1968,80.7,76.8,77.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-20,人気不問,7252,2851,79.1,76.7,77.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-20,人気不問,7252,1039,82.2,76.7,73.3,0
単勝,芝,MF複勝2位以内,3-10,人気1-6,8484,1524,80.6,76.7,73.6,0
単勝,道悪,MF複勝5位以内,5-30,人気4以下,3541,288,87.7,76.7,78.2,0
複勝,芝,MF複勝1位,3-10,人気不問,3221,1551,79.6,76.7,75.6,0
単勝,道悪,MF複勝5位以内,5-30,人気1-6,4410,452,85.0,76.7,82.9,0
複勝,芝,MF複勝5位以内,1-10,人気4-6,5776,2092,79.5,76.7,78.2,0
複勝,長距離1900+,MF複勝3位以内,5-15,人気1-6,3447,1324,80.4,76.7,76.4,0
複勝,道悪,MF複勝5位以内,5-30,人気1-3,1564,632,82.0,76.7,71.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気不問,1172,532,82.1,76.7,77.3,0
単勝,芝,MF複勝5位以内,5-30,人気1-6,18408,1808,80.3,76.7,74.8,0
単勝,短距離-1400,MF複勝2位以内,3-10,人気不問,6171,1101,81.2,76.7,74.6,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気4以下,5283,1920,79.7,76.7,73.4,0
複勝,少頭数-12,MF複勝1位,5-30,人気1-6,437,187,86.5,76.7,73.9,1
複勝,堅いR(1人気=MF1位),MF複勝5位以内,5-15,人気4-6,9602,3097,79.2,76.7,76.7,0
単勝,少頭数-12,MF複勝3位以内,3-10,人気不問,7384,1281,81.2,76.7,76.0,0
複勝,全体,MF複勝3位以内,5-15,人気不問,16511,6029,78.4,76.7,76.5,0
単勝,ダート,MF複勝5位以内,3-10,人気1-6,19459,3040,79.5,76.7,76.6,0
複勝,短距離-1400,MF複勝5位以内,5-15,人気1-3,4670,1834,79.9,76.7,77.7,0
複勝,短距離-1400,MF複勝5位以内,5-30,人気1-3,4681,1835,79.7,76.7,77.4,0
複勝,短距離-1400,MF複勝5位以内,5-30,人気1-6,12951,4295,78.9,76.7,76.9,0
単勝,長距離1900+,MF複勝5位以内,1-10,人気1-3,8872,2087,79.9,76.6,74.9,0
複勝,全体,MF複勝5位以内,10-20,人気1-6,11247,2988,79.1,76.6,76.8,0
単勝,ダート,MF複勝3位以内,3-10,人気不問,13012,2176,79.9,76.6,77.2,0
複勝,全体,MF複勝3位以内,5-15,人気1-6,16104,5929,78.3,76.6,76.7,0
単勝,長距離1900+,MF複勝2位以内,1-20,人気1-3,5289,1446,80.3,76.6,76.3,0
複勝,芝,MF複勝5位以内,5-30,人気1-6,18408,6215,78.2,76.6,76.9,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,1-10,人気4-6,5273,1918,79.7,76.6,73.6,0
複勝,長距離1900+,MF複勝3位以内,5-30,人気1-6,3697,1380,80.1,76.6,77.0,0
複勝,芝,MF複勝5位以内,3-10,人気4以下,5796,2099,79.5,76.6,78.4,0
複勝,ダート,MF複勝2位以内,5-15,人気1-6,3878,1495,79.9,76.6,74.5,0
複勝,ダート,MF複勝2位以内,5-15,人気不問,3963,1517,80.1,76.6,74.1,0
複勝,全体,MF複勝5位以内,5-15,人気4-6,18768,6030,78.4,76.6,77.6,0
複勝,多頭数16+,MF複勝2位以内,5-30,人気1-3,2128,865,81.0,76.6,75.3,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気不問,22690,7220,78.3,76.6,76.1,0
単勝,長距離1900+,MF複勝2位以内,1-5,人気1-3,4365,1323,80.7,76.6,77.7,0
複勝,道悪,MF複勝5位以内,5-15,人気1-6,3904,1366,80.3,76.6,78.2,0
単勝,芝,MF複勝3位以内,10-20,人気4以下,2182,147,90.0,76.6,77.3,1
複勝,芝,MF複勝5位以内,1-10,人気4以下,5796,2099,79.5,76.6,78.4,0
単勝,芝,MF複勝5位以内,5-15,人気4以下,10125,910,81.9,76.6,72.2,0
単勝,少頭数-12,MF複勝3位以内,5-30,人気不問,4759,511,84.2,76.6,77.2,0
単勝,長距離1900+,MF複勝3位以内,1-20,人気不問,9251,1975,80.4,76.6,77.7,0
単勝,ダート,MF複勝2位以内,1-20,人気1-3,11427,3059,79.4,76.6,76.7,0
複勝,多頭数16+,MF複勝5位以内,5-15,人気4以下,8215,2482,79.3,76.5,74.8,0
単勝,ダート,MF複勝3位以内,3-10,人気1-6,13005,2174,79.8,76.5,76.9,0
複勝,短距離-1400,MF複勝3位以内,5-30,人気1-6,6346,2243,79.4,76.5,77.6,0
複勝,ダート,MF複勝5位以内,5-30,人気不問,20351,6397,78.4,76.5,77.0,0
複勝,ダート,MF複勝1位,5-15,人気1-3,553,238,84.6,76.5,78.4,0
単勝,道悪,MF複勝1位,1-10,人気1-6,1547,466,83.4,76.5,74.6,0
複勝,芝,MF複勝5位以内,5-15,人気4-6,9557,3114,78.9,76.5,77.9,0
単勝,ダート,MF複勝5位以内,1-20,人気4-6,10754,925,81.8,76.5,74.8,0
単勝,道悪,MF複勝2位以内,1-5,人気1-3,2271,678,81.8,76.5,72.1,0
複勝,道悪,MF複勝1位,3-10,人気1-3,682,350,82.5,76.5,79.7,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気4以下,2263,219,88.8,76.5,67.8,1
単勝,道悪,MF複勝2位以内,1-20,人気1-3,2815,753,82.0,76.5,74.9,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,3-10,人気1-6,1171,531,81.9,76.5,77.3,0
単勝,多頭数16+,MF複勝2位以内,1-5,人気1-3,7253,2050,79.3,76.5,74.1,0
単勝,短距離-1400,MF複勝3位以内,3-10,人気不問,9673,1622,80.4,76.5,77.5,0
複勝,長距離1900+,MF複勝3位以内,5-15,人気不問,3511,1338,80.2,76.5,76.4,0
複勝,多頭数16+,MF複勝2位以内,5-30,人気1-6,3867,1412,80.2,76.5,76.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-20,人気1-6,6661,1004,81.9,76.5,74.1,0
複勝,道悪,MF複勝5位以内,5-30,人気1-6,4410,1481,80.3,76.5,78.3,0
単勝,芝,MF複勝2位以内,3-10,人気不問,8489,1524,80.5,76.5,73.6,0
複勝,全体,MF複勝5位以内,5-30,人気不問,41584,13084,77.8,76.5,75.7,0
単勝,芝,MF複勝3位以内,3-10,人気1-3,10922,1987,79.9,76.5,77.1,0
複勝,芝,MF複勝5位以内,3-10,人気4-6,5776,2092,79.5,76.5,78.2,0
単勝,多頭数16+,MF複勝2位以内,1-20,人気1-6,11108,2493,79.7,76.5,76.5,0
単勝,芝,MF複勝1位,1-10,人気1-3,6129,1876,79.8,76.5,74.6,0
複勝,短距離-1400,MF複勝3位以内,5-15,人気不問,6155,2194,79.1,76.5,76.5,0
単勝,長距離1900+,MF複勝5位以内,1-20,人気1-3,8982,2094,79.7,76.4,75.4,0
単勝,ダート,MF複勝3位以内,3-10,人気1-3,10347,1889,80.2,76.4,75.2,0
複勝,道悪,MF複勝5位以内,5-15,人気1-3,1558,628,81.8,76.4,71.2,0
単勝,多頭数16+,MF複勝2位以内,1-20,人気不問,11328,2504,79.7,76.4,77.0,0
単勝,道悪,MF複勝5位以内,5-30,人気不問,5105,483,84.5,76.4,80.1,0
複勝,全体,MF複勝3位以内,5-30,人気1-6,17244,6179,78.1,76.4,76.7,0
単勝,長距離1900+,MF複勝2位以内,1-10,人気1-3,5282,1446,80.4,76.4,76.3,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気不問,8558,3196,78.8,76.4,75.1,0
複勝,短距離-1400,MF複勝5位以内,5-15,人気4-6,6812,2149,79.3,76.4,74.6,0
複勝,ダート,MF複勝5位以内,10-20,人気1-6,5575,1486,80.2,76.4,76.6,0
複勝,芝,MF複勝1位,3-10,人気1-6,3220,1550,79.5,76.4,75.6,0
単勝,多頭数16+,MF複勝3位以内,1-20,人気1-3,12644,2910,79.3,76.4,77.1,0
単勝,多頭数16+,MF複勝5位以内,3-10,人気1-3,12114,2100,79.5,76.4,74.5,0
複勝,全体,MF複勝5位以内,1-20,人気4-6,21947,6793,78.1,76.4,75.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気不問,3319,359,85.2,76.4,72.3,1
複勝,ダート,MF複勝1位,5-30,人気1-3,553,238,84.6,76.4,78.4,0
単勝,芝,MF複勝5位以内,1-20,人気4-6,11193,959,81.5,76.4,72.8,0
単勝,道悪,MF複勝5位以内,1-20,人気4以下,3084,272,86.5,76.4,74.2,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,1-20,人気4以下,12844,3827,78.8,76.4,74.8,0
単勝,道悪,MF複勝2位以内,1-5,人気1-6,2275,680,82.1,76.4,72.1,0
単勝,芝,MF複勝3位以内,3-10,人気1-6,13673,2280,79.5,76.4,77.0,0
単勝,多頭数16+,MF複勝5位以内,3-10,人気不問,16604,2567,79.4,76.4,75.5,0
複勝,ダート,MF複勝3位以内,5-15,人気1-6,7921,2924,78.6,76.3,77.3,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-15,人気不問,4251,1461,79.4,76.3,77.1,0
単勝,ダート,MF複勝5位以内,3-10,人気1-3,13975,2455,79.4,76.3,73.3,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-15,人気1-6,8417,3158,78.6,76.3,75.1,0
単勝,多頭数16+,MF複勝3位以内,1-20,人気不問,16952,3270,79.2,76.3,77.4,0
単勝,短距離-1400,MF複勝5位以内,5-15,人気4-6,6812,630,82.7,76.3,77.2,0
複勝,短距離-1400,MF複勝5位以内,1-20,人気4-6,7858,2404,79.2,76.3,75.8,0
単勝,芝,MF複勝3位以内,3-10,人気不問,13681,2280,79.5,76.3,77.0,0
複勝,道悪,MF複勝5位以内,10-20,人気1-6,1306,353,84.2,76.3,74.2,0
単勝,多頭数16+,MF複勝2位以内,1-5,人気1-6,7258,2052,79.4,76.3,74.1,0
単勝,長距離1900+,MF複勝5位以内,1-5,人気1-3,6254,1743,79.7,76.3,74.1,0
複勝,多頭数16+,MF複勝2位以内,5-15,人気不問,3861,1410,79.5,76.3,75.7,0
複勝,全体,MF複勝5位以内,1-20,人気4以下,24850,7374,77.9,76.3,75.8,0
複勝,道悪,MF複勝5位以内,5-30,人気不問,5105,1611,79.8,76.3,75.3,0
複勝,多頭数16+,MF複勝2位以内,5-15,人気1-3,2126,864,80.9,76.3,75.3,0
単勝,長距離1900+,MF複勝5位以内,1-5,人気不問,6288,1749,79.7,76.3,73.8,0
単勝,長距離1900+,MF複勝3位以内,1-5,人気不問,5466,1563,79.8,76.3,75.3,0
単勝,芝,MF複勝1位,1-20,人気1-3,6132,1876,79.8,76.3,74.6,0
単勝,多頭数16+,MF複勝5位以内,5-15,人気4以下,8215,726,81.7,76.2,76.8,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気1-3,14695,2489,79.3,76.2,76.5,0
複勝,短距離-1400,MF複勝3位以内,5-15,人気1-6,5963,2149,79.1,76.2,76.6,0
単勝,多頭数16+,MF複勝3位以内,1-10,人気1-3,12530,2899,78.9,76.2,77.2,0
複勝,ダート,MF複勝3位以内,5-15,人気不問,8112,2970,78.6,76.2,77.8,0
複勝,短距離-1400,MF複勝5位以内,5-15,人気4以下,7296,2256,79.0,76.2,74.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気不問,3638,563,82.7,76.2,69.7,0
単勝,多頭数16+,MF複勝5位以内,3-10,人気1-6,16593,2566,79.4,76.2,75.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気1-6,2898,334,85.0,76.2,72.2,0
複勝,少頭数-12,MF複勝1位,5-15,人気1-6,425,183,86.1,76.2,75.6,1
単勝,長距離1900+,MF複勝5位以内,1-5,人気1-6,6288,1749,79.7,76.2,73.8,0
単勝,長距離1900+,MF複勝3位以内,1-5,人気1-3,5445,1559,79.7,76.2,75.5,0
単勝,ダート,MF複勝2位以内,5-15,人気4以下,1827,192,88.2,76.2,69.2,1
単勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気4以下,1318,135,91.4,76.1,72.0,2
単勝,長距離1900+,MF複勝3位以内,1-10,人気1-6,8318,1915,79.9,76.1,76.7,0
単勝,長距離1900+,MF複勝3位以内,1-10,人気不問,8321,1915,79.9,76.1,76.7,0
単勝,多頭数16+,MF複勝2位以内,1-10,人気1-3,9337,2328,79.1,76.1,76.5,0
単勝,多頭数16+,MF複勝2位以内,1-5,人気不問,7258,2052,79.4,76.1,74.1,0
複勝,多頭数16+,MF複勝2位以内,5-15,人気1-6,3755,1385,79.5,76.1,76.6,0
複勝,多頭数16+,MF複勝5位以内,5-15,人気4-6,7680,2350,78.9,76.1,75.4,0
複勝,短距離-1400,MF複勝3位以内,5-15,人気1-3,2970,1184,79.8,76.1,75.4,0
単勝,多頭数16+,MF複勝2位以内,1-20,人気1-3,9381,2332,79.3,76.1,76.2,0
単勝,少頭数-12,MF複勝2位以内,5-30,人気1-3,974,143,89.9,76.1,78.6,0
複勝,全体,MF複勝5位以内,1-10,人気4-6,11260,4002,77.9,76.1,75.8,0
単勝,道悪,MF複勝1位,1-10,人気不問,1548,466,83.3,76.1,74.6,0
単勝,多頭数16+,MF複勝3位以内,1-20,人気1-6,16443,3240,79.0,76.1,76.5,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気4-6,1842,194,89.4,76.1,73.0,1
複勝,ダート,MF複勝5位以内,10-20,人気4-6,5270,1379,79.8,76.1,75.9,0
単勝,芝,MF複勝1位,1-5,人気1-6,5526,1790,79.3,76.1,74.9,0
複勝,ダート,MF複勝3位以内,5-30,人気1-6,8505,3059,78.7,76.1,78.0,0
複勝,全体,MF複勝2位以内,5-30,人気不問,8836,3194,78.5,76.1,76.3,0
複勝,多頭数16+,MF複勝5位以内,5-30,人気1-6,14974,4842,78.1,76.1,76.2,0
単勝,短距離-1400,MF複勝5位以内,5-15,人気不問,11966,1250,80.6,76.1,75.4,0
単勝,全体,MF複勝5位以内,10-20,人気不問,14111,861,81.0,76.1,69.3,0
複勝,全体,MF複勝5位以内,3-10,人気4以下,11299,4018,78.1,76.1,76.1,0
複勝,全体,MF複勝5位以内,3-10,人気4-6,11260,4002,77.9,76.1,75.8,0
単勝,芝,MF複勝3位以内,5-15,人気不問,8399,945,80.9,76.1,77.0,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気1-6,6734,1804,79.4,76.1,77.3,0
複勝,道悪,MF複勝5位以内,10-20,人気4-6,1242,333,84.3,76.1,76.7,0
単勝,芝,MF複勝3位以内,10-20,人気不問,2312,157,89.7,76.1,80.2,1
単勝,ダート,MF複勝2位以内,5-15,人気4-6,1742,186,88.4,76.1,70.9,1
単勝,長距離1900+,MF複勝3位以内,1-5,人気1-6,5466,1563,79.8,76.1,75.3,0
複勝,長距離1900+,MF複勝2位以内,5-15,人気1-3,924,402,82.3,76.1,77.4,1
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気1-6,3587,547,82.4,76.0,68.6,0
単勝,全体,MF複勝5位以内,5-30,人気不問,41584,3712,78.7,76.0,74.9,0
複勝,全体,MF複勝5位以内,1-10,人気4以下,11299,4018,78.1,76.0,76.1,0
複勝,芝,MF複勝2位以内,5-30,人気1-3,2266,943,80.2,76.0,74.4,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気不問,8003,2062,79.2,76.0,73.8,0
複勝,道悪,MF複勝3位以内,3-10,人気1-6,3338,1504,79.2,76.0,75.6,0
単勝,ダート,MF複勝5位以内,5-15,人気1-6,15364,1591,80.0,76.0,77.1,0
複勝,少頭数-12,MF複勝2位以内,5-15,人気4-6,850,332,83.3,76.0,66.5,0
単勝,少頭数-12,MF複勝3位以内,5-30,人気1-6,4508,496,82.8,76.0,75.1,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気1-6,3628,561,82.5,76.0,69.0,0
単勝,短距離-1400,MF複勝5位以内,5-15,人気1-6,11482,1215,80.3,76.0,74.7,0
単勝,芝,MF複勝1位,1-5,人気不問,5526,1790,79.3,76.0,74.9,0
複勝,全体,MF複勝3位以内,5-30,人気不問,18867,6464,77.6,76.0,75.3,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気不問,13106,2139,79.2,76.0,74.2,0
複勝,道悪,MF複勝3位以内,3-10,人気不問,3339,1505,79.2,76.0,75.6,0
単勝,少頭数-12,MF複勝5位以内,5-15,人気不問,8793,931,80.9,76.0,72.7,0
単勝,道悪,MF複勝2位以内,1-10,人気1-3,2807,752,81.6,76.0,75.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気不問,2923,1045,80.2,76.0,76.4,0
複勝,ダート,MF複勝5位以内,10-20,人気不問,6949,1757,79.3,75.9,76.9,0
複勝,多頭数16+,MF複勝5位以内,10-20,人気1-3,233,88,93.0,75.9,77.9,2
複勝,短距離-1400,MF複勝5位以内,1-20,人気4以下,9118,2649,78.6,75.9,74.2,0
単勝,芝,MF複勝1位,1-5,人気1-3,5517,1789,79.4,75.9,74.9,0
単勝,道悪,MF複勝5位以内,10-20,人気1-6,1306,97,94.3,75.9,84.5,2
複勝,ダート,MF複勝3位以内,5-30,人気不問,9306,3203,78.3,75.9,77.3,0
複勝,長距離1900+,MF複勝5位以内,5-30,人気1-6,7993,2740,78.4,75.9,76.2,0
単勝,ダート,MF複勝5位以内,5-15,人気不問,15860,1622,79.8,75.9,76.7,0
複勝,芝,MF複勝2位以内,5-15,人気1-3,2263,942,80.2,75.9,74.4,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,5-30,人気1-6,4243,464,83.6,75.9,73.0,0
複勝,短距離-1400,MF複勝2位以内,5-30,人気1-6,3188,1173,79.9,75.9,76.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-30,人気1-6,2898,1033,79.9,75.9,76.0,0
単勝,道悪,MF複勝1位,1-5,人気1-6,1310,434,82.4,75.9,76.3,0
複勝,道悪,MF複勝5位以内,1-20,人気4以下,3084,916,80.8,75.9,77.5,0
複勝,芝,MF複勝3位以内,5-15,人気不問,8399,3059,78.2,75.9,75.3,0
単勝,芝,MF複勝5位以内,1-20,人気4以下,12703,1036,80.7,75.9,74.2,0
複勝,長距離1900+,MF複勝3位以内,5-30,人気不問,3994,1432,79.5,75.9,76.3,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,5-30,人気1-6,9160,3319,78.2,75.9,75.9,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気1-6,13103,2139,79.2,75.9,74.3,0
複勝,短距離-1400,MF複勝2位以内,5-15,人気1-6,3080,1146,79.7,75.9,75.7,0
複勝,芝,MF複勝5位以内,1-20,人気4-6,11193,3504,78.2,75.9,74.9,0
複勝,短距離-1400,MF複勝2位以内,5-15,人気1-3,1693,689,80.5,75.9,75.7,0
複勝,多頭数16+,MF複勝3位以内,5-30,人気1-3,3670,1439,79.3,75.8,78.2,0
複勝,短距離-1400,MF複勝5位以内,5-30,人気不問,15292,4692,77.9,75.8,75.0,0
単勝,全体,MF複勝5位以内,10-20,人気4以下,13551,826,81.4,75.8,70.0,0
単勝,全体,MF複勝5位以内,3-10,人気4-6,11260,1200,79.9,75.8,75.9,0
単勝,全体,MF複勝5位以内,3-10,人気4以下,11299,1204,79.9,75.8,76.0,0
単勝,ダート,MF複勝5位以内,1-20,人気4以下,12147,994,80.8,75.8,71.6,0
単勝,長距離1900+,MF複勝5位以内,5-15,人気不問,7077,752,81.1,75.8,75.4,0
複勝,全体,MF複勝5位以内,10-20,人気不問,14111,3553,78.3,75.8,74.9,0
単勝,ダート,MF複勝5位以内,5-30,人気4-6,11457,938,81.0,75.8,75.7,0
単勝,芝,MF複勝5位以内,5-30,人気4-6,11944,969,80.6,75.8,71.8,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,5-30,人気4-6,12578,3738,77.9,75.8,74.5,0
単勝,少頭数-12,MF複勝5位以内,5-30,人気1-3,3216,428,83.4,75.8,76.7,0
複勝,多頭数16+,MF複勝1位,3-10,人気不問,2861,1317,79.0,75.8,72.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気不問,3597,549,82.6,75.8,69.3,0
単勝,多頭数16+,MF複勝3位以内,1-10,人気不問,14779,3131,78.6,75.8,76.5,0
複勝,全体,MF複勝5位以内,5-30,人気4-6,23401,7014,77.4,75.8,75.7,0
単勝,多頭数16+,MF複勝2位以内,1-10,人気1-6,10487,2447,78.9,75.8,75.9,0
複勝,多頭数16+,MF複勝3位以内,5-15,人気1-3,3663,1437,79.3,75.8,78.4,0
複勝,少頭数-12,MF複勝5位以内,1-20,人気4以下,7041,2311,78.5,75.7,76.0,0
単勝,長距離1900+,MF複勝5位以内,3-10,人気不問,8878,1390,79.8,75.7,76.7,0
複勝,短距離-1400,MF複勝3位以内,1-20,人気4-6,3312,1059,79.8,75.7,73.0,0
単勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気1-3,10802,1898,79.2,75.7,76.3,0
複勝,短距離-1400,MF複勝2位以内,5-30,人気1-3,1695,689,80.4,75.7,75.5,0
複勝,芝,MF複勝3位以内,5-15,人気1-6,8183,3005,78.0,75.7,75.7,0
複勝,短距離-1400,MF複勝3位以内,5-30,人気1-3,2979,1185,79.6,75.7,75.1,0
単勝,芝,MF複勝3位以内,1-20,人気4-6,4455,414,84.0,75.7,73.9,1
複勝,堅いR(1人気=MF1位),MF複勝2位以内,5-15,人気不問,3476,1369,79.3,75.7,75.9,0
単勝,ダート,MF複勝2位以内,3-10,人気不問,8171,1445,79.7,75.7,76.1,0
単勝,全体,MF複勝3位以内,5-15,人気不問,16511,1807,79.1,75.7,75.5,0
単勝,長距離1900+,MF複勝5位以内,3-10,人気1-6,8869,1389,79.7,75.7,76.8,0
複勝,短距離-1400,MF複勝5位以内,5-30,人気4-6,8270,2460,78.5,75.7,75.8,0
単勝,多頭数16+,MF複勝3位以内,1-10,人気1-6,14774,3130,78.6,75.7,76.5,0
複勝,長距離1900+,MF複勝2位以内,5-30,人気1-3,924,402,82.3,75.7,77.4,1
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-10,人気4以下,5283,564,81.8,75.7,75.1,0
単勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気1-6,7462,1340,79.7,75.7,75.3,0
複勝,全体,MF複勝5位以内,10-20,人気4-6,10687,2791,78.3,75.7,76.1,0
複勝,芝,MF複勝5位以内,1-20,人気4以下,12703,3805,77.9,75.7,75.0,0
複勝,芝,MF複勝3位以内,5-15,人気1-3,4161,1678,78.6,75.6,76.9,0
単勝,荒れR(1人気=MF4位以下),MF複勝5位以内,3-10,人気不問,5208,799,81.0,75.6,72.6,0
単勝,全体,MF複勝5位以内,1-10,人気4-6,11260,1200,79.9,75.6,75.9,0
単勝,多頭数16+,MF複勝2位以内,1-10,人気不問,10491,2447,78.9,75.6,75.9,0
複勝,少頭数-12,MF複勝5位以内,1-20,人気4-6,6568,2209,78.6,75.6,76.6,0
複勝,ダート,MF複勝2位以内,5-30,人気不問,4322,1577,79.0,75.6,73.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,5-15,人気1-6,2782,1008,79.8,75.6,75.7,0
複勝,多頭数16+,MF複勝1位,3-10,人気1-6,2860,1316,78.9,75.6,72.9,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気4以下,5283,564,81.8,75.6,75.1,0
