race_id,年,券種,組み合わせ,確率,推定オッズ,期待値,払戻
202107020610,2021,ワイド,08-10,0.0016842730028044262,1191.7330447070603,2.0072037937500222,0.0
202107030812,2021,馬単,12-08,0.007946965156238552,335.70449202926784,2.6678319009493543,0.0
202408020704,2024,馬単,06-04,0.024033600705100088,96.86931821103492,2.3281185144592937,0.0
202506010801,2025,馬単,09-12,0.021834648413164088,128.93935968866663,2.8153455854205385,0.0
202505010701,2025,馬単,07-04,0.05303338658819117,77.32027822671763,4.100556206304017,0.0
202504010703,2025,馬単,12-06,0.08190581549612391,31.113666637106036,2.548390238986713,0.0
202505030507,2025,馬単,04-08,0.01564286053099404,178.91430267143724,2.798731483689347,0.0
202503020503,2025,馬単,12-11,0.30397716233312255,7.627284817309993,2.318520395072401,0.0
202504020405,2025,馬単,03-01,0.024404679866593226,105.56975280861867,2.5763960208897196,0.0
202304030204,2023,馬単,08-12,0.12829075049546262,15.895390146030145,2.0392315312523888,0.0
202404040205,2024,馬単,08-14,0.016230699303431507,126.0633681782889,2.0460966220795833,0.0
202403030601,2024,馬連,11-13,0.0011805279398178147,2046.9512834327295,2.416483181538272,0.0
202406050501,2024,馬連,11-14,0.07482485216398008,28.79750304016725,2.154768907672281,0.0
202506010401,2025,馬単,09-01,0.012945277148670073,236.62790168085078,3.0632137683668663,0.0
202505010201,2025,馬単,10-07,0.0852524541025592,59.636742687486276,5.084178668791057,0.0
202504040204,2025,馬単,10-05,0.006465720840056211,837.9913351534348,5.418218039488091,0.0
202507050102,2025,馬単,10-06,0.03657371816471508,58.84299283418778,2.152107035885933,0.0
202106010507,2021,馬連,15-16,0.014090980370007614,150.28006630324123,2.117593464282415,0.0
202105030512,2021,馬単,05-04,0.04115727638315072,50.67216893910517,2.0855284619604566,0.0
202104040212,2021,馬単,15-04,0.025036972872328065,125.18435080297346,3.1342371950940464,0.0
202104040812,2021,ワイド,05-17,0.005303389794192807,657.5411196751444,3.4871968633472723,0.0
