競馬場cd,_track,_距離帯,_脚質bin,日付,コース脚質バイアス
7,0,4.0,4.0,2024-03-24,0.2101123595505618
9,0,4.0,1.0,2024-03-24,0.25
9,0,4.0,2.0,2024-03-24,0.3064295485636115
9,0,4.0,3.0,2024-03-24,0.26970770593445526
9,0,4.0,4.0,2024-03-24,0.20013708019191226
9,0,3.0,1.0,2024-03-24,0.2980769230769231
9,1,4.0,2.0,2024-03-24,0.2852422907488987
9,0,5.0,1.0,2024-03-24,0.2826086956521739
9,0,5.0,2.0,2024-03-24,0.16296296296296298
9,0,5.0,3.0,2024-03-24,0.25210084033613445
9,0,5.0,4.0,2024-03-24,0.27320954907161804
9,1,5.0,1.0,2024-03-24,0.34065934065934067
9,1,5.0,2.0,2024-03-24,0.3364485981308411
9,1,5.0,3.0,2024-03-24,0.29310344827586204
9,1,5.0,4.0,2024-03-24,0.24464285714285713
9,1,6.0,1.0,2024-03-24,0.19607843137254902
9,1,6.0,4.0,2024-03-24,0.2937365010799136
9,1,4.0,1.0,2024-03-24,0.24376731301939059
9,1,4.0,3.0,2024-03-24,0.27049754730203224
9,1,4.0,4.0,2024-03-24,0.2245810055865922
9,0,3.0,2.0,2024-03-24,0.2711038961038961
9,0,3.0,3.0,2024-03-24,0.23115577889447236
9,0,3.0,4.0,2024-03-24,0.17175141242937852
6,0,4.0,2.0,2024-03-30,0.24782608695652175
6,0,3.0,3.0,2024-03-30,0.2671081677704194
6,1,5.0,2.0,2024-03-30,0.2818181818181818
6,1,5.0,4.0,2024-03-30,0.29856115107913667
6,0,4.0,3.0,2024-03-30,0.28426395939086296
6,1,6.0,3.0,2024-03-30,0.31756756756756754
6,1,6.0,4.0,2024-03-30,0.2653846153846154
6,0,4.0,4.0,2024-03-30,0.22448979591836735
6,1,4.0,2.0,2024-03-30,0.2983606557377049
6,1,4.0,3.0,2024-03-30,0.3347732181425486
6,1,4.0,4.0,2024-03-30,0.25227963525835867
6,0,3.0,4.0,2024-03-30,0.21368948247078465
9,0,3.0,2.0,2024-03-30,0.27184466019417475
9,0,3.0,3.0,2024-03-30,0.23096129837702872
9,0,3.0,4.0,2024-03-30,0.172103487064117
9,1,4.0,1.0,2024-03-30,0.24383561643835616
9,1,4.0,2.0,2024-03-30,0.28399122807017546
9,1,4.0,3.0,2024-03-30,0.2710215427380125
9,1,4.0,4.0,2024-03-30,0.2253052164261931
9,1,8.0,2.0,2024-03-30,0.4318181818181818
9,1,8.0,3.0,2024-03-30,0.3076923076923077
9,1,8.0,4.0,2024-03-30,0.18095238095238095
9,1,6.0,1.0,2024-03-30,0.20754716981132076
9,1,6.0,3.0,2024-03-30,0.29073482428115016
9,1,6.0,4.0,2024-03-30,0.2924731182795699
9,1,3.0,1.0,2024-03-30,0.3140495867768595
9,1,3.0,2.0,2024-03-30,0.2345679012345679
9,1,3.0,3.0,2024-03-30,0.2204724409448819
9,1,3.0,4.0,2024-03-30,0.20220588235294118
9,0,4.0,1.0,2024-03-30,0.2517361111111111
9,0,4.0,2.0,2024-03-30,0.30570652173913043
9,0,4.0,3.0,2024-03-30,0.2704485488126649
9,0,4.0,4.0,2024-03-30,0.19938754678462062
6,1,7.0,2.0,2024-03-31,0.2222222222222222
6,1,7.0,3.0,2024-03-31,0.2777777777777778
6,1,7.0,4.0,2024-03-31,0.29523809523809524
6,1,4.0,2.0,2024-03-31,0.3006535947712418
6,1,4.0,4.0,2024-03-31,0.2526475037821483
6,1,6.0,3.0,2024-03-31,0.31543624161073824
6,1,6.0,4.0,2024-03-31,0.27099236641221375
6,0,4.0,2.0,2024-03-31,0.24358974358974358
6,0,4.0,3.0,2024-03-31,0.285
6,0,4.0,4.0,2024-03-31,0.22608695652173913
6,1,5.0,1.0,2024-03-31,0.2727272727272727
6,1,5.0,2.0,2024-03-31,0.27927927927927926
6,1,5.0,3.0,2024-03-31,0.25149700598802394
6,1,5.0,4.0,2024-03-31,0.2978723404255319
6,0,3.0,3.0,2024-03-31,0.26593406593406593
6,0,3.0,4.0,2024-03-31,0.2129783693843594
9,1,6.0,4.0,2024-03-31,0.2936170212765957
9,1,5.0,1.0,2024-03-31,0.33695652173913043
9,0,4.0,1.0,2024-03-31,0.2521440823327616
9,0,4.0,2.0,2024-03-31,0.3047297297297297
9,0,4.0,3.0,2024-03-31,0.27074235807860264
9,0,4.0,4.0,2024-03-31,0.20040485829959515
9,1,4.0,1.0,2024-03-31,0.24316939890710382
9,1,4.0,2.0,2024-03-31,0.2827510917030568
9,1,4.0,3.0,2024-03-31,0.27002762430939226
9,1,4.0,4.0,2024-03-31,0.225414364640884
9,1,5.0,2.0,2024-03-31,0.33035714285714285
9,1,5.0,3.0,2024-03-31,0.291970802919708
9,1,5.0,4.0,2024-03-31,0.24514991181657847
9,0,3.0,2.0,2024-03-31,0.2721417069243156
9,0,3.0,3.0,2024-03-31,0.23048327137546468
9,0,3.0,4.0,2024-03-31,0.17152466367713004
3,1,7.0,2.0,2024-04-06,0.29333333333333333
3,1,7.0,3.0,2024-04-06,0.3741496598639456
3,1,7.0,4.0,2024-04-06,0.29
3,1,6.0,2.0,2024-04-06,0.21621621621621623
3,1,6.0,3.0,2024-04-06,0.3333333333333333
3,1,6.0,4.0,2024-04-06,0.16666666666666666
3,0,3.0,2.0,2024-04-06,0.26256983240223464
3,0,3.0,3.0,2024-04-06,0.2679425837320574
3,0,3.0,4.0,2024-04-06,0.2289156626506024
3,1,5.0,1.0,2024-04-06,0.21739130434782608
3,1,5.0,2.0,2024-04-06,0.3163265306122449
3,1,5.0,3.0,2024-04-06,0.2366412213740458
3,1,5.0,4.0,2024-04-06,0.2465753424657534
3,0,4.0,1.0,2024-04-06,0.3333333333333333
3,0,4.0,2.0,2024-04-06,0.3206751054852321
3,0,4.0,3.0,2024-04-06,0.23622047244094488
3,0,4.0,4.0,2024-04-06,0.22174840085287847
3,1,3.0,1.0,2024-04-06,0.34285714285714286
3,1,3.0,2.0,2024-04-06,0.30701754385964913
3,1,3.0,3.0,2024-04-06,0.26013513513513514
3,1,3.0,4.0,2024-04-06,0.2138728323699422
6,0,4.0,4.0,2024-04-06,0.227994227994228
6,0,4.0,1.0,2024-04-06,0.21794871794871795
6,1,5.0,4.0,2024-04-06,0.2968197879858657
6,0,4.0,2.0,2024-04-06,0.24152542372881355
6,0,6.0,3.0,2024-04-06,0.35714285714285715
6,0,6.0,4.0,2024-04-06,0.25
6,0,3.0,1.0,2024-04-06,0.21481481481481482
6,0,3.0,3.0,2024-04-06,0.26304347826086955
6,0,3.0,4.0,2024-04-06,0.2138157894736842
6,1,3.0,2.0,2024-04-06,0.24822695035460993
6,1,3.0,3.0,2024-04-06,0.26256983240223464
6,1,4.0,2.0,2024-04-06,0.2996742671009772
6,1,4.0,3.0,2024-04-06,0.3333333333333333
6,1,4.0,4.0,2024-04-06,0.25413533834586466
6,0,3.0,2.0,2024-04-06,0.23509933774834438
9,0,5.0,2.0,2024-04-06,0.16911764705882354
9,0,5.0,3.0,2024-04-06,0.2510460251046025
9,0,5.0,4.0,2024-04-06,0.27486910994764396
9,1,5.0,3.0,2024-04-06,0.2929782082324455
9,1,5.0,4.0,2024-04-06,0.24390243902439024
9,0,4.0,1.0,2024-04-06,0.2525597269624573
9,1,3.0,2.0,2024-04-06,0.2331288343558282
9,1,3.0,3.0,2024-04-06,0.2277992277992278
9,1,3.0,4.0,2024-04-06,0.19927536231884058
9,0,4.0,2.0,2024-04-06,0.3053691275167785
9,0,4.0,3.0,2024-04-06,0.27114967462039047
9,0,4.0,4.0,2024-04-06,0.19986563654685927
9,1,6.0,1.0,2024-04-06,0.2037037037037037
9,1,6.0,2.0,2024-04-06,0.2751677852348993
9,1,6.0,3.0,2024-04-06,0.29245283018867924
9,1,6.0,4.0,2024-04-06,0.29559748427672955
9,1,4.0,2.0,2024-04-06,0.2824427480916031
9,1,4.0,3.0,2024-04-06,0.2694693314955203
9,1,4.0,4.0,2024-04-06,0.22614451185879758
9,0,3.0,1.0,2024-04-06,0.30158730158730157
9,0,3.0,2.0,2024-04-06,0.2711323763955343
9,0,3.0,3.0,2024-04-06,0.2318125770653514
9,0,3.0,4.0,2024-04-06,0.17035398230088494
3,1,7.0,2.0,2024-04-07,0.3026315789473684
3,1,7.0,3.0,2024-04-07,0.3716216216216216
3,1,7.0,4.0,2024-04-07,0.28780487804878047
3,1,4.0,3.0,2024-04-07,0.25301204819277107
3,1,4.0,4.0,2024-04-07,0.2564102564102564
3,1,6.0,2.0,2024-04-07,0.20512820512820512
3,1,6.0,3.0,2024-04-07,0.34615384615384615
3,1,6.0,4.0,2024-04-07,0.16379310344827586
3,0,4.0,2.0,2024-04-07,0.32083333333333336
3,0,4.0,3.0,2024-04-07,0.2345360824742268
3,0,4.0,4.0,2024-04-07,0.22058823529411764
3,0,3.0,2.0,2024-04-07,0.25405405405405407
3,0,3.0,3.0,2024-04-07,0.26851851851851855
3,0,3.0,4.0,2024-04-07,0.23015873015873015
3,1,3.0,2.0,2024-04-07,0.30434782608695654
3,1,3.0,3.0,2024-04-07,0.2598684210526316
3,1,3.0,4.0,2024-04-07,0.21448467966573817
3,1,5.0,1.0,2024-04-07,0.2127659574468085
3,1,5.0,2.0,2024-04-07,0.31683168316831684
3,1,5.0,3.0,2024-04-07,0.23484848484848486
3,1,5.0,4.0,2024-04-07,0.24545454545454545
6,1,4.0,4.0,2024-04-07,0.25375375375375375
6,1,5.0,2.0,2024-04-07,0.2767857142857143
6,1,3.0,2.0,2024-04-07,0.24647887323943662
6,1,3.0,4.0,2024-04-07,0.20425531914893616
6,1,4.0,3.0,2024-04-07,0.3361884368308351
6,0,6.0,3.0,2024-04-07,0.3409090909090909
6,0,6.0,4.0,2024-04-07,0.2653061224489796
6,1,5.0,3.0,2024-04-07,0.25882352941176473
6,1,5.0,4.0,2024-04-07,0.29473684210526313
6,0,3.0,1.0,2024-04-07,0.21897810218978103
6,0,3.0,2.0,2024-04-07,0.24104234527687296
6,0,3.0,3.0,2024-04-07,0.2619047619047619
6,0,3.0,4.0,2024-04-07,0.21405228758169934
6,0,4.0,2.0,2024-04-07,0.24472573839662448
6,0,4.0,3.0,2024-04-07,0.2878411910669975
6,0,4.0,4.0,2024-04-07,0.2273381294964029
9,0,3.0,1.0,2024-04-07,0.30063291139240506
9,0,3.0,3.0,2024-04-07,0.2331288343558282
9,1,4.0,1.0,2024-04-07,0.24250681198910082
9,1,5.0,1.0,2024-04-07,0.3333333333333333
9,1,5.0,2.0,2024-04-07,0.32894736842105265
9,1,5.0,3.0,2024-04-07,0.29453681710213775
9,1,5.0,4.0,2024-04-07,0.24398625429553264
9,1,4.0,2.0,2024-04-07,0.28152173913043477
9,1,4.0,3.0,2024-04-07,0.2694938440492476
9,1,4.0,4.0,2024-04-07,0.2260536398467433
9,0,4.0,1.0,2024-04-07,0.2542087542087542
9,0,4.0,2.0,2024-04-07,0.304635761589404
9,0,4.0,3.0,2024-04-07,0.27147766323024053
9,0,4.0,4.0,2024-04-07,0.19912985274431058
3,1,3.0,1.0,2024-04-13,0.33962264150943394
3,0,4.0,1.0,2024-04-13,0.3392857142857143
3,1,4.0,2.0,2024-04-13,0.2396694214876033
3,1,4.0,3.0,2024-04-13,0.24561403508771928
3,1,4.0,4.0,2024-04-13,0.2537313432835821
3,1,3.0,2.0,2024-04-13,0.30042918454935624
3,1,3.0,3.0,2024-04-13,0.2597402597402597
3,1,3.0,4.0,2024-04-13,0.21823204419889503
3,1,5.0,1.0,2024-04-13,0.20833333333333334
3,1,5.0,2.0,2024-04-13,0.3137254901960784
3,1,5.0,3.0,2024-04-13,0.2391304347826087
3,1,5.0,4.0,2024-04-13,0.24553571428571427
3,0,3.0,1.0,2024-04-13,0.30612244897959184
3,0,3.0,2.0,2024-04-13,0.25654450261780104
3,0,3.0,3.0,2024-04-13,0.2702702702702703
3,0,3.0,4.0,2024-04-13,0.2265625
3,0,4.0,2.0,2024-04-13,0.32231404958677684
3,0,4.0,3.0,2024-04-13,0.23214285714285715
3,0,4.0,4.0,2024-04-13,0.2190082644628099
6,1,4.0,4.0,2024-04-13,0.25337331334332835
6,1,6.0,3.0,2024-04-13,0.32
6,1,3.0,2.0,2024-04-13,0.24475524475524477
6,1,3.0,3.0,2024-04-13,0.26519337016574585
6,1,3.0,4.0,2024-04-13,0.2076271186440678
6,1,5.0,4.0,2024-04-13,0.2972027972027972
6,0,4.0,2.0,2024-04-13,0.24369747899159663
6,0,4.0,3.0,2024-04-13,0.2857142857142857
6,0,4.0,4.0,2024-04-13,0.22636103151862463
6,0,3.0,3.0,2024-04-13,0.2607758620689655
9,0,5.0,2.0,2024-04-13,0.17266187050359713
9,0,5.0,3.0,2024-04-13,0.24691358024691357
9,0,5.0,4.0,2024-04-13,0.2739018087855297
9,1,5.0,2.0,2024-04-13,0.32751091703056767
9,1,5.0,3.0,2024-04-13,0.29550827423167847
9,1,5.0,4.0,2024-04-13,0.24319727891156462
9,0,3.0,1.0,2024-04-13,0.30030959752321984
9,0,3.0,2.0,2024-04-13,0.27014218009478674
9,0,3.0,3.0,2024-04-13,0.23236009732360097
9,0,3.0,4.0,2024-04-13,0.17032967032967034
9,1,6.0,3.0,2024-04-13,0.2919254658385093
9,1,6.0,4.0,2024-04-13,0.29583333333333334
9,0,4.0,1.0,2024-04-13,0.253781512605042
9,1,4.0,1.0,2024-04-13,0.24119241192411925
9,1,4.0,2.0,2024-04-13,0.2813852813852814
9,1,4.0,3.0,2024-04-13,0.2693877551020408
9,1,4.0,4.0,2024-04-13,0.22536744692433316
9,0,4.0,2.0,2024-04-13,0.3038892551087673
9,0,4.0,3.0,2024-04-13,0.2718321917808219
9,0,4.0,4.0,2024-04-13,0.19946719946719946
3,0,3.0,1.0,2024-04-14,0.31313131313131315
3,0,3.0,2.0,2024-04-14,0.2552083333333333
3,0,3.0,3.0,2024-04-14,0.26785714285714285
3,1,5.0,3.0,2024-04-14,0.24113475177304963
3,1,7.0,2.0,2024-04-14,0.2987012987012987
3,1,7.0,3.0,2024-04-14,0.37012987012987014
3,1,7.0,4.0,2024-04-14,0.2843601895734597
3,0,4.0,3.0,2024-04-14,0.233502538071066
3,0,4.0,2.0,2024-04-14,0.32653061224489793
3,0,4.0,4.0,2024-04-14,0.21818181818181817
3,1,3.0,2.0,2024-04-14,0.29535864978902954
3,1,3.0,3.0,2024-04-14,0.25796178343949044
3,1,3.0,4.0,2024-04-14,0.21951219512195122
3,1,6.0,2.0,2024-04-14,0.21428571428571427
3,1,6.0,4.0,2024-04-14,0.17647058823529413
3,1,5.0,1.0,2024-04-14,0.19230769230769232
3,1,5.0,2.0,2024-04-14,0.3076923076923077
3,1,5.0,4.0,2024-04-14,0.2422907488986784
3,0,3.0,4.0,2024-04-14,0.23371647509578544
6,0,3.0,2.0,2024-04-14,0.2459546925566343
6,0,4.0,4.0,2024-04-14,0.22475106685633
6,0,3.0,1.0,2024-04-14,0.21739130434782608
6,0,3.0,3.0,2024-04-14,0.26021505376344084
6,0,3.0,4.0,2024-04-14,0.21498371335504887
6,0,4.0,2.0,2024-04-14,0.24481327800829875
6,0,4.0,3.0,2024-04-14,0.288135593220339
6,1,6.0,2.0,2024-04-14,0.2894736842105263
6,1,6.0,3.0,2024-04-14,0.3202614379084967
6,1,6.0,4.0,2024-04-14,0.26865671641791045
6,1,5.0,2.0,2024-04-14,0.26956521739130435
6,1,5.0,3.0,2024-04-14,0.25862068965517243
6,1,5.0,4.0,2024-04-14,0.2935153583617747
6,1,3.0,1.0,2024-04-14,0.288135593220339
6,1,3.0,2.0,2024-04-14,0.23972602739726026
6,1,3.0,3.0,2024-04-14,0.2692307692307692
6,1,3.0,4.0,2024-04-14,0.2033195020746888
9,0,3.0,1.0,2024-04-14,0.29754601226993865
9,0,3.0,2.0,2024-04-14,0.2711598746081505
9,0,3.0,4.0,2024-04-14,0.1703056768558952
9,1,6.0,2.0,2024-04-14,0.271523178807947
9,1,6.0,4.0,2024-04-14,0.29568788501026694
9,1,5.0,3.0,2024-04-14,0.2964705882352941
9,1,5.0,4.0,2024-04-14,0.24534686971235195
9,1,4.0,1.0,2024-04-14,0.24258760107816713
9,1,4.0,2.0,2024-04-14,0.27956989247311825
9,1,4.0,3.0,2024-04-14,0.268970189701897
9,1,4.0,4.0,2024-04-14,0.22497308934337998
9,0,4.0,1.0,2024-04-14,0.2525083612040134
9,0,4.0,2.0,2024-04-14,0.30613577023498695
9,0,4.0,3.0,2024-04-14,0.27184054283290926
9,0,4.0,4.0,2024-04-14,0.19808201058201058
3,1,3.0,2.0,2024-04-20,0.29707112970711297
3,1,7.0,2.0,2024-04-20,0.3076923076923077
3,1,7.0,3.0,2024-04-20,0.3670886075949367
3,1,7.0,4.0,2024-04-20,0.2803738317757009
3,1,8.0,4.0,2024-04-20,0.3235294117647059
3,1,5.0,1.0,2024-04-20,0.18518518518518517
3,1,5.0,3.0,2024-04-20,0.24475524475524477
3,1,5.0,4.0,2024-04-20,0.24017467248908297
3,1,3.0,1.0,2024-04-20,0.3394495412844037
3,1,3.0,3.0,2024-04-20,0.2563291139240506
3,1,3.0,4.0,2024-04-20,0.21715817694369974
3,0,4.0,1.0,2024-04-20,0.336283185840708
3,0,4.0,2.0,2024-04-20,0.3253012048192771
3,0,4.0,3.0,2024-04-20,0.23366834170854273
3,0,4.0,4.0,2024-04-20,0.21713147410358566
3,1,4.0,1.0,2024-04-20,0.22
3,1,4.0,2.0,2024-04-20,0.24
3,1,4.0,3.0,2024-04-20,0.25
3,1,4.0,4.0,2024-04-20,0.25728155339805825
3,0,3.0,2.0,2024-04-20,0.25510204081632654
3,0,3.0,3.0,2024-04-20,0.2743362831858407
3,0,3.0,4.0,2024-04-20,0.23018867924528302
5,0,5.0,3.0,2024-04-20,0.2962962962962963
5,1,5.0,3.0,2024-04-20,0.3785310734463277
5,1,5.0,4.0,2024-04-20,0.30364372469635625
5,1,6.0,2.0,2024-04-20,0.16417910447761194
5,1,6.0,3.0,2024-04-20,0.3769230769230769
5,1,6.0,4.0,2024-04-20,0.30357142857142855
5,1,4.0,1.0,2024-04-20,0.310126582278481
5,1,4.0,3.0,2024-04-20,0.2902338376891334
5,1,4.0,4.0,2024-04-20,0.27168141592920353
5,0,4.0,1.0,2024-04-20,0.2670157068062827
5,0,4.0,2.0,2024-04-20,0.30462184873949577
5,0,4.0,3.0,2024-04-20,0.27871148459383754
5,0,4.0,4.0,2024-04-20,0.2250686184812443
8,1,6.0,2.0,2024-04-20,0.32432432432432434
8,1,6.0,3.0,2024-04-20,0.36879432624113473
8,1,6.0,4.0,2024-04-20,0.2593984962406015
8,1,4.0,1.0,2024-04-20,0.330188679245283
8,0,4.0,1.0,2024-04-20,0.30116959064327486
8,0,4.0,2.0,2024-04-20,0.3104895104895105
8,0,4.0,3.0,2024-04-20,0.24875124875124874
8,0,4.0,4.0,2024-04-20,0.19923664122137405
8,0,5.0,2.0,2024-04-20,0.3218390804597701
8,0,5.0,3.0,2024-04-20,0.27941176470588236
8,0,5.0,4.0,2024-04-20,0.22885572139303484
8,0,3.0,1.0,2024-04-20,0.2865853658536585
8,0,3.0,2.0,2024-04-20,0.2711864406779661
8,0,3.0,3.0,2024-04-20,0.21246458923512748
8,0,3.0,4.0,2024-04-20,0.1830238726790451
8,1,4.0,2.0,2024-04-20,0.2903225806451613
8,1,4.0,3.0,2024-04-20,0.2849936948297604
8,1,4.0,4.0,2024-04-20,0.2154377880184332
3,0,3.0,3.0,2024-04-21,0.27312775330396477
3,0,3.0,4.0,2024-04-21,0.23308270676691728
3,1,7.0,2.0,2024-04-21,0.3125
3,1,7.0,3.0,2024-04-21,0.36419753086419754
3,1,7.0,4.0,2024-04-21,0.2798165137614679
3,1,4.0,1.0,2024-04-21,0.23529411764705882
3,1,4.0,3.0,2024-04-21,0.24858757062146894
3,1,4.0,4.0,2024-04-21,0.2571428571428571
3,1,3.0,1.0,2024-04-21,0.3392857142857143
3,0,4.0,1.0,2024-04-21,0.3333333333333333
3,0,4.0,2.0,2024-04-21,0.3241106719367589
3,1,6.0,2.0,2024-04-21,0.20930232558139536
3,1,6.0,3.0,2024-04-21,0.35
3,1,6.0,4.0,2024-04-21,0.18333333333333332
3,1,5.0,1.0,2024-04-21,0.18181818181818182
3,1,5.0,2.0,2024-04-21,0.3047619047619048
3,1,5.0,4.0,2024-04-21,0.2391304347826087
3,1,3.0,2.0,2024-04-21,0.29508196721311475
3,1,3.0,3.0,2024-04-21,0.2585669781931464
3,1,3.0,4.0,2024-04-21,0.21354166666666666
3,0,4.0,3.0,2024-04-21,0.24069478908188585
3,0,4.0,4.0,2024-04-21,0.21568627450980393
5,1,6.0,3.0,2024-04-21,0.37404580152671757
5,1,6.0,4.0,2024-04-21,0.30666666666666664
5,1,4.0,1.0,2024-04-21,0.3125
5,1,4.0,3.0,2024-04-21,0.29178082191780824
5,1,4.0,4.0,2024-04-21,0.2730465320456541
5,1,5.0,2.0,2024-04-21,0.3
5,1,5.0,3.0,2024-04-21,0.38202247191011235
5,0,4.0,2.0,2024-04-21,0.3054393305439331
5,0,4.0,3.0,2024-04-21,0.2809457579972184
5,0,4.0,4.0,2024-04-21,0.2246376811594203
8,0,4.0,2.0,2024-04-21,0.3100558659217877
8,0,5.0,3.0,2024-04-21,0.2746478873239437
8,0,5.0,4.0,2024-04-21,0.22705314009661837
8,1,5.0,2.0,2024-04-21,0.3277310924369748
8,1,5.0,3.0,2024-04-21,0.3382352941176471
8,1,5.0,4.0,2024-04-21,0.26223776223776224
8,0,4.0,1.0,2024-04-21,0.3045977011494253
8,0,4.0,3.0,2024-04-21,0.24925816023738873
8,0,4.0,4.0,2024-04-21,0.19954648526077098
8,1,6.0,2.0,2024-04-21,0.32
8,1,6.0,3.0,2024-04-21,0.36619718309859156
8,1,6.0,4.0,2024-04-21,0.25925925925925924
8,1,4.0,1.0,2024-04-21,0.3317972350230415
8,1,4.0,2.0,2024-04-21,0.29080675422138835
8,1,4.0,3.0,2024-04-21,0.2853598014888337
8,1,4.0,4.0,2024-04-21,0.2149321266968326
8,0,3.0,1.0,2024-04-21,0.28313253012048195
8,0,3.0,2.0,2024-04-21,0.2691029900332226
8,0,3.0,3.0,2024-04-21,0.21978021978021978
8,0,3.0,4.0,2024-04-21,0.1796875
4,0,3.0,1.0,2024-04-27,0.35526315789473684
4,0,3.0,2.0,2024-04-27,0.3147632311977716
4,0,3.0,3.0,2024-04-27,0.24821002386634844
4,0,3.0,4.0,2024-04-27,0.18383838383838383
4,1,7.0,3.0,2024-04-27,0.3269230769230769
4,1,7.0,4.0,2024-04-27,0.2565789473684211
4,1,5.0,3.0,2024-04-27,0.3146067415730337
4,1,5.0,4.0,2024-04-27,0.24372759856630824
4,1,2.0,1.0,2024-04-27,0.23076923076923078
4,1,2.0,2.0,2024-04-27,0.18115942028985507
4,1,2.0,3.0,2024-04-27,0.2073170731707317
4,1,4.0,2.0,2024-04-27,0.2929936305732484
4,1,4.0,3.0,2024-04-27,0.28308823529411764
4,1,4.0,4.0,2024-04-27,0.20897435897435898
4,0,4.0,1.0,2024-04-27,0.34074074074074073
4,0,4.0,2.0,2024-04-27,0.3370473537604457
4,0,4.0,3.0,2024-04-27,0.27204502814258913
4,0,4.0,4.0,2024-04-27,0.22721268163804492
4,1,3.0,2.0,2024-04-27,0.30927835051546393
4,1,3.0,3.0,2024-04-27,0.24193548387096775
4,1,3.0,4.0,2024-04-27,0.20710059171597633
5,1,4.0,3.0,2024-04-27,0.29291553133514986
5,1,4.0,4.0,2024-04-27,0.2762237762237762
5,0,4.0,3.0,2024-04-27,0.2815533980582524
5,0,4.0,2.0,2024-04-27,0.30833333333333335
5,0,4.0,4.0,2024-04-27,0.22682268226822683
5,0,5.0,2.0,2024-04-27,0.2872340425531915
5,0,5.0,4.0,2024-04-27,0.25868725868725867
5,1,5.0,2.0,2024-04-27,0.29411764705882354
5,1,5.0,3.0,2024-04-27,0.37362637362637363
5,1,5.0,4.0,2024-04-27,0.3064516129032258
5,1,6.0,2.0,2024-04-27,0.17391304347826086
5,1,6.0,3.0,2024-04-27,0.373134328358209
5,1,6.0,4.0,2024-04-27,0.30701754385964913
5,0,5.0,3.0,2024-04-27,0.30303030303030304
8,0,3.0,1.0,2024-04-27,0.2874251497005988
8,0,3.0,2.0,2024-04-27,0.2706270627062706
8,0,3.0,3.0,2024-04-27,0.22162162162162163
8,0,3.0,4.0,2024-04-27,0.17929292929292928
8,1,6.0,2.0,2024-04-27,0.3037974683544304
8,1,6.0,3.0,2024-04-27,0.3698630136986301
8,1,6.0,4.0,2024-04-27,0.2571428571428571
8,1,4.0,1.0,2024-04-27,0.3287671232876712
8,1,4.0,2.0,2024-04-27,0.28888888888888886
8,1,4.0,3.0,2024-04-27,0.2865853658536585
8,1,4.0,4.0,2024-04-27,0.21588366890380314
8,0,5.0,2.0,2024-04-27,0.3118279569892473
8,0,5.0,3.0,2024-04-27,0.28
8,0,5.0,4.0,2024-04-27,0.22429906542056074
8,0,4.0,1.0,2024-04-27,0.3057142857142857
8,0,4.0,2.0,2024-04-27,0.30886426592797783
8,0,4.0,3.0,2024-04-27,0.2487708947885939
8,0,4.0,4.0,2024-04-27,0.20089619118745333
4,0,3.0,1.0,2024-04-28,0.35947712418300654
4,1,4.0,1.0,2024-04-28,0.27205882352941174
4,1,7.0,2.0,2024-04-28,0.26744186046511625
4,1,7.0,4.0,2024-04-28,0.255663430420712
4,1,6.0,2.0,2024-04-28,0.3157894736842105
4,1,6.0,4.0,2024-04-28,0.27586206896551724
4,0,4.0,1.0,2024-04-28,0.34558823529411764
4,0,3.0,2.0,2024-04-28,0.3149171270718232
4,0,4.0,2.0,2024-04-28,0.3379501385041551
4,0,4.0,3.0,2024-04-28,0.27137546468401486
4,0,4.0,4.0,2024-04-28,0.22804718217562253
4,1,2.0,1.0,2024-04-28,0.22784810126582278
4,1,2.0,2.0,2024-04-28,0.1773049645390071
4,1,2.0,3.0,2024-04-28,0.20958083832335328
4,1,4.0,2.0,2024-04-28,0.29245283018867924
4,1,4.0,3.0,2024-04-28,0.2859744990892532
4,1,4.0,4.0,2024-04-28,0.20833333333333334
4,0,3.0,3.0,2024-04-28,0.24822695035460993
4,0,3.0,4.0,2024-04-28,0.18562874251497005
5,1,5.0,4.0,2024-04-28,0.3055555555555556
5,0,5.0,2.0,2024-04-28,0.29473684210526313
5,0,5.0,4.0,2024-04-28,0.25660377358490566
5,1,4.0,1.0,2024-04-28,0.30864197530864196
5,1,4.0,3.0,2024-04-28,0.29172320217096337
5,1,4.0,4.0,2024-04-28,0.27676240208877284
5,0,4.0,2.0,2024-04-28,0.30578512396694213
5,0,4.0,3.0,2024-04-28,0.28060522696011003
5,0,4.0,4.0,2024-04-28,0.22719141323792486
8,1,5.0,2.0,2024-04-28,0.3305785123966942
8,1,5.0,3.0,2024-04-28,0.33653846153846156
8,1,5.0,4.0,2024-04-28,0.2604166666666667
8,0,4.0,2.0,2024-04-28,0.31053351573187415
8,1,4.0,1.0,2024-04-28,0.32882882882882886
8,0,5.0,2.0,2024-04-28,0.3229166666666667
8,0,5.0,3.0,2024-04-28,0.2792207792207792
8,0,5.0,4.0,2024-04-28,0.22325581395348837
8,1,4.0,2.0,2024-04-28,0.2872727272727273
8,1,4.0,3.0,2024-04-28,0.2882991556091677
8,1,4.0,4.0,2024-04-28,0.21389195148842338
8,0,4.0,1.0,2024-04-28,0.3039772727272727
8,0,4.0,3.0,2024-04-28,0.24829600778967867
8,0,4.0,4.0,2024-04-28,0.20118343195266272
8,1,3.0,1.0,2024-04-28,0.15217391304347827
8,1,3.0,2.0,2024-04-28,0.1568627450980392
8,1,3.0,3.0,2024-04-28,0.1987179487179487
