競馬場cd,_track,_距離帯,_脚質bin,日付,コース脚質バイアス
10,1,5.0,3.0,2022-02-26,0.2815884476534296
10,1,5.0,4.0,2022-02-26,0.26420454545454547
10,1,4.0,1.0,2022-02-26,0.3023255813953488
10,1,4.0,3.0,2022-02-26,0.2924187725631769
10,1,4.0,4.0,2022-02-26,0.22888283378746593
6,0,4.0,3.0,2022-02-27,0.2863849765258216
6,0,3.0,1.0,2022-02-27,0.18292682926829268
6,0,3.0,2.0,2022-02-27,0.23225806451612904
6,0,3.0,3.0,2022-02-27,0.25102880658436216
6,0,3.0,4.0,2022-02-27,0.21021021021021022
6,1,4.0,1.0,2022-02-27,0.29411764705882354
6,1,4.0,2.0,2022-02-27,0.31736526946107785
6,1,4.0,3.0,2022-02-27,0.34309623430962344
6,1,4.0,4.0,2022-02-27,0.24645892351274787
6,0,4.0,4.0,2022-02-27,0.22551928783382788
9,0,3.0,2.0,2022-02-27,0.25077399380804954
9,0,3.0,3.0,2022-02-27,0.22439024390243903
9,0,3.0,4.0,2022-02-27,0.18518518518518517
9,0,4.0,1.0,2022-02-27,0.23939393939393938
9,1,5.0,2.0,2022-02-27,0.3162393162393162
9,1,5.0,3.0,2022-02-27,0.2825112107623318
9,1,5.0,4.0,2022-02-27,0.253125
9,1,8.0,3.0,2022-02-27,0.375
9,1,8.0,4.0,2022-02-27,0.21739130434782608
9,1,3.0,1.0,2022-02-27,0.265625
9,1,3.0,2.0,2022-02-27,0.23333333333333334
9,1,4.0,2.0,2022-02-27,0.3041825095057034
9,1,4.0,3.0,2022-02-27,0.27722772277227725
9,1,4.0,4.0,2022-02-27,0.22920696324951645
9,0,4.0,2.0,2022-02-27,0.2975
9,0,4.0,3.0,2022-02-27,0.27071823204419887
9,0,4.0,4.0,2022-02-27,0.21387614678899083
10,1,4.0,1.0,2022-02-27,0.3068181818181818
10,1,4.0,2.0,2022-02-27,0.25595238095238093
10,1,4.0,3.0,2022-02-27,0.2903225806451613
10,1,4.0,4.0,2022-02-27,0.23035230352303523
10,0,2.0,2.0,2022-02-27,0.29533678756476683
10,0,2.0,3.0,2022-02-27,0.23857868020304568
10,0,2.0,4.0,2022-02-27,0.19186046511627908
10,1,7.0,4.0,2022-02-27,0.3157894736842105
10,1,3.0,1.0,2022-02-27,0.27601809954751133
10,1,5.0,1.0,2022-02-27,0.3
10,1,5.0,2.0,2022-02-27,0.27388535031847133
10,0,4.0,1.0,2022-02-27,0.30434782608695654
10,0,4.0,2.0,2022-02-27,0.31139240506329113
10,0,4.0,3.0,2022-02-27,0.22395833333333334
10,0,4.0,4.0,2022-02-27,0.19325153374233128
10,1,6.0,3.0,2022-02-27,0.2923076923076923
10,1,6.0,4.0,2022-02-27,0.25
10,1,3.0,2.0,2022-02-27,0.25129533678756477
10,1,3.0,3.0,2022-02-27,0.2235294117647059
10,1,3.0,4.0,2022-02-27,0.1675213675213675
10,1,5.0,3.0,2022-02-27,0.2785714285714286
10,1,5.0,4.0,2022-02-27,0.2638888888888889
6,0,3.0,2.0,2022-03-05,0.2375
6,0,3.0,3.0,2022-03-05,0.24897959183673468
6,0,3.0,4.0,2022-03-05,0.20958083832335328
6,1,4.0,2.0,2022-03-05,0.3176470588235294
6,1,4.0,3.0,2022-03-05,0.3416666666666667
6,1,4.0,4.0,2022-03-05,0.24858757062146894
6,1,6.0,3.0,2022-03-05,0.32926829268292684
6,1,6.0,4.0,2022-03-05,0.23076923076923078
6,0,4.0,2.0,2022-03-05,0.22807017543859648
6,1,3.0,1.0,2022-03-05,0.3333333333333333
6,1,3.0,2.0,2022-03-05,0.25333333333333335
6,1,3.0,3.0,2022-03-05,0.3333333333333333
6,1,3.0,4.0,2022-03-05,0.20833333333333334
6,0,4.0,3.0,2022-03-05,0.2857142857142857
6,0,4.0,4.0,2022-03-05,0.22157434402332363
9,0,4.0,2.0,2022-03-05,0.29615861214374223
9,0,4.0,1.0,2022-03-05,0.2417910447761194
9,0,5.0,2.0,2022-03-05,0.1797752808988764
9,0,5.0,3.0,2022-03-05,0.24
9,0,5.0,4.0,2022-03-05,0.2962962962962963
9,1,3.0,1.0,2022-03-05,0.26153846153846155
9,1,3.0,2.0,2022-03-05,0.23076923076923078
9,1,3.0,3.0,2022-03-05,0.23030303030303031
9,1,3.0,4.0,2022-03-05,0.22093023255813954
9,1,5.0,2.0,2022-03-05,0.30833333333333335
9,1,5.0,3.0,2022-03-05,0.28444444444444444
9,1,5.0,4.0,2022-03-05,0.25386996904024767
9,0,3.0,1.0,2022-03-05,0.2896174863387978
9,0,3.0,2.0,2022-03-05,0.25075528700906347
9,0,3.0,3.0,2022-03-05,0.22115384615384615
9,0,3.0,4.0,2022-03-05,0.18533604887983707
9,1,4.0,1.0,2022-03-05,0.23605150214592274
9,1,4.0,2.0,2022-03-05,0.3018867924528302
9,1,4.0,3.0,2022-03-05,0.27743526510480887
9,1,4.0,4.0,2022-03-05,0.22775119617224882
9,0,4.0,3.0,2022-03-05,0.2704598597038192
9,0,4.0,4.0,2022-03-05,0.21282633371169127
6,0,3.0,1.0,2022-03-06,0.18072289156626506
6,1,4.0,3.0,2022-03-06,0.34024896265560167
6,1,4.0,4.0,2022-03-06,0.25210084033613445
6,1,6.0,2.0,2022-03-06,0.30952380952380953
6,1,6.0,3.0,2022-03-06,0.3218390804597701
6,1,6.0,4.0,2022-03-06,0.23129251700680273
6,0,4.0,1.0,2022-03-06,0.20930232558139536
6,0,4.0,3.0,2022-03-06,0.28378378378378377
6,0,4.0,4.0,2022-03-06,0.2219020172910663
6,1,5.0,2.0,2022-03-06,0.2542372881355932
6,1,5.0,3.0,2022-03-06,0.21978021978021978
6,1,5.0,4.0,2022-03-06,0.271523178807947
6,0,3.0,2.0,2022-03-06,0.23170731707317074
6,0,3.0,3.0,2022-03-06,0.25101214574898784
6,0,3.0,4.0,2022-03-06,0.20833333333333334
9,0,5.0,2.0,2022-03-06,0.17777777777777778
9,0,5.0,3.0,2022-03-06,0.24603174603174602
9,0,5.0,4.0,2022-03-06,0.29596412556053814
9,1,7.0,3.0,2022-03-06,0.36363636363636365
9,1,7.0,4.0,2022-03-06,0.34545454545454546
9,1,6.0,2.0,2022-03-06,0.3253012048192771
9,1,6.0,3.0,2022-03-06,0.3015075376884422
9,1,6.0,4.0,2022-03-06,0.291970802919708
9,0,4.0,1.0,2022-03-06,0.23964497041420119
9,0,4.0,2.0,2022-03-06,0.297029702970297
9,0,4.0,3.0,2022-03-06,0.26955848179705655
9,0,4.0,4.0,2022-03-06,0.2137619853355894
9,0,3.0,2.0,2022-03-06,0.24850299401197604
9,1,4.0,1.0,2022-03-06,0.24152542372881355
9,1,4.0,2.0,2022-03-06,0.30223880597014924
9,1,4.0,3.0,2022-03-06,0.2770352369380316
9,1,4.0,4.0,2022-03-06,0.22654028436018958
9,0,3.0,1.0,2022-03-06,0.2972972972972973
9,0,3.0,3.0,2022-03-06,0.21830985915492956
9,0,3.0,4.0,2022-03-06,0.18687872763419483
