日付,race_id,馬番,馬名,jyo,race_no,距離,馬場,馬場状態,クラス,推奨ランク,妙味,妙味軸,乖離,買い指数,購入推奨,人気,単勝オッズ,勝ち確率,連対確率,複勝確率,3着内確率,単勝期待値,MF予測順位,MF勝ち確率,MF複勝率,MF複勝順位,予測順位,連対順位,複勝順位,能力_勝負,能力_安定,能力_末脚,能力_先行,能力_距離,能力_実績,着順,単勝,複勝,model版,MF版,較正版,1着,2着内,3着内,確定単勝オッズ,確定人気,オッズ変化率
2026-08-09,202604020601,6,アオイノリプー,新潟,1,2000,芝,良,未勝利,,,,-10.0,40,見送り,4.0,8.0,0.0399002731521874,0.0712599938577065,0.0878533161155287,0.0878533161155287,-0.6807978147825005,7.0,0.0399002731521874,0.051353226925746,14.0,4,4.0,5.0,59.0,25.0,,,,,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,10,ウィモウェ,新潟,1,2000,芝,良,未勝利,,,,0.0,40,見送り,7.0,38.9,0.0236327667881249,0.0849539551993749,0.1367256243637733,0.1367256243637733,-0.0806853719419395,10.0,0.0236327667881249,0.0799207397622192,7.0,7,7.0,7.0,38.0,59.0,27.0,77.0,63.0,53.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,2,エイシンウルクンデ,新潟,1,2000,芝,良,未勝利,▲,,,6.0,40,見送り,9.0,43.5,0.1185154809828464,0.2717236286148581,0.3617215953848466,0.3617215953848466,4.15542342275382,4.0,0.1185154809828464,0.2114384748700173,3.0,9,9.0,9.0,84.0,88.0,13.0,7.0,87.0,53.0,13.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,1,エクスマキナ,新潟,1,2000,芝,良,未勝利,○,★,,3.0,40,見送り,5.0,12.2,0.1185154809828464,0.1973034611367724,0.3748653571724994,0.3748653571724994,0.4458888679907264,3.0,0.1185154809828464,0.2191214470284237,2.0,5,5.0,4.0,84.0,94.0,57.0,40.0,97.0,53.0,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,7,コスモフラムオット,新潟,1,2000,芝,良,未勝利,,,,3.0,40,見送り,14.0,95.6,0.0399002731521874,0.0828369519876122,0.1147976681873214,0.1147976681873214,2.81446611334912,9.0,0.0399002731521874,0.0671031096563011,11.0,13,13.0,13.0,59.0,38.0,73.0,100.0,37.0,53.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,16,コスモモノポリー,新潟,1,2000,芝,良,未勝利,,,,-3.0,40,見送り,13.0,89.2,0.0088888310322418,0.0199867254976055,0.0199867254976055,0.0199867254976055,-0.2071162719240292,16.0,0.0088888310322418,0.010062893081761,16.0,14,14.0,15.0,9.0,6.0,7.0,63.0,7.0,53.0,15.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,11,シアルナーレ,新潟,1,2000,芝,良,未勝利,△,,,-2.0,40,見送り,2.0,6.2,0.160401540115033,0.2157207725604694,0.3144048628746576,0.3144048628746576,-0.0055104512867949,2.0,0.160401540115033,0.1837802485284499,4.0,3,2.0,1.0,94.0,81.0,87.0,40.0,63.0,53.0,2.0,,210.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202604020601,13,スーパーユタカ,新潟,1,2000,芝,良,未勝利,◎,,,2.0,40,見送り,3.0,6.6,0.266108773757144,0.376163454425624,0.6285069467961775,0.6285069467961775,0.7563179067971502,1.0,0.266108773757144,0.3673835125448028,1.0,2,3.0,3.0,100.0,100.0,80.0,17.0,97.0,53.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,9,セイウンオオゾラ,新潟,1,2000,芝,良,未勝利,×,,,2.0,40,見送り,8.0,39.2,0.0399002731521874,0.1447408252384438,0.1611921035841748,0.1611921035841748,0.5640907075657482,6.0,0.0399002731521874,0.0942222222222222,6.0,8,8.0,8.0,59.0,69.0,93.0,63.0,37.0,53.0,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,3,セレスタイト,新潟,1,2000,芝,良,未勝利,,,,4.0,40,見送り,12.0,69.8,0.0399002731521874,0.0981350221756703,0.1367256243637733,0.1367256243637733,1.785039066022684,8.0,0.0399002731521874,0.0799207397622192,8.0,12,12.0,12.0,59.0,59.0,20.0,27.0,37.0,53.0,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,14,ツーハーツ,新潟,1,2000,芝,良,未勝利,,,,-7.0,40,見送り,6.0,12.2,0.0150499948052391,0.0547428835121209,0.0878533161155287,0.0878533161155287,-0.8163900633760827,13.0,0.0150499948052391,0.051353226925746,13.0,6,6.0,6.0,22.0,25.0,57.0,53.0,63.0,53.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,5,マイホームパパ,新潟,1,2000,芝,良,未勝利,,,,1.0,40,見送り,11.0,65.4,0.0150499948052391,0.049642401907534,0.1194307816249782,0.1194307816249782,-0.0157303397373611,14.0,0.0150499948052391,0.0698113207547169,10.0,11,11.0,11.0,22.0,44.0,67.0,90.0,80.0,53.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,12,マスターボリューム,新潟,1,2000,芝,良,未勝利,,,,4.0,40,見送り,16.0,137.4,0.0236327667881249,0.0747388451785347,0.0878533161155287,0.0878533161155287,2.247142156688368,12.0,0.0236327667881249,0.051353226925746,12.0,15,15.0,14.0,38.0,25.0,40.0,40.0,13.0,53.0,16.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,15,マハロハ,新潟,1,2000,芝,良,未勝利,,,,1.0,40,見送り,10.0,46.9,0.0236327667881249,0.0788991450823801,0.1201540811250119,0.1201540811250119,0.10837676236306,11.0,0.0236327667881249,0.0702341137123745,9.0,10,10.0,10.0,38.0,50.0,40.0,17.0,63.0,53.0,3.0,,820.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202604020601,4,モンサンアミュザン,新潟,1,2000,芝,良,未勝利,,,,0.0,40,見送り,15.0,102.7,0.0088888310322418,0.0355408053429872,0.0371137089425398,0.0371137089425398,-0.0871170529887647,15.0,0.0088888310322418,0.021694214876033,15.0,16,16.0,16.0,9.0,12.0,40.0,90.0,20.0,53.0,14.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020601,8,ラガリーガ,新潟,1,2000,芝,良,未勝利,,,,-4.0,40,見送り,1.0,2.0,0.0580816795140435,0.1436111282823051,0.2135864494318611,0.2135864494318611,-0.8838366409719128,5.0,0.0580816795140435,0.1248484848484848,5.0,1,1.0,2.0,75.0,75.0,100.0,77.0,37.0,53.0,1.0,200.0,130.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202607020601,12,オレンジフィールド,中京,1,2000,芝,良,未勝利,,,,-1.0,40,見送り,6.0,18.0,0.0175223295637282,0.0854025142147793,0.1416709307672804,0.1416709307672804,-0.6845980678528913,7.0,0.0175223295637282,0.1168353265869365,7.0,7,6.0,6.0,41.0,66.0,60.0,33.0,7.0,53.0,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,7,カミノトップワン,中京,1,2000,芝,良,未勝利,,,,1.0,40,見送り,13.0,85.3,0.0175223295637282,0.0569575432480342,0.062269346686512,0.062269346686512,0.4946547117860203,12.0,0.0175223295637282,0.051353226925746,12.0,13,13.0,13.0,41.0,34.0,20.0,80.0,64.0,53.0,14.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,11,キービート,中京,1,2000,芝,良,未勝利,,,,6.0,40,見送り,16.0,146.1,0.0175223295637282,0.057496206430525,0.0655442867606017,0.0655442867606017,1.5600123492606983,11.0,0.0175223295637282,0.054054054054054,10.0,15,15.0,15.0,41.0,44.0,40.0,93.0,21.0,53.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,3,クロスボーダー,中京,1,2000,芝,良,未勝利,◎,,,1.0,40,見送り,2.0,3.5,0.2672516437228707,0.4204082175477479,0.669418426270675,0.669418426270675,-0.0646192469699523,1.0,0.2672516437228707,0.5520661157024794,1.0,2,2.0,2.0,100.0,100.0,77.0,20.0,100.0,53.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,8,ゴナビーオーライト,中京,1,2000,芝,良,未勝利,,,,2.0,40,見送り,11.0,67.8,0.0175223295637282,0.0545346751186523,0.0851637304565009,0.0851637304565009,0.1880139444207758,9.0,0.0175223295637282,0.0702341137123745,9.0,11,11.0,10.0,41.0,50.0,13.0,73.0,57.0,53.0,13.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,5,ストラドーネ,中京,1,2000,芝,良,未勝利,,,,0.0,40,見送り,14.0,92.8,0.0175223295637282,0.0441383922742788,0.0441383922742788,0.0441383922742788,0.6260721835139824,13.0,0.0175223295637282,0.0318091451292246,14.0,14,14.0,14.0,41.0,19.0,53.0,60.0,43.0,53.0,16.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,13,チュオンソン,中京,1,2000,芝,良,未勝利,×,,,3.0,40,見送り,8.0,23.1,0.0602263220047558,0.151880716875941,0.2656999407494368,0.2656999407494368,0.3912280383098605,5.0,0.0602263220047558,0.2191214470284237,5.0,9,8.0,8.0,75.0,78.0,90.0,27.0,50.0,53.0,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,15,ティタノマキア,中京,1,2000,芝,良,未勝利,▲,,,0.0,40,見送り,3.0,4.0,0.2382867522796862,0.3327551224858861,0.4819915547544096,0.4819915547544096,-0.046852990881255,2.0,0.2382867522796862,0.3974960876369327,3.0,3,3.0,3.0,94.0,88.0,77.0,7.0,86.0,53.0,2.0,,140.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202607020601,16,ディアーモルタル,中京,1,2000,芝,良,未勝利,,,,-1.0,40,見送り,10.0,53.9,0.0175223295637282,0.0478989320281362,0.062269346686512,0.062269346686512,-0.0555464365150468,14.0,0.0175223295637282,0.051353226925746,11.0,10,10.0,11.0,41.0,34.0,67.0,100.0,,53.0,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,10,ニテンイチリュウ,中京,1,2000,芝,良,未勝利,,,,-1.0,40,見送り,15.0,108.3,0.0029426015046618,0.0114893995411342,0.012201955271156,0.012201955271156,-0.6813162570451166,16.0,0.0029426015046618,0.010062893081761,16.0,16,16.0,16.0,6.0,6.0,27.0,13.0,14.0,53.0,15.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,6,バンブラボー,中京,1,2000,芝,良,未勝利,,,,-3.0,40,見送り,12.0,82.8,0.0039035579077156,0.0223328929701236,0.0242999860735697,0.0242999860735697,-0.6767854052411435,15.0,0.0039035579077156,0.0200400801603206,15.0,12,12.0,12.0,12.0,12.0,7.0,67.0,29.0,53.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,14,フィンガーレイクス,中京,1,2000,芝,良,未勝利,○,,,-1.0,40,見送り,1.0,3.0,0.1776490092403648,0.345116110345177,0.5224769359335143,0.5224769359335143,-0.4670529722789055,3.0,0.1776490092403648,0.4308841843088418,2.0,1,1.0,1.0,88.0,94.0,90.0,47.0,79.0,53.0,1.0,360.0,130.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202607020601,4,マイコンプリート,中京,1,2000,芝,良,未勝利,,,,-9.0,40,見送り,4.0,13.0,0.0175223295637282,0.0595707455308352,0.0595707455308352,0.0595707455308352,-0.7722097156715326,8.0,0.0175223295637282,0.0385964912280701,13.0,4,4.0,5.0,41.0,25.0,,,,,3.0,,240.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202607020601,1,ラピス,中京,1,2000,芝,良,未勝利,,,,-1.0,40,見送り,7.0,18.5,0.0175223295637282,0.0536725175523539,0.1142509745222578,0.1142509745222578,-0.6758369030710272,10.0,0.0175223295637282,0.0942222222222222,8.0,6,7.0,7.0,41.0,56.0,100.0,53.0,71.0,53.0,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,2,レイアン,中京,1,2000,芝,良,未勝利,,,,3.0,40,見送り,9.0,39.4,0.0255067509482481,0.087752956578264,0.1416709307672804,0.1416709307672804,0.0049659873609753,6.0,0.0255067509482481,0.1168353265869365,6.0,8,9.0,9.0,69.0,66.0,40.0,40.0,36.0,53.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020601,9,ワンダーリュクス,中京,1,2000,芝,良,未勝利,△,,,1.0,40,見送り,5.0,17.4,0.0840547258818706,0.1685930572581307,0.2656999407494368,0.2656999407494368,0.4625522303445495,4.0,0.0840547258818706,0.2191214470284237,4.0,5,5.0,4.0,81.0,78.0,40.0,87.0,93.0,53.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,6,イチゴワタアメ,札幌,1,1700,ダート,良,未勝利,,,,-1.0,100,買い,11.0,72.0,0.0119214653783917,0.0363903667209193,0.0660343235531575,0.0660343235531575,-0.1416544927557975,12.0,0.0119214653783917,0.0295983086680761,12.0,11,11.0,10.0,12.0,8.0,94.0,89.0,,56.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,4,エコロヴァルド,札幌,1,1700,ダート,良,未勝利,,,,-1.0,100,買い,7.0,18.5,0.0535131923699316,0.1060066243153665,0.1497081642116419,0.1497081642116419,-0.0100059411562648,7.0,0.0535131923699316,0.0671031096563011,8.0,7,7.0,7.0,46.0,46.0,,,,,3.0,,610.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202601010601,7,カナデ,札幌,1,1700,ダート,良,未勝利,,,,0.0,100,買い,10.0,47.3,0.0316956425471821,0.0618247856601298,0.0709667368148674,0.0709667368148674,0.4992038924817146,10.0,0.0316956425471821,0.0318091451292246,10.0,10,10.0,11.0,25.0,17.0,22.0,39.0,100.0,56.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,12,サルトヴェローチェ,札幌,1,1700,ダート,良,未勝利,,,,-8.0,100,買い,1.0,1.7,0.0535131923699316,0.1194635786299473,0.1205955020874267,0.1205955020874267,-0.9090275729711162,6.0,0.0535131923699316,0.054054054054054,9.0,1,1.0,2.0,46.0,33.0,,,,,2.0,,110.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202601010601,5,シャムスクッカ,札幌,1,1700,ダート,良,未勝利,,,,2.0,100,買い,9.0,30.3,0.0778976143132827,0.1292071129352685,0.1497081642116419,0.1497081642116419,1.3602977136924688,5.0,0.0778976143132827,0.0671031096563011,7.0,9,9.0,9.0,71.0,46.0,,,,,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,3,シンゼンノト,札幌,1,1700,ダート,良,未勝利,○,★,,4.0,100,買い,6.0,14.5,0.1589498324600401,0.2590437769511965,0.4717227871946658,0.4717227871946658,1.3047725706705822,3.0,0.1589498324600401,0.2114384748700173,2.0,6,6.0,6.0,88.0,92.0,67.0,17.0,,56.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,10,テムファイア,札幌,1,1700,ダート,良,未勝利,△,,,0.0,100,買い,4.0,11.3,0.0778976143132827,0.2126408455076255,0.3194527503332067,0.3194527503332067,-0.1197569582599044,4.0,0.0778976143132827,0.1431870669745958,4.0,3,4.0,4.0,71.0,75.0,39.0,100.0,,56.0,1.0,780.0,210.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202601010601,9,ハイビスカス,札幌,1,1700,ダート,良,未勝利,◎,★,,4.0,100,買い,5.0,14.3,0.2567137636696617,0.4953720779005328,0.6557110274789476,0.6557110274789476,2.6710068204761632,1.0,0.2567137636696617,0.2939068100358422,1.0,5,5.0,5.0,100.0,100.0,94.0,17.0,75.0,56.0,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,1,ベイビーブラザー,札幌,1,1700,ダート,良,未勝利,×,,,2.0,100,買い,8.0,26.0,0.0535131923699316,0.1046522332275979,0.2102113596386167,0.2102113596386167,0.3913430016182224,9.0,0.0535131923699316,0.0942222222222222,6.0,8,8.0,8.0,46.0,58.0,39.0,72.0,,56.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,2,マーズエクレール,札幌,1,1700,ダート,良,未勝利,▲,,,-1.0,100,買い,2.0,4.9,0.1589498324600401,0.2397413527839768,0.4100168198832492,0.4100168198832492,-0.2211458209458031,2.0,0.1589498324600401,0.1837802485284499,3.0,2,2.0,1.0,88.0,83.0,78.0,56.0,50.0,56.0,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,11,モーモーワン,札幌,1,1700,ダート,良,未勝利,,,,1.0,100,買い,12.0,169.9,0.0119214653783917,0.0768494721963208,0.0768494721963208,0.0768494721963208,1.0254569677887502,11.0,0.0119214653783917,0.0318091451292246,11.0,12,12.0,12.0,12.0,25.0,11.0,72.0,25.0,56.0,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010601,8,ヴァイタリズム,札幌,1,1700,ダート,良,未勝利,,,,-2.0,100,買い,3.0,10.8,0.0535131923699316,0.1588077731711184,0.3049056277777107,0.3049056277777107,-0.4220575224047383,8.0,0.0535131923699316,0.1366666666666666,5.0,4,3.0,3.0,46.0,67.0,56.0,39.0,,56.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,2,アーバンアート,新潟,2,1200,芝,良,新馬,△,,,7.0,40,見送り,11.0,107.7,0.0951174336930018,0.2049292749373905,0.3429240960780539,0.3429240960780539,9.2441476087363,5.0,0.0951174336930018,0.1366666666666666,4.0,10,10.0,11.0,59.0,77.0,,,,,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,6,イスクメル,新潟,2,1200,芝,良,新馬,○,,◎妙,1.0,40,見送り,3.0,5.3,0.1451114946932557,0.224558028617259,0.3592850891146175,0.3592850891146175,-0.2309090781257448,1.0,0.1451114946932557,0.1431870669745958,2.0,2,3.0,3.0,100.0,95.0,,,,,1.0,280.0,140.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202604020602,5,エスシークザン,新潟,2,1200,芝,良,新馬,◎,,,0.0,40,見送り,1.0,2.9,0.1198442970013451,0.2539718912170031,0.3592850891146175,0.3592850891146175,-0.6524515386960991,2.0,0.1198442970013451,0.1431870669745958,1.0,1,1.0,1.0,86.0,95.0,,,,,3.0,,130.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202604020602,9,キンバリー,新潟,2,1200,芝,良,新馬,▲,,,5.0,40,見送り,8.0,22.4,0.1198442970013451,0.2385812576753475,0.3429240960780539,0.3429240960780539,1.6845122528301313,3.0,0.1198442970013451,0.1366666666666666,3.0,7,8.0,8.0,86.0,77.0,,,,,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,1,クリガーレ,新潟,2,1200,芝,良,新馬,,,,-1.0,40,見送り,6.0,16.9,0.0951174336930018,0.2085123211747672,0.2364224662391787,0.2364224662391787,0.6074846294117309,4.0,0.0951174336930018,0.0942222222222222,7.0,6,6.0,6.0,59.0,32.0,,,,,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,8,ゴータマ,新潟,2,1200,芝,良,新馬,×,,,0.0,40,見送り,9.0,25.3,0.0653426625682924,0.149959867097616,0.2364224662391787,0.2364224662391787,0.6531693629777984,8.0,0.0653426625682924,0.0942222222222222,9.0,9,9.0,9.0,27.0,32.0,,,,,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,10,シジマ,新潟,2,1200,芝,良,新馬,,,,-1.0,40,見送り,5.0,7.7,0.0951174336930018,0.1894740765746278,0.2605181057770102,0.2605181057770102,-0.2675957605638858,6.0,0.0951174336930018,0.1038251366120218,6.0,5,5.0,5.0,59.0,59.0,,,,,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,11,ドッカイッチャッテ,新潟,2,1200,芝,良,新馬,,,,-3.0,40,見送り,7.0,19.7,0.0653426625682924,0.1512040815616664,0.2364224662391787,0.2364224662391787,0.2872504525953607,9.0,0.0653426625682924,0.0942222222222222,10.0,8,7.0,7.0,27.0,32.0,,,,,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,7,メジェグレイス,新潟,2,1200,芝,良,新馬,,,,-1.0,40,見送り,4.0,7.5,0.0951174336930018,0.1606103237616317,0.2605181057770102,0.2605181057770102,-0.2866192473024862,7.0,0.0951174336930018,0.1038251366120218,5.0,4,4.0,4.0,59.0,59.0,,,,,2.0,,200.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202604020602,3,ルブラッシュノモー,新潟,2,1200,芝,良,新馬,,,,-1.0,40,見送り,10.0,34.5,0.0387021888271693,0.0692644254991963,0.1288555531039217,0.1288555531039217,0.3352255145373441,11.0,0.0387021888271693,0.051353226925746,11.0,11,11.0,10.0,9.0,9.0,,,,,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020602,4,ワイズジュエル,新潟,2,1200,芝,良,新馬,,,,-6.0,40,見送り,2.0,4.3,0.0653426625682924,0.1489344518834938,0.2364224662391787,0.2364224662391787,-0.7190265509563426,10.0,0.0653426625682924,0.0942222222222222,8.0,3,2.0,2.0,27.0,32.0,,,,,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,6,ウィンザーローズ,中京,2,1600,芝,良,新馬,○,,◎妙,2.0,40,見送り,4.0,14.0,0.2111899154218887,0.2308891890926541,0.4032727616328249,0.4032727616328249,1.9566588159064429,1.0,0.2111899154218887,0.2191214470284237,2.0,4,4.0,4.0,100.0,94.0,,,,,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,1,ガリアルダ,中京,2,1600,芝,良,新馬,◎,,,1.0,40,見送り,2.0,2.6,0.1166663201324764,0.280306899721468,0.4032727616328249,0.4032727616328249,-0.6966675676555611,4.0,0.1166663201324764,0.2191214470284237,1.0,2,2.0,2.0,67.0,94.0,,,,,3.0,,110.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202607020602,8,ジュエルシップ,中京,2,1600,芝,良,新馬,×,,,2.0,40,見送り,7.0,29.2,0.1166663201324764,0.2388329274378555,0.3382305537076028,0.3382305537076028,2.4066565478683133,6.0,0.1166663201324764,0.1837802485284499,5.0,7,7.0,7.0,67.0,56.0,,,,,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,9,ノンヴェドローラ,中京,2,1600,芝,良,新馬,,,,-4.0,40,見送り,5.0,14.0,0.0525340050119068,0.1459803287608537,0.2297720919303321,0.2297720919303321,-0.2645239298333038,9.0,0.0525340050119068,0.1248484848484848,9.0,5,5.0,5.0,11.0,11.0,,,,,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,4,ビップルーチェ,中京,2,1600,芝,良,新馬,△,,,5.0,40,見送り,9.0,58.1,0.0764722394519109,0.2344979387709984,0.3382305537076028,0.3382305537076028,3.443037112156027,7.0,0.0764722394519109,0.1837802485284499,4.0,9,9.0,9.0,28.0,56.0,,,,,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,5,ピュアノーブル,中京,2,1600,芝,良,新馬,▲,★,,3.0,40,見送り,6.0,16.6,0.1166663201324764,0.2451431897838351,0.3595822887561027,0.3595822887561027,0.9366609141991098,3.0,0.1166663201324764,0.1953818827708703,3.0,6,6.0,6.0,67.0,78.0,,,,,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,7,ミリオンカラー,中京,2,1600,芝,良,新馬,,,,2.0,40,見送り,8.0,36.2,0.1166663201324764,0.2277483439967458,0.3382305537076028,0.3382305537076028,3.2233207887956485,2.0,0.1166663201324764,0.1837802485284499,6.0,8,8.0,8.0,67.0,56.0,,,,,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020602,3,リアンフィニ,中京,2,1600,芝,良,新馬,,,,-6.0,40,見送り,1.0,2.5,0.1166663201324764,0.2062984131229229,0.3258858783153963,0.3258858783153963,-0.7083341996688088,5.0,0.1166663201324764,0.1770726714431934,7.0,1,1.0,1.0,67.0,33.0,,,,,2.0,,110.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202607020602,2,レニュアージュ,中京,2,1600,芝,良,新馬,,,,-5.0,40,見送り,3.0,5.0,0.0764722394519109,0.1903027693126661,0.2635225566097107,0.2635225566097107,-0.6176388027404451,8.0,0.0764722394519109,0.1431870669745958,8.0,3,3.0,3.0,28.0,22.0,,,,,1.0,550.0,120.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202601010602,6,カッサンドラ,札幌,2,1000,ダート,良,未勝利,○,,,1.0,40,見送り,3.0,7.4,0.1299246408263073,0.2728489908297427,0.5249226140022187,0.5249226140022187,-0.0385576578853258,4.0,0.1299246408263073,0.3673835125448028,2.0,4,4.0,4.0,79.0,92.0,58.0,50.0,100.0,54.0,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010602,3,ケイベエ,札幌,2,1000,ダート,良,未勝利,,,,-1.0,40,見送り,10.0,89.9,0.0182648636504251,0.0393548588492292,0.0422904703819453,0.0422904703819453,0.6420112421732187,11.0,0.0182648636504251,0.0295983086680761,11.0,12,12.0,10.0,21.0,8.0,50.0,17.0,45.0,54.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202601010602,5,スイーヴル,札幌,2,1000,ダート,良,未勝利,◎,,,0.0,40,見送り,1.0,2.0,0.2383911962310894,0.3990817643482409,0.6156532469105511,0.6156532469105511,-0.5232176075378211,1.0,0.2383911962310894,0.4308841843088418,1.0,1,1.0,1.0,100.0,100.0,96.0,42.0,73.0,54.0,1.0,210.0,110.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202601010602,12,テリオスルミ,札幌,2,1000,ダート,良,未勝利,,,,-3.0,40,見送り,9.0,76.9,0.0182648636504251,0.052651690378955,0.052651690378955,0.052651690378955,0.404568014717692,10.0,0.0182648636504251,0.0295983086680761,12.0,9,9.0,11.0,21.0,25.0,96.0,58.0,9.0,54.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
