日付,race_id,馬番,馬名,jyo,race_no,距離,馬場,馬場状態,クラス,推奨ランク,妙味,妙味軸,乖離,買い指数,購入推奨,人気,単勝オッズ,勝ち確率,連対確率,複勝確率,3着内確率,単勝期待値,MF予測順位,MF勝ち確率,MF複勝率,MF複勝順位,予測順位,連対順位,複勝順位,能力_勝負,能力_安定,能力_末脚,能力_先行,能力_距離,能力_実績,着順,単勝,複勝,model版,MF版,較正版,1着,2着内,3着内,確定単勝オッズ,確定人気,オッズ変化率
2026-08-09,202604020611,4,フジサン,新潟,11,1600,芝,良,未勝利,,,,-5.0,80,買い,3.0,10.3,0.0473980964074081,0.0830805227031679,0.1582567610416446,0.1582567610416446,-0.5117996070036959,7.0,0.0473980964074081,0.1431870669745958,8.0,3,4.0,3.0,61.0,64.0,53.0,50.0,34.0,53.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,15,フルールロイヤル,新潟,11,1600,芝,良,未勝利,,,,-1.0,80,買い,14.0,43.3,0.0060189698324133,0.0328969437295641,0.0328969437295641,0.0328969437295641,-0.7393786062565,18.0,0.0060189698324133,0.0295983086680761,15.0,17,17.0,17.0,8.0,17.0,19.0,100.0,19.0,53.0,17.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,5,フーディエラン,新潟,11,1600,芝,良,未勝利,,,,-7.0,80,買い,10.0,21.5,0.0159573836081636,0.0319386848301437,0.0327133767112613,0.0327133767112613,-0.6569162524244823,14.0,0.0159573836081636,0.0295983086680761,17.0,9,10.0,11.0,36.0,11.0,81.0,72.0,34.0,53.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,16,ベルランコントル,新潟,11,1600,芝,良,未勝利,○,★,,3.0,80,買い,5.0,12.0,0.1855796178044425,0.3039785640355794,0.4762325036302798,0.4762325036302798,1.22695541365331,2.0,0.1855796178044425,0.4308841843088418,2.0,5,5.0,4.0,94.0,94.0,31.0,72.0,75.0,53.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,13,リーゼントモニカ,新潟,11,1600,芝,良,未勝利,,,,-6.0,80,買い,12.0,26.8,0.0060189698324133,0.014846209837519,0.0221491943664852,0.0221491943664852,-0.838691608491321,17.0,0.0060189698324133,0.0200400801603206,18.0,12,12.0,13.0,8.0,6.0,,,,,15.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,2,ルシアージュ,新潟,11,1600,芝,良,未勝利,▲,★,,3.0,80,買い,6.0,12.6,0.0672319141695041,0.1803405019952492,0.3248389731497649,0.3248389731497649,-0.1528778814642475,4.0,0.0672319141695041,0.2939068100358422,3.0,6,6.0,6.0,83.0,89.0,66.0,59.0,84.0,53.0,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,18,レガリーノ,新潟,11,1600,芝,良,未勝利,,,,4.0,80,買い,18.0,67.7,0.009158009145154,0.0333094171437658,0.0333094171437658,0.0333094171437658,-0.3800027808730712,16.0,0.009158009145154,0.0295983086680761,14.0,14,14.0,14.0,19.0,22.0,12.0,44.0,25.0,53.0,14.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020611,1,ワイズファミリア,新潟,11,1600,芝,良,未勝利,△,,,0.0,80,買い,4.0,12.0,0.1064253311786656,0.2165471962709456,0.3105560125540413,0.3105560125540413,0.2771039741439876,3.0,0.1064253311786656,0.2809839167455062,4.0,4,3.0,5.0,89.0,83.0,53.0,81.0,94.0,53.0,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,10,アウクソー,中京,11,1200,芝,良,1勝クラス,,,,2.0,40,見送り,15.0,81.1,0.0059592750215227,0.0462064186711614,0.0665233268294074,0.0665233268294074,-0.5167027957545017,16.0,0.0059592750215227,0.051353226925746,13.0,15,14.0,15.0,11.0,36.0,92.0,72.0,39.0,44.0,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,6,アーリントンロウ,中京,11,1200,芝,良,1勝クラス,△,,,2.0,40,見送り,6.0,12.1,0.1075368502285754,0.2228590610081374,0.2838514443713852,0.2838514443713852,0.3011958877657625,4.0,0.1075368502285754,0.2191214470284237,4.0,6,5.0,6.0,81.0,83.0,58.0,6.0,83.0,83.0,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,15,ウェルカムソング,中京,11,1200,芝,良,1勝クラス,◎,,,1.0,40,見送り,2.0,5.2,0.1398632953111068,0.2243701587452671,0.3807289230270481,0.3807289230270481,-0.2727108643822444,1.0,0.1398632953111068,0.2939068100358422,1.0,2,1.0,1.0,100.0,100.0,22.0,17.0,78.0,92.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,9,カラクニダケ,中京,11,1200,芝,良,1勝クラス,×,,,3.0,40,見送り,11.0,35.9,0.1075368502285754,0.1218785241008449,0.185485521053396,0.185485521053396,2.860572923205857,5.0,0.1075368502285754,0.1431870669745958,8.0,12,11.0,12.0,81.0,56.0,17.0,22.0,94.0,100.0,17.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,8,スピリットライズ,中京,11,1200,芝,良,1勝クラス,,,,-1.0,40,見送り,14.0,63.1,0.0158439457673465,0.0399346927024433,0.0412057875283116,0.0412057875283116,-0.0002470220804335,12.0,0.0158439457673465,0.0318091451292246,15.0,16,15.0,16.0,33.0,17.0,44.0,44.0,50.0,22.0,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,7,セクシーマージュ,中京,11,1200,芝,良,1勝クラス,,,,-1.0,40,見送り,8.0,14.7,0.0594059075678044,0.1160573141555998,0.185485521053396,0.185485521053396,-0.1267331587532751,8.0,0.0594059075678044,0.1431870669745958,9.0,9,9.0,9.0,61.0,56.0,28.0,50.0,67.0,22.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,17,トウカイフルーレ,中京,11,1200,芝,良,1勝クラス,,,,2.0,40,見送り,16.0,81.8,0.0158439457673465,0.0475368379978589,0.0531449003249763,0.0531449003249763,0.2960347637689464,15.0,0.0158439457673465,0.041025641025641,14.0,18,18.0,18.0,33.0,28.0,72.0,94.0,8.0,22.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,12,ドレドレ,中京,11,1200,芝,良,1勝クラス,,,,,40,見送り,,,0.0059592750215227,0.0182945070089949,0.0182945070089949,0.0182945070089949,,17.0,0.0059592750215227,0.010062893081761,18.0,1,4.0,4.0,11.0,6.0,6.0,100.0,33.0,22.0,,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,11,パリコレジェンヌ,中京,11,1200,芝,良,1勝クラス,,,,-3.0,40,見送り,13.0,41.9,0.0158439457673465,0.0521101236537373,0.0521101236537373,0.0521101236537373,-0.3361386723481802,13.0,0.0158439457673465,0.0295983086680761,16.0,14,16.0,14.0,33.0,22.0,72.0,78.0,22.0,58.0,1.0,6640.0,1330.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202607020611,2,パレットフレイバー,中京,11,1200,芝,良,1勝クラス,,,,0.0,40,見送り,17.0,170.6,0.0059592750215227,0.0213533778082482,0.0219188992457072,0.0219188992457072,0.0166523186717879,18.0,0.0059592750215227,0.0169204737732656,17.0,17,17.0,17.0,11.0,11.0,11.0,61.0,8.0,22.0,16.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,4,フェリーニ,中京,11,1200,芝,良,1勝クラス,,,,-2.0,40,見送り,10.0,19.9,0.0158439457673465,0.0613443889708907,0.0665233268294074,0.0665233268294074,-0.684705479229804,14.0,0.0158439457673465,0.051353226925746,12.0,10,12.0,11.0,33.0,36.0,100.0,67.0,44.0,50.0,13.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,18,フランクスピード,中京,11,1200,芝,良,1勝クラス,,,,1.0,40,見送り,12.0,39.6,0.0158439457673465,0.0669946705877012,0.0904340697746944,0.0904340697746944,-0.3725797476130772,11.0,0.0158439457673465,0.0698113207547169,11.0,13,13.0,13.0,33.0,44.0,44.0,89.0,28.0,22.0,14.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,1,フロムレイブン,中京,11,1200,芝,良,1勝クラス,○,,,-1.0,40,見送り,1.0,3.7,0.1285264845304572,0.2146902734867063,0.3639885173038085,0.3639885173038085,-0.5244520072373083,2.0,0.1285264845304572,0.2809839167455062,2.0,3,2.0,2.0,94.0,94.0,58.0,11.0,100.0,92.0,2.0,,180.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202607020611,13,ベランジェール,中京,11,1200,芝,良,1勝クラス,,,,-1.0,40,見送り,5.0,11.8,0.0594059075678044,0.1427400798886557,0.2380702103750064,0.2380702103750064,-0.2990102906999078,7.0,0.0594059075678044,0.1837802485284499,6.0,7,7.0,7.0,61.0,75.0,92.0,83.0,56.0,58.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,14,マーゴットミスト,中京,11,1200,芝,良,1勝クラス,▲,,,0.0,40,見送り,3.0,6.1,0.1127037684207447,0.2317541750757535,0.3183252562127421,0.3183252562127421,-0.3125070126334572,3.0,0.1127037684207447,0.2457337883959044,3.0,4,3.0,3.0,89.0,89.0,44.0,39.0,89.0,78.0,15.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,5,マーシーラン,中京,11,1200,芝,良,1勝クラス,,,,2.0,40,見送り,9.0,18.7,0.0490619936431631,0.1312582570828818,0.2293811684318163,0.2293811684318163,-0.0825407188728496,10.0,0.0490619936431631,0.1770726714431934,7.0,11,10.0,10.0,50.0,67.0,83.0,28.0,72.0,67.0,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020611,3,モルティフレーバー,中京,11,1200,芝,良,1勝クラス,,,,-3.0,40,見送り,7.0,13.4,0.0794554810326629,0.1100709223884899,0.185485521053396,0.185485521053396,0.0647034458376836,6.0,0.0794554810326629,0.1431870669745958,10.0,8,8.0,8.0,72.0,56.0,72.0,56.0,17.0,72.0,3.0,,400.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202607020611,16,ヤマニンフェイエル,中京,11,1200,芝,良,1勝クラス,,,,-1.0,40,見送り,4.0,11.0,0.0594059075678044,0.1305462166666269,0.2380702103750064,0.2380702103750064,-0.3465350167541514,9.0,0.0594059075678044,0.1837802485284499,5.0,5,6.0,5.0,61.0,75.0,33.0,33.0,61.0,22.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,1,インザライムライト,新潟,12,1200,芝,良,未勝利,,,,3.0,40,見送り,14.0,41.1,0.0181484168110424,0.0643223240933892,0.0927017996913531,0.0927017996913531,-0.2541000690661561,13.0,0.0181484168110424,0.0942222222222222,11.0,15,12.0,13.0,39.0,42.0,39.0,61.0,44.0,53.0,17.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,2,ウィズアツインクル,新潟,12,1200,芝,良,未勝利,,,,0.0,40,見送り,13.0,40.0,0.0181484168110424,0.0644069558914931,0.0927017996913531,0.0927017996913531,-0.2740633275583028,10.0,0.0181484168110424,0.0942222222222222,13.0,13,13.0,12.0,39.0,42.0,64.0,39.0,38.0,53.0,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,13,エンジェルサン,新潟,12,1200,芝,良,未勝利,×,,,4.0,40,見送り,11.0,27.4,0.0729577463301444,0.1514763086567749,0.2417684904050357,0.2417684904050357,0.9990422494459564,7.0,0.0729577463301444,0.2457337883959044,7.0,9,9.0,10.0,67.0,67.0,44.0,67.0,62.0,53.0,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,10,オンナキュヌヴィ,新潟,12,1200,芝,良,未勝利,○,,,0.0,40,見送り,2.0,6.2,0.1282600076255616,0.2240654947661933,0.3470057776358585,0.3470057776358585,-0.2047879527215176,3.0,0.1282600076255616,0.3526970954356846,2.0,3,2.0,2.0,89.0,97.0,78.0,89.0,88.0,53.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,14,ココソラーレ,新潟,12,1200,芝,良,未勝利,,,,-5.0,40,見送り,10.0,26.9,0.0040430352424093,0.0271128004357653,0.0291206937879215,0.0291206937879215,-0.8912423519791887,17.0,0.0040430352424093,0.0295983086680761,15.0,11,11.0,11.0,8.0,8.0,64.0,81.0,50.0,53.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,9,サンロード,新潟,12,1200,芝,良,未勝利,,,,0.0,40,見送り,17.0,69.1,0.0068454062378901,0.0337221489717169,0.0337221489717169,0.0337221489717169,-0.5269824289617939,16.0,0.0068454062378901,0.0295983086680761,17.0,18,18.0,18.0,19.0,22.0,64.0,100.0,,53.0,16.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,4,シエラモレーナ,新潟,12,1200,芝,良,未勝利,,,,6.0,40,見送り,15.0,43.0,0.0403035901240502,0.0919205542999808,0.1228338597968615,0.1228338597968615,0.7330543753341592,9.0,0.0403035901240502,0.1248484848484848,9.0,17,17.0,15.0,56.0,56.0,83.0,94.0,6.0,53.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,18,シルバーアックス,新潟,12,1200,芝,良,未勝利,,,,2.0,40,見送り,7.0,16.9,0.0948894337012513,0.1997701452731634,0.2814796473071997,0.2814796473071997,0.603631429551148,5.0,0.0948894337012513,0.2860962566844919,5.0,8,7.0,7.0,78.0,78.0,100.0,11.0,69.0,53.0,18.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,17,ジェムシリカ,新潟,12,1200,芝,良,未勝利,,,,-5.0,40,見送り,5.0,8.8,0.0181484168110424,0.0675890050709761,0.0927017996913531,0.0927017996913531,-0.8402939320628267,14.0,0.0181484168110424,0.0942222222222222,10.0,5,6.0,5.0,39.0,42.0,11.0,19.0,81.0,53.0,1.0,1020.0,370.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202604020612,6,セリエンクーニゲン,新潟,12,1200,芝,良,未勝利,△,,◎妙,0.0,40,見送り,4.0,8.7,0.1402979172698341,0.2016177528623837,0.346900057572365,0.346900057572365,0.220591880247557,2.0,0.1402979172698341,0.3525896414342629,4.0,4,4.0,4.0,97.0,86.0,94.0,72.0,25.0,53.0,2.0,,240.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202604020612,8,タイセイギガース,新潟,12,1200,芝,良,未勝利,,,,0.0,40,見送り,18.0,146.1,0.0040430352424093,0.0294285037130402,0.0294285037130402,0.0294285037130402,-0.4093125510839951,18.0,0.0040430352424093,0.021694214876033,18.0,16,16.0,17.0,8.0,17.0,6.0,56.0,16.0,53.0,14.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,11,ハルカオル,新潟,12,1200,芝,良,未勝利,,,,-3.0,40,見送り,9.0,25.1,0.0181484168110424,0.0651599747847917,0.0927017996913531,0.0927017996913531,-0.544474738042835,11.0,0.0181484168110424,0.0942222222222222,12.0,10,10.0,9.0,39.0,42.0,22.0,44.0,31.0,53.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,3,フレアリングベリー,新潟,12,1200,芝,良,未勝利,,,,0.0,40,見送り,8.0,17.1,0.0623782580257441,0.1114032657790223,0.1596185416144154,0.1596185416144154,0.0666682122402246,8.0,0.0623782580257441,0.1622364802933089,8.0,7,8.0,8.0,61.0,61.0,89.0,81.0,,53.0,13.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,12,ミクロスギガース,新潟,12,1200,芝,良,未勝利,,,,-4.0,40,見送り,12.0,34.4,0.0068454062378901,0.0265831232874611,0.0291206937879215,0.0291206937879215,-0.7645180254165804,15.0,0.0068454062378901,0.0295983086680761,16.0,12,14.0,14.0,19.0,8.0,64.0,6.0,16.0,53.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,16,ラルルジェンヌ,新潟,12,1200,芝,良,未勝利,◎,★,,5.0,40,見送り,6.0,10.2,0.1402979172698341,0.205171738865285,0.3470057776358585,0.3470057776358585,0.4310387561523081,1.0,0.1402979172698341,0.3526970954356846,1.0,6,5.0,6.0,97.0,97.0,28.0,28.0,97.0,53.0,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,7,ルナーファントム,新潟,12,1200,芝,良,未勝利,,,,-3.0,40,見送り,3.0,7.1,0.0870580703720955,0.1639843035486497,0.2764498029477639,0.2764498029477639,-0.3818877003581217,6.0,0.0870580703720955,0.2809839167455062,6.0,2,3.0,3.0,72.0,72.0,33.0,33.0,75.0,53.0,15.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202604020612,15,ルージュフィーリア,新潟,12,1200,芝,良,未勝利,▲,,,-2.0,40,見送り,1.0,3.9,0.1210380922656734,0.2249099435309875,0.346900057572365,0.346900057572365,-0.5279514401638734,4.0,0.1210380922656734,0.3525896414342629,3.0,1,1.0,1.0,83.0,86.0,50.0,19.0,97.0,53.0,3.0,,190.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202604020612,5,ロジシーザ,新潟,12,1200,芝,良,未勝利,,,,2.0,40,見送り,16.0,48.9,0.0181484168110424,0.0473556561689252,0.0505245625044527,0.0505245625044527,-0.1125424179400252,12.0,0.0181484168110424,0.051353226925746,14.0,14,15.0,16.0,39.0,28.0,17.0,50.0,56.0,53.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,5,ウォータールスール,中京,12,1600,芝,良,未勝利,,,,-4.0,40,見送り,6.0,15.6,0.0201375138267978,0.066658993448468,0.1005317283170783,0.1005317283170783,-0.6858547843019531,10.0,0.0201375138267978,0.1038251366120218,10.0,6,6.0,7.0,41.0,44.0,6.0,12.0,,53.0,9.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,14,エングルマン,中京,12,1600,芝,良,未勝利,,,,-1.0,40,見送り,13.0,58.2,0.0138338338184747,0.0383727202538668,0.0383727202538668,0.0383727202538668,-0.1948708717647708,13.0,0.0138338338184747,0.0385964912280701,14.0,14,14.0,14.0,25.0,19.0,19.0,88.0,43.0,53.0,6.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,4,カステッロトゥーレ,中京,12,1600,芝,良,未勝利,,,,0.0,40,見送り,8.0,24.4,0.0307218626213602,0.0876491376347995,0.1386450698292902,0.1386450698292902,-0.2503865520388106,9.0,0.0307218626213602,0.1431870669745958,8.0,8,8.0,8.0,50.0,56.0,94.0,100.0,80.0,53.0,4.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,6,ジーティーウタマロ,中京,12,1600,芝,良,未勝利,,,,3.0,40,見送り,12.0,47.3,0.0410905324527437,0.0891871771996158,0.1208882007686513,0.1208882007686513,0.9435821850147804,7.0,0.0410905324527437,0.1248484848484848,9.0,12,12.0,12.0,59.0,50.0,41.0,31.0,43.0,53.0,14.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,11,スズノボンライミー,中京,12,1600,芝,良,未勝利,,,,-1.0,40,見送り,15.0,91.4,0.0052179875137815,0.0252876882088082,0.0286594289471853,0.0286594289471853,-0.5230759412403694,16.0,0.0052179875137815,0.0295983086680761,16.0,15,15.0,16.0,9.0,6.0,28.0,69.0,7.0,53.0,11.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,9,ネッカーズルム,中京,12,1600,芝,良,未勝利,,,,2.0,40,見送り,7.0,20.3,0.0410905324527437,0.1104965358529088,0.1891842283839195,0.1891842283839195,-0.1658621912093013,8.0,0.0410905324527437,0.1953818827708703,5.0,7,7.0,6.0,59.0,75.0,62.0,38.0,73.0,53.0,8.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,16,ビシェノ,中京,12,1600,芝,良,未勝利,×,,,3.0,40,見送り,9.0,25.1,0.0556128586316989,0.0983930292339034,0.1714557984587826,0.1714557984587826,0.3958827516556447,5.0,0.0556128586316989,0.1770726714431934,6.0,9,9.0,9.0,75.0,69.0,12.0,50.0,53.0,53.0,13.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,13,ビッグヒーロー,中京,12,1600,芝,良,未勝利,◎,,,0.0,40,見送り,1.0,3.0,0.332167273526878,0.4909773869390676,0.6856312806656839,0.6856312806656839,-0.0034981794193659,1.0,0.332167273526878,0.7080924855491328,1.0,1,1.0,1.0,100.0,100.0,75.0,44.0,100.0,53.0,2.0,,120.0,2026-08-03,2026-08-04,2026-08-04,0,1,1,,,
2026-08-09,202607020612,10,ブランチアウト,中京,12,1600,芝,良,未勝利,▲,,,1.0,40,見送り,4.0,11.8,0.0977676262079637,0.2104051306273692,0.3755410224375649,0.3755410224375649,0.1536579892539722,3.0,0.0977676262079637,0.3878437047756874,3.0,4,4.0,4.0,88.0,88.0,53.0,6.0,87.0,53.0,12.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,1,プリュスエクラ,中京,12,1600,芝,良,未勝利,,,,-1.0,40,見送り,10.0,27.0,0.0138338338184747,0.0572357906017961,0.0773855961942941,0.0773855961942941,-0.6264864869011824,14.0,0.0138338338184747,0.0799207397622192,11.0,10,10.0,10.0,25.0,38.0,41.0,25.0,60.0,53.0,5.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,7,ララディアーブル,中京,12,1600,芝,良,未勝利,○,,,0.0,40,見送り,2.0,4.2,0.2035033458395563,0.3526757192607139,0.5345541799213973,0.5345541799213973,-0.1452859474738634,2.0,0.2035033458395563,0.5520661157024794,2.0,2,2.0,2.0,94.0,94.0,94.0,94.0,93.0,53.0,,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,12,リノルアナ,中京,12,1600,芝,良,未勝利,,,,1.0,40,見送り,14.0,62.9,0.0138338338184747,0.0501229932101113,0.0649745505696475,0.0649745505696475,-0.1298518528179396,12.0,0.0138338338184747,0.0671031096563011,13.0,13,13.0,15.0,25.0,25.0,81.0,62.0,33.0,53.0,10.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,15,ルージュソムニウム,中京,12,1600,芝,良,未勝利,,,,-1.0,40,見送り,11.0,45.8,0.0201375138267978,0.0568799635467726,0.0772563253724468,0.0772563253724468,-0.0777018667326574,11.0,0.0201375138267978,0.0797872340425532,12.0,11,11.0,11.0,41.0,31.0,53.0,75.0,27.0,53.0,7.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-09,202607020612,3,レインボーステート,中京,12,1600,芝,良,未勝利,△,,,-1.0,40,見送り,3.0,4.8,0.0582849388569603,0.1384781507468012,0.2121707565232895,0.2121707565232895,-0.7202322934865906,4.0,0.0582849388569603,0.2191214470284237,4.0,3,3.0,3.0,81.0,81.0,94.0,81.0,67.0,53.0,1.0,410.0,140.0,2026-08-03,2026-08-04,2026-08-04,1,1,1,,,
2026-08-09,202607020612,2,ローズラフィネ,中京,12,1600,芝,良,未勝利,,,,-2.0,40,見送り,5.0,14.2,0.047548525273512,0.0981177825565367,0.1570902220038826,0.1570902220038826,-0.3248109411161292,6.0,0.047548525273512,0.1622364802933089,7.0,5,5.0,5.0,69.0,62.0,69.0,19.0,20.0,53.0,3.0,,220.0,2026-08-03,2026-08-04,2026-08-04,0,0,1,,,
2026-08-09,202607020612,8,ヴェネラブル,中京,12,1600,芝,良,未勝利,,,,1.0,40,見送り,16.0,105.0,0.0052179875137815,0.0290618006784602,0.0290618006784602,0.0290618006784602,-0.4521113110529408,15.0,0.0052179875137815,0.0295983086680761,15.0,16,16.0,13.0,9.0,12.0,28.0,56.0,13.0,53.0,15.0,,,2026-08-03,2026-08-04,2026-08-04,0,0,0,,,
2026-08-15,202604020701,7,オーラムミーティア,新潟,1,1800,芝,良,未勝利,,,,0.0,40,見送り,7.0,71.5,0.0356675833296677,0.06811920633909,0.105306214938901,0.105306214938901,1.5502322080712476,7.0,0.0356675833296677,0.0799207397622192,7.0,7,7.0,7.0,33.0,33.0,12.0,100.0,50.0,56.0,7.0,,,2026-08-03,2026-08-14,2026-08-04,0,0,0,65.5,6.0,-8.4
2026-08-15,202604020701,4,コナパームス,新潟,1,1800,芝,良,未勝利,◎,,,2.0,40,見送り,3.0,3.8,0.3555575385926335,0.5664273057523261,0.7712974452771435,0.7712974452771435,0.3511186466520075,1.0,0.3555575385926335,0.5853658536585366,1.0,2,2.0,2.0,100.0,100.0,50.0,19.0,100.0,56.0,5.0,,,2026-08-03,2026-08-14,2026-08-04,0,0,0,4.2,3.0,10.5
2026-08-15,202604020701,6,シュートザワークス,新潟,1,1800,芝,良,未勝利,▲,,,1.0,40,見送り,4.0,8.2,0.1601050028254644,0.3504080487804665,0.5110357168780303,0.5110357168780303,0.3128610231688078,3.0,0.1601050028254644,0.3878437047756874,3.0,4,4.0,4.0,78.0,78.0,62.0,50.0,,56.0,2.0,,230.0,2026-08-03,2026-08-14,2026-08-04,0,1,1,8.8,4.0,7.3
2026-08-15,202604020701,5,スターマイン,新潟,1,1800,芝,良,未勝利,×,,,0.0,40,見送り,6.0,58.2,0.0603900492516787,0.1313249470153277,0.1886680240468147,0.1886680240468147,2.514700866447701,6.0,0.0603900492516787,0.1431870669745958,6.0,6,5.0,5.0,50.0,44.0,75.0,19.0,50.0,56.0,3.0,,960.0,2026-08-03,2026-08-14,2026-08-04,0,0,1,75.6,7.0,29.9
2026-08-15,202604020701,9,ドミナートル,新潟,1,1800,芝,良,未勝利,,,,-3.0,40,見送り,2.0,2.6,0.0948295310900359,0.1605544860578483,0.2421549451449196,0.2421549451449196,-0.7534432191659066,4.0,0.0948295310900359,0.1837802485284499,5.0,3,3.0,3.0,67.0,56.0,88.0,62.0,71.0,56.0,4.0,,,2026-08-03,2026-08-14,2026-08-04,0,0,0,2.2,1.0,-15.4
2026-08-15,202604020701,3,フルーツバスケット,新潟,1,1800,芝,良,未勝利,○,,,-1.0,40,見送り,1.0,2.5,0.2330602456588409,0.4676864005771729,0.7274206071367222,0.7274206071367222,-0.4173493858528977,2.0,0.2330602456588409,0.5520661157024794,2.0,1,1.0,1.0,89.0,89.0,100.0,75.0,86.0,56.0,1.0,260.0,120.0,2026-08-03,2026-08-14,2026-08-04,1,1,1,2.6,2.0,4.0
