父名,父_産駒数,父_勝率,父_連対率,父_複勝率,父_芝勝率,父_ダート勝率,父_短距離勝率,父_中距離勝率,父_長距離勝率,父_良馬場勝率,父_重馬場勝率,父_平均着順
Race Day,22,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.0,0.10526315789473684,0.3333333333333333,0.0,,0.058823529411764705,0.5,6.5
Raven's Pass,45,0.06666666666666667,0.13333333333333333,0.2,0.08571428571428572,0.0,0.0967741935483871,0.0,0.0,0.1111111111111111,0.0,8.222222222222221
Redoute's Choice,9,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,,,0.1111111111111111,,0.0,0.0,7.777777777777778
Regal Ransom,8,0.125,0.125,0.125,0.125,,0.0,0.14285714285714285,,0.2,,11.0
Ribchester,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428571428571429
Rio de La Plata,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,,0.0,0.0,0.0,,10.0
Roaring Lion,8,0.125,0.25,0.25,0.14285714285714285,0.0,0.0,0.14285714285714285,,0.14285714285714285,,7.25
Roman Ruler,24,0.041666666666666664,0.125,0.3333333333333333,,0.041666666666666664,0.043478260869565216,0.0,,0.0,0.0,6.333333333333333
Run Away and Hide,24,0.08333333333333333,0.125,0.25,0.0,0.13333333333333333,0.0,0.0,0.2857142857142857,0.10526315789473684,0.0,6.958333333333333
Runhappy,41,0.07317073170731707,0.14634146341463414,0.2926829268292683,0.0,0.075,0.10526315789473684,0.045454545454545456,,0.07692307692307693,0.0,6.853658536585366
Saxon Warrior,205,0.1024390243902439,0.15121951219512195,0.25365853658536586,0.12987012987012986,0.0196078431372549,0.08333333333333333,0.10687022900763359,0.14285714285714285,0.09433962264150944,0.2222222222222222,7.278048780487805
Scat Daddy,36,0.16666666666666666,0.25,0.3333333333333333,0.2,0.09090909090909091,0.13043478260869565,0.23076923076923078,,0.23076923076923078,0.0,7.0
Sea The Moon,25,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
Sea The Stars,19,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.0,0.1111111111111111,0.0,0.0625,0.0,0.0,,6.631578947368421
Sebring,15,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,6.333333333333333
Shackleford,48,0.0625,0.125,0.14583333333333334,0.0625,0.0625,0.05,0.14285714285714285,0.0,0.037037037037037035,0.0,9.0
Shakin It Up,8,0.125,0.125,0.125,0.14285714285714285,0.0,0.125,,,0.2,0.0,8.125
Shalaa,61,0.14754098360655737,0.2459016393442623,0.29508196721311475,0.09302325581395349,0.2777777777777778,0.15517241379310345,0.0,,0.17391304347826086,0.0,7.0
Shamardal,77,0.15584415584415584,0.2077922077922078,0.24675324675324675,0.1935483870967742,0.0,0.19148936170212766,0.10344827586206896,0.0,0.19642857142857142,0.0,7.194805194805195
Shancelot,10,0.3,0.4,0.5,,0.3,0.3333333333333333,0.0,,0.25,1.0,4.2
Showcasing,20,0.1,0.3,0.45,0.1,0.1,0.16666666666666666,0.0,,0.125,0.0,5.35
Siyouni,121,0.1487603305785124,0.256198347107438,0.33884297520661155,0.16161616161616163,0.09090909090909091,0.13636363636363635,0.19148936170212766,0.0,0.12222222222222222,0.08333333333333333,6.305785123966942
Slade Power,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.428571428571429
Smart Missile,18,0.16666666666666666,0.2777777777777778,0.4444444444444444,0.17647058823529413,0.0,,0.1875,0.0,0.2727272727272727,0.0,6.611111111111111
Smart Strike,15,0.2,0.4666666666666667,0.4666666666666667,0.2222222222222222,0.16666666666666666,0.0,0.2,0.2857142857142857,0.42857142857142855,0.0,5.866666666666666
Soldier's Call,10,0.3,0.3,0.3,0.0,0.3333333333333333,0.0,0.5,,0.42857142857142855,0.0,5.5
Sottsass,27,0.14814814814814814,0.14814814814814814,0.25925925925925924,0.19047619047619047,0.0,0.4,0.13333333333333333,0.0,0.15,0.0,6.925925925925926
Speightstown,348,0.1235632183908046,0.2672413793103448,0.3390804597701149,0.12244897959183673,0.124,0.13015873015873017,0.07407407407407407,0.0,0.12037037037037036,0.16071428571428573,7.160919540229885
Square Eddie,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.3333333333333333,,0.2857142857142857,,0.0,0.5,6.571428571428571
St Mark's Basilica,34,0.058823529411764705,0.17647058823529413,0.3235294117647059,0.0625,0.0,0.09090909090909091,0.0,0.0,0.07692307692307693,0.0,6.676470588235294
St Patrick's Day,19,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.11764705882352941,0.125,0.0,,0.07142857142857142,0.5,9.526315789473685
Starspangledbanner,7,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,0.0,9.285714285714286
Stay Thirsty,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,11.0
Stormy Atlantic,41,0.17073170731707318,0.3170731707317073,0.4146341463414634,0.1891891891891892,0.0,0.25,0.0,0.18181818181818182,0.1875,0.3333333333333333,4.951219512195122
Street Boss,40,0.05,0.125,0.25,0.0,0.06060606060606061,0.07142857142857142,0.04,0.0,0.041666666666666664,0.0,7.0
Street Cry,21,0.19047619047619047,0.2857142857142857,0.2857142857142857,0.16666666666666666,0.2,0.18181818181818182,0.2,,0.26666666666666666,0.0,6.619047619047619
Study of Man,23,0.043478260869565216,0.17391304347826086,0.30434782608695654,0.045454545454545456,0.0,0.0,0.125,0.0,0.05555555555555555,0.0,5.086956521739131
Summer Front,6,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,,,0.0,,7.333333333333333
Super Saver,47,0.0851063829787234,0.0851063829787234,0.19148936170212766,0.05263157894736842,0.10714285714285714,0.0,0.0625,0.14285714285714285,0.1111111111111111,0.0,8.617021276595745
Take Charge Indy,62,0.12903225806451613,0.22580645161290322,0.25806451612903225,0.047619047619047616,0.17073170731707318,0.17073170731707318,0.0,0.05555555555555555,0.08695652173913043,0.3333333333333333,7.5
Tale of the Cat,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.909090909090908
Tapit,322,0.10248447204968944,0.20496894409937888,0.2857142857142857,0.056818181818181816,0.11965811965811966,0.1643835616438356,0.09137055837563451,0.057692307692307696,0.10747663551401869,0.09433962264150944,6.580745341614906
Tapizar,31,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.0,0.06666666666666667,0.0625,0.07142857142857142,0.0,0.1111111111111111,0.0,9.03225806451613
Tavistock,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714
Temple City,50,0.1,0.2,0.4,0.0,0.10869565217391304,0.07142857142857142,0.1111111111111111,,0.09375,0.0,6.2
Teofilo,46,0.08695652173913043,0.17391304347826086,0.30434782608695654,0.09090909090909091,0.0,0.0,0.10810810810810811,0.0,0.05555555555555555,0.0,7.5
Territories,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.666666666666666
The Grey Gatsby,8,0.125,0.375,0.5,0.125,,,0.14285714285714285,0.0,0.14285714285714285,,4.875
Thousand Words,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.428571428571429
Tiz Wonderful,14,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.0,0.07692307692307693,0.07142857142857142,,,0.0,1.0,5.785714285714286
Tiz the Law,37,0.2972972972972973,0.43243243243243246,0.5405405405405406,0.0,0.34375,0.2857142857142857,0.3125,,0.3103448275862069,0.4,4.864864864864865
Tiznow,16,0.0625,0.125,0.3125,0.0,0.06666666666666667,0.125,0.0,,0.1111111111111111,0.0,7.0
To Honor and Serve,5,0.0,0.0,0.0,,0.0,0.0,,,0.0,,10.8
Tom's d'Etat,19,0.05263157894736842,0.15789473684210525,0.3157894736842105,0.0,0.07142857142857142,0.16666666666666666,0.0,,0.07692307692307693,0.0,6.315789473684211
Tonalist,21,0.0,0.14285714285714285,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.952380952380953
Too Darn Hot,46,0.2608695652173913,0.3695652173913043,0.391304347826087,0.2631578947368421,0.25,0.2727272727272727,0.0,,0.23684210526315788,0.3333333333333333,5.456521739130435
Trapeze Artist,6,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.0,0.0,,0.0,,6.5
Trappe Shot,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,9.285714285714286
Twilight Son,5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,8.4
Twirling Candy,44,0.22727272727272727,0.29545454545454547,0.4318181818181818,0.2727272727272727,0.18181818181818182,0.26666666666666666,0.14285714285714285,,0.2,0.25,6.159090909090909
U S Navy Flag,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.714285714285714
Ulysses,8,0.375,0.5,0.625,0.0,0.42857142857142855,0.375,,,0.5,0.0,4.625
Unbridled's Song,12,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,8.333333333333334
Uncaptured,12,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.1111111111111111,0.0,0.0,0.25,0.0,0.25,8.75
Uncle Mo,201,0.13432835820895522,0.2736318407960199,0.35323383084577115,0.15384615384615385,0.12962962962962962,0.16417910447761194,0.1171875,0.16666666666666666,0.1347517730496454,0.13793103448275862,7.0945273631840795
Unified,23,0.17391304347826086,0.30434782608695654,0.391304347826087,,0.17391304347826086,0.17391304347826086,,,0.17647058823529413,0.0,7.3478260869565215
Union Rags,61,0.14754098360655737,0.3114754098360656,0.36065573770491804,0.0,0.17307692307692307,0.2727272727272727,0.13043478260869565,0.0,0.17073170731707318,0.0,6.409836065573771
Upstart,12,0.16666666666666666,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,8.75
Vekoma,27,0.1111111111111111,0.14814814814814814,0.2222222222222222,0.0,0.14285714285714285,0.0,0.2,,0.0,0.6,8.814814814814815
Verrazano,17,0.17647058823529413,0.23529411764705882,0.29411764705882354,,0.17647058823529413,0.25,0.1111111111111111,,0.18181818181818182,0.0,7.294117647058823
Vino Rosso,12,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.09090909090909091,0.2,0.0,,0.125,0.0,8.833333333333334
Violence,59,0.1016949152542373,0.15254237288135594,0.2542372881355932,0.0,0.12244897959183673,0.12244897959183673,0.0,0.0,0.05555555555555555,0.0,9.271186440677965
Volatile,20,0.3,0.3,0.5,0.0,0.35294117647058826,0.4,0.0,,0.25,,5.8
War Command,22,0.13636363636363635,0.2727272727272727,0.2727272727272727,0.15789473684210525,0.0,0.15789473684210525,0.0,,0.13333333333333333,0.0,8.863636363636363
War Front,121,0.14049586776859505,0.23140495867768596,0.2809917355371901,0.17857142857142858,0.1076923076923077,0.13333333333333333,0.07692307692307693,0.6,0.16279069767441862,0.06666666666666667,7.809917355371901
West Coast,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.285714285714286
Wootton Bassett,36,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86111111111111
Yaupon,13,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.0,0.18181818181818182,0.18181818181818182,0.0,,0.125,0.0,8.076923076923077
Zarak,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,,0.0,0.0,0.0,,8.333333333333334
Zoffany,30,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.0,0.05263157894736842,0.0,0.0,0.3333333333333333,0.04,0.0,7.2
Zoustar,58,0.10344827586206896,0.1724137931034483,0.25862068965517243,0.1111111111111111,0.07692307692307693,0.09523809523809523,0.125,,0.11627906976744186,0.16666666666666666,7.672413793103448
アイファーソング,140,0.06428571428571428,0.12857142857142856,0.15714285714285714,0.0,0.07142857142857142,0.057692307692307696,0.0759493670886076,0.0,0.05154639175257732,0.0,8.842857142857143
アイルハヴアナザー,2110,0.06824644549763033,0.13744075829383887,0.1928909952606635,0.061258278145695365,0.07104913678618859,0.06779661016949153,0.06828885400313972,0.06951871657754011,0.06379821958456973,0.07339449541284404,7.854976303317535
アグニシャイン,15,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.0,0.07692307692307693,0.09090909090909091,0.0,,0.09090909090909091,0.0,6.266666666666667
アグネスデジタル,419,0.0405727923627685,0.07398568019093078,0.1288782816229117,0.02702702702702703,0.04797047970479705,0.055793991416309016,0.013333333333333334,0.05555555555555555,0.02564102564102564,0.06349206349206349,8.742243436754176
アサクサキングス,236,0.06779661016949153,0.1652542372881356,0.2330508474576271,0.04950495049504951,0.08148148148148149,0.0759493670886076,0.05263157894736842,0.09302325581395349,0.03496503496503497,0.21212121212121213,7.961864406779661
アジアエクスプレス,2135,0.06323185011709602,0.13864168618266978,0.20562060889929742,0.06312292358803986,0.06324972737186478,0.06391270459859703,0.06180469715698393,0.06976744186046512,0.062103034580098804,0.03987730061349693,7.759718969555035
アスカクリチャン,209,0.0430622009569378,0.07177033492822966,0.12440191387559808,0.0,0.06293706293706294,0.05952380952380952,0.036036036036036036,0.0,0.045454545454545456,0.05,8.947368421052632
アスクピーターパン,21,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.0,0.07692307692307693,0.0,0.07142857142857142,,0.0625,0.0,9.80952380952381
アッミラーレ,89,0.033707865168539325,0.07865168539325842,0.12359550561797752,0.02564102564102564,0.04,0.027777777777777776,0.06451612903225806,0.0,0.046875,0.0,8.640449438202246
アドマイヤオーラ,95,0.06315789473684211,0.11578947368421053,0.12631578947368421,0.043478260869565216,0.08163265306122448,0.058823529411764705,0.05555555555555555,0.125,0.07042253521126761,0.0,8.610526315789473
アドマイヤコジーン,84,0.05952380952380952,0.10714285714285714,0.17857142857142858,0.10416666666666667,0.0,0.07407407407407407,0.034482758620689655,0.0,0.05555555555555555,0.0,8.261904761904763
アドマイヤジャパン,28,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.821428571428571
アドマイヤマックス,205,0.03902439024390244,0.08780487804878048,0.13658536585365855,0.03937007874015748,0.038461538461538464,0.04,0.03571428571428571,0.041666666666666664,0.03355704697986577,0.15789473684210525,8.507317073170732
アドマイヤマーズ,635,0.12283464566929134,0.2031496062992126,0.2566929133858268,0.125,0.11822660098522167,0.12442396313364056,0.12105263157894737,0.13157894736842105,0.12114989733059549,0.07692307692307693,6.869291338582677
アドマイヤムーン,2066,0.04114230396902226,0.09825750242013553,0.15246853823814133,0.04922850844966936,0.02553191489361702,0.041666666666666664,0.03138373751783167,0.07878787878787878,0.04445964432284542,0.022988505747126436,8.607454017424976
アドミラブル,183,0.01639344262295082,0.04918032786885246,0.08743169398907104,0.024096385542168676,0.01,0.03333333333333333,0.008771929824561403,0.0,0.022388059701492536,0.0,8.92896174863388
アニマルキングダム,446,0.05605381165919283,0.10538116591928251,0.18161434977578475,0.046357615894039736,0.061016949152542375,0.056338028169014086,0.045454545454545456,0.2222222222222222,0.051118210862619806,0.06896551724137931,8.161434977578475
アポロキングダム,603,0.05804311774461028,0.12935323383084577,0.1824212271973466,0.02608695652173913,0.06557377049180328,0.07602339181286549,0.03125,0.043478260869565216,0.06036745406824147,0.0392156862745098,7.749585406301824
アポロケンタッキー,139,0.02877697841726619,0.10071942446043165,0.20863309352517986,0.0,0.03125,0.025,0.03773584905660377,0.0,0.0196078431372549,0.0,7.690647482014389
アポロソニック,50,0.08,0.12,0.16,0.0,0.10526315789473684,0.0,0.11538461538461539,0.09090909090909091,0.05714285714285714,0.25,9.92
アメリカンペイトリオット,1668,0.06115107913669065,0.12589928057553956,0.1882494004796163,0.06829896907216494,0.05493273542600897,0.06719367588932806,0.05889423076923077,0.025974025974025976,0.061908856405846945,0.078125,8.141486810551559
アメリカンボス,26,0.038461538461538464,0.11538461538461539,0.2692307692307692,0.045454545454545456,0.0,,0.0,0.05263157894736842,0.0,0.125,6.6923076923076925
アルアイン,884,0.05542986425339366,0.12782805429864252,0.1753393665158371,0.06197654941373534,0.041811846689895474,0.08888888888888889,0.038461538461538464,0.02040816326530612,0.05663189269746647,0.08571428571428572,8.322398190045249
アルデバランII,212,0.05660377358490566,0.10849056603773585,0.1509433962264151,0.047058823529411764,0.06299212598425197,0.058394160583941604,0.046153846153846156,0.1,0.05263157894736842,0.023809523809523808,9.268867924528301
アルバート,35,0.05714285714285714,0.08571428571428572,0.14285714285714285,0.0,0.10526315789473684,0.11764705882352941,0.0,0.0,0.041666666666666664,0.16666666666666666,8.685714285714285
アレスバローズ,45,0.1111111111111111,0.17777777777777778,0.17777777777777778,0.14285714285714285,0.0,0.12903225806451613,0.0,0.25,0.10714285714285714,0.0,9.244444444444444
アロマカフェ,55,0.05454545454545454,0.10909090909090909,0.14545454545454545,0.09090909090909091,0.045454545454545456,0.07692307692307693,0.0,,0.05555555555555555,0.07692307692307693,7.763636363636364
アンライバルド,460,0.030434782608695653,0.06304347826086956,0.11956521739130435,0.031007751937984496,0.0297029702970297,0.030612244897959183,0.034722222222222224,0.0,0.026578073089700997,0.04,8.808695652173913
アーネストリー,219,0.045662100456621,0.0684931506849315,0.1324200913242009,0.016129032258064516,0.05732484076433121,0.05511811023622047,0.0375,0.0,0.057971014492753624,0.02564102564102564,9.187214611872147
イスラボニータ,2573,0.06840264282938205,0.14691022153128644,0.23280217644772638,0.08054607508532423,0.052346570397111915,0.06058221872541306,0.07502061005770816,0.0898876404494382,0.07276618512573568,0.06716417910447761,7.485425573260785
インカンテーション,105,0.0380952380952381,0.047619047619047616,0.08571428571428572,0.0,0.043478260869565216,0.041666666666666664,0.03571428571428571,0.0,0.04411764705882353,0.0,9.323809523809524
インディチャンプ,209,0.09569377990430622,0.18660287081339713,0.2727272727272727,0.1103448275862069,0.0625,0.05714285714285714,0.13725490196078433,0.0,0.08536585365853659,0.16666666666666666,7.368421052631579
ウィルテイクチャージ,60,0.15,0.2833333333333333,0.35,0.0,0.16071428571428573,0.18181818181818182,0.15217391304347827,0.0,0.125,0.1111111111111111,5.85
ウインバリアシオン,196,0.061224489795918366,0.09693877551020408,0.15816326530612246,0.04819277108433735,0.07079646017699115,0.07692307692307693,0.047619047619047616,0.1111111111111111,0.056338028169014086,0.038461538461538464,8.88265306122449
ウインブライト,578,0.04844290657439446,0.12283737024221453,0.21280276816608998,0.050200803212851405,0.0375,0.06542056074766354,0.03827751196172249,0.09433962264150944,0.050314465408805034,0.043478260869565216,7.91522491349481
ウォータービルド,43,0.06976744186046512,0.13953488372093023,0.2558139534883721,0.1111111111111111,0.04,0.05555555555555555,0.08,,0.030303030303030304,0.0,7.3023255813953485
ウォーターリーグ,37,0.02702702702702703,0.13513513513513514,0.24324324324324326,0.0,0.030303030303030304,0.0625,0.0,,0.03571428571428571,0.0,7.162162162162162
エイシンアポロン,67,0.029850746268656716,0.05970149253731343,0.08955223880597014,0.0,0.045454545454545456,0.06451612903225806,0.0,0.0,0.0,0.125,10.522388059701493
エイシンサンディ,7,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,7.714285714285714
エイシンデピュティ,10,0.0,0.2,0.3,0.0,,,0.0,,0.0,,6.7
エイシンヒカリ,1109,0.05410279531109107,0.13165013525698827,0.2110009017132552,0.061823802163833076,0.04329004329004329,0.05847953216374269,0.048327137546468404,0.06896551724137931,0.05108556832694764,0.06015037593984962,7.69882777276826
エイシンフラッシュ,3527,0.05301956336830167,0.10433796427558832,0.1582081088743975,0.05975554549569941,0.0417298937784522,0.05149501661129568,0.04617055947854427,0.08298755186721991,0.04726976365118175,0.07174887892376682,8.240998015310462
エキストラエンド,14,0.0,0.07142857142857142,0.21428571428571427,0.0,,0.0,0.0,0.0,0.0,,8.5
エスケンデレヤ,942,0.06475583864118896,0.13481953290870488,0.20063694267515925,0.034482758620689655,0.07464788732394366,0.05394190871369295,0.06462035541195477,0.0975609756097561,0.06,0.053691275167785234,7.967091295116773
エスポワールシチー,1549,0.08198837959974177,0.15429309231762428,0.2304712717882505,0.044444444444444446,0.08430431802604524,0.0713436385255648,0.09481481481481481,0.09090909090909091,0.09007164790174002,0.06589147286821706,7.380245319561007
エタリオウ,8,0.125,0.125,0.125,0.14285714285714285,0.0,,0.14285714285714285,0.0,0.125,,11.125
エピカリス,145,0.027586206896551724,0.06206896551724138,0.12413793103448276,0.0,0.030303030303030304,0.03278688524590164,0.02564102564102564,0.0,0.04,0.0,9.620689655172415
エピファネイア,6859,0.08703892695728241,0.17087038926957282,0.2552850269718618,0.09728506787330317,0.05209003215434083,0.052941176470588235,0.09544468546637744,0.10570236439499305,0.09046020146158404,0.06752873563218391,7.140836856684648
エフフォーリア,9,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.4444444444444444,,0.5,0.42857142857142855,,0.42857142857142855,,4.555555555555555
エポカドーロ,140,0.02142857142857143,0.04285714285714286,0.11428571428571428,0.023255813953488372,0.018518518518518517,0.04081632653061224,0.012195121951219513,0.0,0.02702702702702703,0.0,9.085714285714285
エムオーウイナー,10,0.0,0.1,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,9.7
エンパイアペガサス,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,10.8
エンパイアメーカー,928,0.07219827586206896,0.15625,0.21443965517241378,0.04945054945054945,0.0777479892761394,0.07571801566579635,0.08,0.0,0.06172839506172839,0.050314465408805034,7.507543103448276
エーシンシャラク,21,0.0,0.09523809523809523,0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,0.0,9.666666666666666
エーシンジーライン,5,0.0,0.2,0.4,0.0,0.0,,0.0,,0.0,0.0,6.4
エーシントップ,52,0.038461538461538464,0.09615384615384616,0.11538461538461539,0.03125,0.05,0.023809523809523808,0.1,,0.05714285714285714,0.0,9.576923076923077
エーシンフォワード,22,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.0,0.05555555555555555,0.05555555555555555,0.0,,0.08333333333333333,0.0,9.363636363636363
オウケンブルースリ,109,0.06422018348623854,0.11009174311926606,0.1651376146788991,0.01639344262295082,0.125,0.12,0.05454545454545454,0.034482758620689655,0.04819277108433735,0.08333333333333333,8.192660550458715
オナーコード,15,0.2,0.2,0.26666666666666666,,0.2,0.21428571428571427,0.0,,0.0,0.6,6.733333333333333
オペラハウス,20,0.05,0.45,0.45,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.06666666666666667,0.0,4.95
オリオンザサンクス,23,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,0.0,0.0,,0.0,0.0,9.478260869565217
オルフェーヴル,5845,0.08229255774165954,0.15620188195038495,0.23130881094952951,0.08006912442396313,0.0855457227138643,0.07412790697674419,0.07923885259869355,0.10548523206751055,0.08031730292513634,0.08525033829499323,7.443969204448246
オレハマッテルゼ,57,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.03333333333333333,0.037037037037037035,0.020833333333333332,0.0,0.14285714285714285,0.05263157894736842,0.0,9.24561403508772
オンファイア,123,0.04065040650406504,0.08130081300813008,0.14634146341463414,0.0,0.05319148936170213,0.0,0.04950495049504951,0.0,0.038461538461538464,0.0,8.032520325203253
オーシャンブルー,148,0.02027027027027027,0.04054054054054054,0.11486486486486487,0.02830188679245283,0.0,0.0,0.012048192771084338,0.06896551724137931,0.01020408163265306,0.0,8.175675675675675
オールステイ,25,0.12,0.2,0.32,0.0,0.13043478260869565,0.0,0.0,0.23076923076923078,0.125,0.0,7.28
オーヴァルエース,85,0.047058823529411764,0.10588235294117647,0.11764705882352941,0.0,0.05,0.06779661016949153,0.0,0.0,0.06779661016949153,0.0,9.094117647058823
カジノドライヴ,778,0.06940874035989718,0.12210796915167095,0.18508997429305912,0.03125,0.07282913165266107,0.06382978723404255,0.07625272331154684,0.02702702702702703,0.06997742663656885,0.08484848484848485,8.230077120822623
カネヒキリ,571,0.047285464098073555,0.10332749562171628,0.1681260945709282,0.0,0.0531496062992126,0.04285714285714286,0.05821917808219178,0.014492753623188406,0.043478260869565216,0.05319148936170213,8.084063047285465
カフェオリンポス,12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,10.083333333333334
カフェラピード,21,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.0,0.0,,0.0,0.0,8.0
カラヴァッジオ,81,0.12345679012345678,0.19753086419753085,0.2839506172839506,0.1206896551724138,0.13043478260869565,0.1320754716981132,0.1111111111111111,0.0,0.13333333333333333,0.0,7.3580246913580245
カリズマティック,27,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.04,0.0,0.05,0.0,0.07692307692307693,0.0,8.444444444444445
カリフォルニアクローム,1186,0.07251264755480608,0.1399662731871838,0.19224283305227655,0.056847545219638244,0.08010012515644556,0.08602150537634409,0.0625,0.09090909090909091,0.06447831184056271,0.11764705882352941,8.165261382799326
カルストンライトオ,70,0.02857142857142857,0.02857142857142857,0.07142857142857142,0.0,0.044444444444444446,0.028985507246376812,0.0,,0.021739130434782608,0.1,8.3
カレンブラックヒル,2083,0.05808929428708593,0.12626020163226115,0.19347095535285647,0.037082818294190356,0.07142857142857142,0.0633445945945946,0.05125148986889154,0.05,0.05106382978723404,0.0472972972972973,7.905424867978876
カンパニー,85,0.023529411764705882,0.09411764705882353,0.15294117647058825,0.028169014084507043,0.0,0.0,0.06060606060606061,0.0,0.03225806451612903,0.0,8.48235294117647
ガルボ,245,0.044897959183673466,0.10612244897959183,0.19183673469387755,0.034722222222222224,0.0594059405940594,0.033707865168539325,0.049586776859504134,0.05714285714285714,0.04938271604938271,0.06451612903225806,7.697959183673469
キズナ,7661,0.1117347604751338,0.20558673802375668,0.2934342775094635,0.11281642415786326,0.10968229954614221,0.08434430964760255,0.1164075286415712,0.13531669865642995,0.11311890133718829,0.12009512485136742,6.777313666623156
キセキ,180,0.016666666666666666,0.06111111111111111,0.1388888888888889,0.010526315789473684,0.023529411764705882,0.0,0.022727272727272728,0.0,0.013888888888888888,0.0,8.944444444444445
キタサンブラック,2608,0.12423312883435583,0.21587423312883436,0.30828220858895705,0.12956298200514138,0.1085972850678733,0.09659090909090909,0.12811594202898552,0.14647887323943662,0.11913357400722022,0.12831858407079647,6.893021472392638
キタサンミカヅキ,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.444444444444445
キタノコマンドール,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334
キモンノカシワ,56,0.07142857142857142,0.21428571428571427,0.21428571428571427,,0.07142857142857142,0.2,0.06382978723404255,0.0,0.03333333333333333,0.07692307692307693,6.607142857142857
キャプテンキング,8,0.0,0.125,0.25,,0.0,0.0,,,0.0,0.0,6.5
キャプテンスティーヴ,12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.416666666666666
キャプテントゥーレ,208,0.038461538461538464,0.0625,0.11538461538461539,0.0,0.044444444444444446,0.04964539007092199,0.017857142857142856,0.0,0.05185185185185185,0.0,8.711538461538462
キョウエイギア,9,0.0,0.0,0.1111111111111111,,0.0,,0.0,0.0,0.0,0.0,7.0
キングカメハメハ,4141,0.09876841342670853,0.19415600096595026,0.27384689688481045,0.09811320754716982,0.09965831435079726,0.061633281972265024,0.10469591993841416,0.10850111856823266,0.09659090909090909,0.10841121495327102,6.871528616276262
キングズベスト,869,0.05753739930955121,0.1047180667433832,0.16570771001150747,0.0755813953488372,0.031161473087818695,0.046218487394957986,0.06906906906906907,0.08333333333333333,0.05956678700361011,0.06666666666666667,8.934407364787111
キングヘイロー,607,0.060955518945634266,0.11696869851729819,0.19769357495881384,0.07168458781362007,0.051829268292682924,0.0622568093385214,0.04700854700854701,0.08620689655172414,0.06698564593301436,0.06493506493506493,8.733113673805601
