父名,父_産駒数,父_勝率,父_連対率,父_複勝率,父_芝勝率,父_ダート勝率,父_短距離勝率,父_中距離勝率,父_長距離勝率,父_良馬場勝率,父_重馬場勝率,父_平均着順
Graydar,25,0.12,0.24,0.36,0.0,0.13636363636363635,0.13043478260869565,0.0,,0.15384615384615385,0.16666666666666666,6.24
Gun Runner,190,0.12631578947368421,0.2894736842105263,0.42105263157894735,0.058823529411764705,0.14102564102564102,0.14035087719298245,0.12307692307692308,0.0,0.11666666666666667,0.14814814814814814,5.457894736842105
Gutaifan,9,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,,0.125,0.0,,0.0,1.0,7.222222222222222
Hansen,9,0.1111111111111111,0.2222222222222222,0.2222222222222222,,0.1111111111111111,0.14285714285714285,0.0,,0.0,1.0,8.11111111111111
Hard Spun,300,0.04666666666666667,0.12333333333333334,0.18,0.09836065573770492,0.03347280334728033,0.06741573033707865,0.01834862385321101,0.0,0.059782608695652176,0.0,7.88
Harlan's Holiday,8,0.25,0.375,0.375,,0.25,0.25,,,0.3333333333333333,0.0,6.0
Harry Angel,26,0.15384615384615385,0.2692307692307692,0.5,0.17391304347826086,0.0,0.17391304347826086,0.0,,0.2222222222222222,0.0,4.6923076923076925
Havana Gold,19,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2777777777777778,0.0,0.2,0.2857142857142857,,0.35714285714285715,,8.894736842105264
Havana Grey,20,0.15,0.15,0.25,0.15,,0.15789473684210525,0.0,,0.13333333333333333,0.0,7.55
Haynesfield,49,0.02040816326530612,0.12244897959183673,0.20408163265306123,0.041666666666666664,0.0,0.0,,0.041666666666666664,0.027777777777777776,0.0,7.387755102040816
Holy Roman Emperor,5,0.0,0.0,0.4,0.0,,,0.0,,0.0,0.0,5.0
I Am Invincible,35,0.17142857142857143,0.2857142857142857,0.34285714285714286,0.29411764705882354,0.05555555555555555,0.3076923076923077,0.1111111111111111,0.0,0.15384615384615385,0.2,6.428571428571429
Iffraaj,95,0.10526315789473684,0.18947368421052632,0.3157894736842105,0.14705882352941177,0.0,0.0821917808219178,0.18181818181818182,,0.09722222222222222,0.1875,6.105263157894737
Improbable,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.25,,0.4,0.0,8.142857142857142
Intello,10,0.2,0.4,0.4,0.2,,0.25,0.0,,0.2,,4.9
Into Mischief,426,0.1643192488262911,0.2887323943661972,0.39436619718309857,0.0875,0.18208092485549132,0.16728624535315986,0.15328467153284672,0.2,0.17482517482517482,0.1206896551724138,5.821596244131455
Invincible Spirit,119,0.10084033613445378,0.24369747899159663,0.31092436974789917,0.09782608695652174,0.1111111111111111,0.11320754716981132,0.0,0.0,0.09302325581395349,0.15384615384615385,6.899159663865547
Itsmyluckyday,15,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,8.6
Jimmy Choux,9,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,,,0.0,,6.333333333333333
Jimmy Creed,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,,0.13333333333333333,0.18181818181818182,0.0,,0.2,0.16666666666666666,5.2
Justify,264,0.11363636363636363,0.20075757575757575,0.29924242424242425,0.0,0.13157894736842105,0.07964601769911504,0.13986013986013987,0.125,0.08928571428571429,0.14285714285714285,6.659090909090909
Justin Phillip,8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.875
Kameko,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0
Kantharos,43,0.13953488372093023,0.4186046511627907,0.5813953488372093,,0.13953488372093023,0.13793103448275862,0.14285714285714285,,0.16129032258064516,0.2,4.1395348837209305
Karakontie,7,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857
Kendargent,5,0.2,0.2,0.2,0.25,0.0,0.2,,,0.0,,12.2
Khozan,49,0.20408163265306123,0.3469387755102041,0.3877551020408163,0.0,0.22727272727272727,0.14285714285714285,0.35714285714285715,,0.2222222222222222,0.4,6.122448979591836
Kingman,264,0.12878787878787878,0.18181818181818182,0.25,0.14224137931034483,0.03125,0.128,0.12686567164179105,0.2,0.1319796954314721,0.06666666666666667,6.753787878787879
Kitten's Joy,138,0.10869565217391304,0.15217391304347827,0.21014492753623187,0.1,0.1206896551724138,0.1956521739130435,0.07352941176470588,0.041666666666666664,0.12631578947368421,0.08333333333333333,7.318840579710145
Klimt,29,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,,,0.0,0.0,9.310344827586206
Known Agenda,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,11.4
Le Havre,117,0.10256410256410256,0.19658119658119658,0.2564102564102564,0.12087912087912088,0.038461538461538464,0.13513513513513514,0.08695652173913043,0.09090909090909091,0.09302325581395349,0.0,7.3247863247863245
Lea,16,0.1875,0.1875,0.3125,0.2727272727272727,0.0,0.0,0.2,,0.21428571428571427,,6.6875
Leinster,8,0.125,0.25,0.25,0.14285714285714285,0.0,0.125,,,0.14285714285714285,0.0,9.125
Lemon Drop Kid,50,0.2,0.24,0.26,0.0,0.2702702702702703,0.3333333333333333,0.17142857142857143,0.0,0.25806451612903225,0.09090909090909091,7.5
Leroidesanimaux,10,0.0,0.1,0.4,,0.0,0.0,,,0.0,0.0,5.2
Liam's Map,109,0.11926605504587157,0.1926605504587156,0.24770642201834864,0.05,0.1348314606741573,0.20408163265306123,0.041666666666666664,0.08333333333333333,0.1267605633802817,0.11764705882352941,8.229357798165138
Lonhro,25,0.12,0.16,0.52,0.14285714285714285,0.0,0.1875,0.0,,0.13636363636363635,,6.24
Lope de Vega,32,0.15625,0.25,0.3125,0.18518518518518517,0.0,0.0,0.09090909090909091,0.42857142857142855,0.13636363636363635,0.3333333333333333,7.125
Lord Nelson,15,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.09090909090909091,0.0,0.07142857142857142,0.0,,0.07142857142857142,0.0,9.333333333333334
Lord of England,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0
Lucky Vega,13,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,,0.0,0.0,6.3076923076923075
Macho Uno,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,8.4
Maclean's Music,68,0.16176470588235295,0.25,0.3088235294117647,0.0,0.1774193548387097,0.11538461538461539,0.3125,,0.2,0.2,7.970588235294118
Magician,30,0.03333333333333333,0.16666666666666666,0.3,0.03333333333333333,,0.03333333333333333,,,0.038461538461538464,0.0,5.433333333333334
Magna Grecia,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0
Majesticperfection,5,0.2,0.2,0.2,0.5,0.0,0.0,0.3333333333333333,,0.2,,8.4
Make Believe,7,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,0.0,8.142857142857142
Malibu Moon,105,0.11428571428571428,0.18095238095238095,0.2761904761904762,0.0,0.1348314606741573,0.11764705882352941,0.125,0.0,0.12,0.06666666666666667,6.742857142857143
Masar,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.133333333333333
Mastercraftsman,42,0.047619047619047616,0.16666666666666666,0.21428571428571427,0.07407407407407407,0.0,0.0,0.04,0.2,0.03225806451612903,0.0,7.595238095238095
Maximum Security,16,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,,0.0,,9.5625
Mayson,16,0.125,0.125,0.25,0.09090909090909091,0.2,0.16666666666666666,0.0,,0.1,0.25,8.125
McKinzie,29,0.10344827586206896,0.13793103448275862,0.20689655172413793,0.0,0.125,0.17647058823529413,0.0,,0.10526315789473684,0.2,7.931034482758621
Medaglia d'Oro,138,0.057971014492753624,0.11594202898550725,0.21014492753623187,0.06349206349206349,0.05333333333333334,0.08536585365853659,0.019230769230769232,0.0,0.050505050505050504,0.125,8.195652173913043
Mendelssohn,85,0.16470588235294117,0.25882352941176473,0.35294117647058826,0.0,0.18181818181818182,0.16666666666666666,0.17647058823529413,0.0,0.14814814814814814,0.23076923076923078,6.705882352941177
Midnight Lute,60,0.06666666666666667,0.16666666666666666,0.2833333333333333,0.11428571428571428,0.0,0.05128205128205128,0.0,0.125,0.07894736842105263,0.0,7.7
Mineshaft,35,0.17142857142857143,0.22857142857142856,0.2571428571428571,0.0,0.18181818181818182,0.14814814814814814,0.3333333333333333,0.0,0.25,0.0,7.714285714285714
Mitole,27,0.07407407407407407,0.2962962962962963,0.2962962962962963,0.0,0.08333333333333333,0.09090909090909091,0.0,,0.10526315789473684,0.0,6.851851851851852
Mizzen Mast,15,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.07692307692307693,0.0,0.07142857142857142,0.0,,0.125,0.0,9.333333333333334
Mo Town,7,0.0,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,,,0.0,0.0,3.4285714285714284
Modernist,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,12.0
Mohaymen,38,0.05263157894736842,0.18421052631578946,0.2894736842105263,0.0,0.08333333333333333,0.05714285714285714,0.0,0.0,0.0,0.14285714285714285,7.342105263157895
Mor Spirit,26,0.15384615384615385,0.3076923076923077,0.38461538461538464,,0.15384615384615385,0.2222222222222222,0.14285714285714285,0.0,0.17647058823529413,0.0,5.346153846153846
More Than Ready,73,0.1232876712328767,0.1643835616438356,0.2465753424657534,0.19230769230769232,0.0851063829787234,0.13636363636363635,0.08695652173913043,0.16666666666666666,0.1702127659574468,0.0,7.739726027397261
Mshawish,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.454545454545455
Munnings,45,0.1111111111111111,0.17777777777777778,0.24444444444444444,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.11764705882352941,0.25,7.466666666666667
Myboycharlie,6,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,9.666666666666666
Nathaniel,76,0.05263157894736842,0.09210526315789473,0.10526315789473684,0.05660377358490566,0.043478260869565216,0.07692307692307693,0.06,0.0,0.03508771929824561,0.2857142857142857,8.763157894736842
New Approach,90,0.08888888888888889,0.16666666666666666,0.24444444444444444,0.07692307692307693,0.10526315789473684,0.09433962264150944,0.0967741935483871,0.0,0.06153846153846154,0.0,7.044444444444444
New Bay,34,0.0,0.08823529411764706,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.794117647058823
Night of Thunder,36,0.3333333333333333,0.3888888888888889,0.4166666666666667,0.4782608695652174,0.07692307692307693,0.32,0.36363636363636365,,0.3793103448275862,0.0,6.083333333333333
No Nay Never,125,0.136,0.272,0.312,0.15730337078651685,0.08333333333333333,0.11666666666666667,0.17857142857142858,0.0,0.14285714285714285,0.1111111111111111,7.392
Not This Time,13,0.07692307692307693,0.3076923076923077,0.46153846153846156,0.0,0.08333333333333333,0.0,0.09090909090909091,,0.1,0.0,5.615384615384615
Nyquist,54,0.14814814814814814,0.3888888888888889,0.5,0.0,0.16666666666666666,0.07692307692307693,0.175,0.0,0.15789473684210525,0.3333333333333333,5.703703703703703
Oasis Dream,31,0.03225806451612903,0.12903225806451613,0.12903225806451613,0.0,0.0625,0.047619047619047616,0.0,0.0,0.041666666666666664,0.0,9.129032258064516
Ocean Park,5,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,12.4
Olympic Glory,5,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,4.2
Omaha Beach,42,0.07142857142857142,0.14285714285714285,0.21428571428571427,,0.07142857142857142,0.08333333333333333,0.07142857142857142,0.0,0.08333333333333333,0.2,7.285714285714286
Optimizer,21,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.1,0.0,0.0,0.1,,0.1111111111111111,0.0,7.238095238095238
Orb,24,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083333333333334
Oscar Performance,32,0.125,0.125,0.15625,0.13333333333333333,0.0,0.0,0.16666666666666666,,0.09090909090909091,0.0,9.46875
Outstrip,12,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.125,0.16666666666666666,,,0.14285714285714285,1.0,6.666666666666667
Overanalyze,30,0.1,0.16666666666666666,0.23333333333333334,0.16666666666666666,0.0,0.10344827586206896,0.0,,0.09090909090909091,0.0,7.233333333333333
Paddy O'Prado,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.222222222222221
Palace Pier,23,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,,7.521739130434782
Panis,7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.857142857142857
Parading,6,0.0,0.0,0.0,,0.0,0.0,,,0.0,,12.833333333333334
Pioneerof the Nile,133,0.11278195488721804,0.19548872180451127,0.2857142857142857,0.058823529411764705,0.1206896551724138,0.05084745762711865,0.16666666666666666,0.125,0.11363636363636363,0.2,7.105263157894737
Pivotal,59,0.05084745762711865,0.13559322033898305,0.23728813559322035,0.0,0.06818181818181818,0.045454545454545456,0.06666666666666667,,0.0,0.375,8.728813559322035
Point of Entry,86,0.13953488372093023,0.2558139534883721,0.3372093023255814,0.1724137931034483,0.07142857142857142,0.05555555555555555,0.15789473684210525,0.18181818181818182,0.11864406779661017,0.14285714285714285,7.244186046511628
Postponed,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.391304347826088
Practical Joke,148,0.10135135135135136,0.16216216216216217,0.2702702702702703,0.09433962264150944,0.10526315789473684,0.08490566037735849,0.14285714285714285,,0.09433962264150944,0.0,7.121621621621622
Preservationist,12,0.08333333333333333,0.25,0.4166666666666667,0.0,0.09090909090909091,0.16666666666666666,0.0,,0.1,0.0,6.5
Protectionist,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9.333333333333334
Quality Road,130,0.1,0.24615384615384617,0.2923076923076923,0.0,0.1111111111111111,0.11290322580645161,0.09523809523809523,0.0,0.10227272727272728,0.15,6.969230769230769
