,列数,複勝率,勝率,平均人気,上3に2頭,全5に3頭
①現行相当,349.0,58.506087528792364,27.04837117472853,1.9012833168805527,46.29812438302073,26.127015465613688
②＋条件別expanding,399.0,58.90095426127016,27.21289897992761,1.9128002632444883,46.98914116485686,26.456071076011845
