母父名,母父_産駒数,母父_勝率,母父_連対率,母父_複勝率,母父_芝勝率,母父_ダート勝率,母父_短距離勝率,母父_中距離勝率,母父_長距離勝率,母父_良馬場勝率,母父_重馬場勝率,母父_平均着順
ティンタジェル,7,0.0,0.5714285714285714,0.5714285714285714,0.0,,,0.0,,0.0,,3.0
テイエムサンビカ,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,12.2
テイエムハナフブキ,5,0.0,0.0,0.2,,0.0,0.0,,,0.0,,7.0
テキサスルビー,8,0.0,0.25,0.25,0.0,0.0,0.0,0.0,,0.0,,6.0
テキスタイル,10,0.1,0.2,0.2,0.1111111111111111,0.0,,0.0,0.2,0.0,0.0,7.1
テクニカルラン,8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,0.0,0.0,5.375
テスティコ,18,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.611111111111111
テツナゴオ,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.0,0.25,,0.5,0.0,9.5
テツムーン,13,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.08333333333333333,0.0,,0.1,0.0,0.0,0.0,9.0
テディーズプロミス,5,0.2,0.2,0.2,0.2,,,0.2,,0.3333333333333333,,4.2
テネシーワルツ,5,0.2,0.2,0.2,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.2,,9.0
テメリアイランド,5,0.0,0.2,0.2,0.0,,,0.0,,0.0,,6.8
テルアケリー,8,0.125,0.25,0.5,0.2,0.0,0.0,0.25,0.0,0.2,0.0,5.375
テルヌーヴ,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.88888888888889
テンイムホウ,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,,0.0,0.0,0.0,,9.0
テンザンオトヒメ,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.0,0.0,0.3333333333333333,0.25,0.0,10.666666666666666
テンザンコノハナ,16,0.0625,0.125,0.1875,0.2,0.0,0.0,0.14285714285714285,0.0,0.09090909090909091,0.0,6.875
テンダリーヴォイス,8,0.0,0.125,0.25,0.0,,,0.0,0.0,0.0,,7.5
テーオーヴィーナス,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.0,0.0,0.16666666666666666,,0.16666666666666666,0.0,7.142857142857143
テールバインダー,9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.222222222222221
デアリングバード,8,0.25,0.25,0.375,0.25,,,0.2857142857142857,0.0,0.14285714285714285,1.0,5.0
デアリングワールド,7,0.14285714285714285,0.2857142857142857,0.5714285714285714,,0.14285714285714285,0.0,0.3333333333333333,,0.0,0.5,4.571428571428571
ディアエスペランサ,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.714285714285714
ディアジーナ,5,0.0,0.8,0.8,0.0,,,0.0,,0.0,0.0,2.4
ディアジーローズ,17,0.058823529411764705,0.11764705882352941,0.11764705882352941,,0.058823529411764705,0.0,0.07692307692307693,,0.0,0.125,8.705882352941176
ディアテイスティー,9,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0,,0.1111111111111111,,0.16666666666666666,0.0,6.0
ディアデラノビア,18,0.1111111111111111,0.4444444444444444,0.5,0.11764705882352941,0.0,0.0,0.18181818181818182,0.0,0.125,0.0,6.166666666666667
ディアデラマドレ,8,0.125,0.375,0.375,0.125,,,0.16666666666666666,0.0,0.14285714285714285,,5.0
ディアマイベイビー,7,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143
ディアルーモ,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334
ディオニージア,8,0.125,0.375,0.5,0.14285714285714285,0.0,,0.0,0.2,0.0,0.0,5.625
ディテール,7,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.0,,0.0,0.25,0.0,0.0,5.857142857142857
ディパッション,17,0.058823529411764705,0.058823529411764705,0.058823529411764705,,0.058823529411764705,0.058823529411764705,,,0.0,0.2,9.235294117647058
ディフィカルト,10,0.0,0.1,0.3,,0.0,0.0,,,0.0,0.0,4.8
ディマクコンダ,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.0,0.2,0.0,,0.25,0.0,10.666666666666666
ディラローシェ,5,0.0,0.0,0.4,0.0,,,0.0,0.0,0.0,,4.4
ディヴィナプレシオーサ,6,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,,0.3333333333333333,0.0,0.0,,5.333333333333333
ディヴォーション,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.2222222222222222,,,0.14285714285714285,0.5,7.555555555555555
ディーバ,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.875
ディープインアスク,14,0.0,0.0,0.0,0.0,,0.0,,,0.0,,11.285714285714286
ディープストーリー,6,0.0,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.0,0.0,6.666666666666667
ディープラヴ,9,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.375,0.0,,0.0,0.42857142857142855,0.3333333333333333,,4.0
デイトユアドリーム,5,0.2,0.4,0.4,,0.2,0.0,0.25,,0.3333333333333333,0.0,7.0
デイドリーマー,14,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,,,0.0,0.0,7.285714285714286
デグラーティア,5,0.2,0.4,0.4,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.2,,7.2
デザートチル,13,0.0,0.0,0.15384615384615385,0.0,0.0,,0.0,0.0,0.0,0.0,6.6923076923076925
デスティニーラブ,11,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,,,0.0,0.0,7.7272727272727275
デトロイトカフェ,10,0.1,0.3,0.3,0.1,,0.0,0.1111111111111111,,0.1111111111111111,,4.8
デフィニット,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,0.25,0.0,,0.0,0.3333333333333333,11.666666666666666
デュアルストーリー,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,6.5
デュエット,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.125
デュリュクス,17,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.16666666666666666,0.09090909090909091,0.1,0.14285714285714285,,0.16666666666666666,0.0,6.352941176470588
デュークタイフーン,13,0.07692307692307693,0.46153846153846156,0.46153846153846156,,0.07692307692307693,,0.08333333333333333,0.0,0.0,,4.538461538461538
デライトポイント,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,,0.0,0.0,0.0,0.0,8.555555555555555
デラモーレ,13,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.3333333333333333,0.1,0.0,0.3333333333333333,0.16666666666666666,0.25,0.0,7.538461538461538
デリケートアーチ,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10.2
デルマアマノジャク,18,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,,0.0,0.0,8.833333333333334
デルマオコマ,7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,6.857142857142857
デルマシズカチャン,5,0.0,0.0,0.2,,0.0,,0.0,,0.0,0.0,6.6
デルマトモエゴゼン,15,0.13333333333333333,0.26666666666666666,0.3333333333333333,,0.13333333333333333,,0.14285714285714285,0.0,0.25,0.0,7.533333333333333
デルマプロティナ,12,0.08333333333333333,0.16666666666666666,0.4166666666666667,,0.08333333333333333,0.08333333333333333,,,0.125,,6.333333333333333
デルマユリア,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,12.625
デルモニコキャット,5,0.2,0.2,0.2,,0.2,,0.2,,0.3333333333333333,0.0,4.6
デンコウデア,10,0.1,0.1,0.2,0.0,0.125,0.125,0.0,,0.1111111111111111,0.0,8.5
デヴェロッペ,13,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.07692307692307693,,0.0,0.0,0.16666666666666666,0.0,0.0,4.923076923076923
トゥザハピネス,10,0.1,0.1,0.2,,0.1,,0.3333333333333333,0.0,0.2,0.0,6.4
トゥルヴァーユ,7,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,0.0,6.714285714285714
トゥーピー,12,0.08333333333333333,0.25,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1,0.0,8.166666666666666
トウカイアンジュ,11,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,,8.818181818181818
トウカイデンヒル,10,0.1,0.3,0.4,0.0,0.1111111111111111,0.1111111111111111,,0.0,0.0,0.0,5.6
トウカイベルタ,17,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,6.823529411764706
トウカイポプリ,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.16666666666666666,0.14285714285714285,0.0,,0.2,0.0,9.444444444444445
トウカイミステリー,7,0.42857142857142855,0.42857142857142855,0.5714285714285714,,0.42857142857142855,0.42857142857142855,,,0.4,0.0,5.571428571428571
トウカイメガミ,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.333333333333334
トウカイライフ,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.142857142857142
トウケイスペシャル,13,0.07692307692307693,0.07692307692307693,0.07692307692307693,,0.07692307692307693,0.125,0.0,,0.0,0.0,8.923076923076923
トウケイルーブル,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,,,0.16666666666666666,,0.0,,4.666666666666667
トウシンハンター,6,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,,0.2,,4.333333333333333
トウホクビジン,13,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,,0.0,0.0,0.0,0.0,8.615384615384615
トウヨウテースト,9,0.0,0.0,0.1111111111111111,,0.0,0.0,,,0.0,0.0,7.333333333333333
トキノナスティア,12,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4,0.0,,0.0,0.25,0.0,0.25,5.833333333333333
トキノミスフレンチ,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,11.0
トシキャンディ,17,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.08333333333333333,0.1,0.0,,0.08333333333333333,0.0,7.705882352941177
トップアクトレス,9,0.0,0.1111111111111111,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334
トップオブザヘヴン,18,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.125,0.0,0.0,0.125,,0.14285714285714285,0.0,7.111111111111111
トップオブドーラ,13,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.08333333333333333,0.0,0.0,0.125,,0.1,0.0,7.615384615384615
トップコマチ,10,0.1,0.2,0.4,1.0,0.0,0.0,,1.0,0.16666666666666666,0.0,6.2
トップサンキスト,6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,7.5
トップセラー,13,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.15384615384615385,,,0.125,0.2,0.2,,4.384615384615385
トップデサイル,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,,0.0,0.0,0.0,0.0,8.777777777777779
トップモーション,6,0.3333333333333333,0.5,0.8333333333333334,0.3333333333333333,,,0.0,0.4,0.2,,2.5
トップライナーII,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.833333333333334
トップレディスター,7,0.14285714285714285,0.14285714285714285,0.2857142857142857,,0.14285714285714285,0.25,0.0,,0.3333333333333333,0.0,8.0
トラウム,10,0.0,0.1,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,7.6
トラディション,9,0.1111111111111111,0.3333333333333333,0.4444444444444444,,0.1111111111111111,0.0,0.16666666666666666,,0.14285714285714285,,5.222222222222222
トリアンドルス,5,0.2,0.4,0.4,,0.2,,0.25,0.0,0.25,,7.4
トリプルアクト,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0
トリプルハート,5,0.0,0.4,0.4,,0.0,0.0,,,0.0,0.0,6.0
トリプルピルエット,6,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,10.0
トリプレックス,18,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.0,0.0,0.09090909090909091,,0.0,0.25,7.944444444444445
トレサンセール,9,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334
トレノエンジェル,7,0.0,0.0,0.0,0.0,,,0.0,,0.0,,8.428571428571429
トレノトマト,14,0.14285714285714285,0.35714285714285715,0.5,,0.14285714285714285,0.0,0.125,0.3333333333333333,0.0,0.0,6.0
トレノローザ,6,0.16666666666666666,0.3333333333333333,0.5,,0.16666666666666666,,0.3333333333333333,0.0,0.0,,5.333333333333333
トレラピッド,12,0.0,0.08333333333333333,0.16666666666666666,0.0,,,0.0,0.0,0.0,0.0,7.0
トロピカルタイム,8,0.125,0.125,0.25,,0.125,1.0,0.0,,0.0,0.0,5.0
トロピカルラヴ,10,0.1,0.1,0.3,,0.1,,0.125,0.0,0.16666666666666666,0.0,7.3
トロワボヌール,5,0.0,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,,7.2
トワイスアップ,7,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,11.285714285714286
トワインブルーム,6,0.0,0.0,0.16666666666666666,,0.0,0.0,,,0.0,0.0,6.166666666666667
トーアティアレ,9,0.0,0.0,0.1111111111111111,,0.0,0.0,0.0,,0.0,0.0,7.888888888888889
トーアビバリーヒル,8,0.0,0.125,0.125,0.0,,,,0.0,0.0,0.0,6.0
トークショウ,5,0.0,0.0,0.4,0.0,,,0.0,,0.0,,5.4
トーセンアルニカ,8,0.125,0.375,0.75,,0.125,0.125,,,0.16666666666666666,0.0,4.5
トーセンイレイシャ,12,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.5,7.916666666666667
トーセンウィンドウ,7,0.0,0.0,0.14285714285714285,,0.0,0.0,0.0,0.0,0.0,0.0,8.285714285714286
トーセンウーノ,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,,0.0,0.0,7.444444444444445
トーセンオマージュ,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.2,,0.16666666666666666,,0.25,0.0,6.0
トーセンガラシャ,6,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,,,0.2,0.0,0.0,,3.8333333333333335
トーセンビート,5,0.2,0.4,0.4,,0.2,0.0,0.25,,0.5,0.0,6.0
トーセンフリージア,10,0.0,0.1,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,8.4
トーセンブリリアン,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.2,0.0,0.25,0.0,0.0,0.5,7.0
トーセンベルファム,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.2
トーセンミネルバ,5,0.2,0.2,0.4,0.0,0.5,,0.2,,0.25,0.0,6.4
トーセンラフィット,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.25,0.0,,0.0,,6.5
トーセンリリー,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.5
トーセンレディ,13,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,,0.0,0.0,0.0,0.0,8.23076923076923
トーセンロビン,9,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,,0.0,0.0,0.0,0.0,4.888888888888889
トーホウアマポーラ,8,0.0,0.25,0.25,0.0,0.0,0.0,0.0,,0.0,,5.75
トーホウシャイン,5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,11.2
トーホウドルチェ,8,0.0,0.125,0.25,0.0,0.0,,0.0,,0.0,0.0,8.625
トーホウプリンセス,8,0.25,0.25,0.375,0.2857142857142857,0.0,0.0,0.2857142857142857,,0.4,0.0,7.375
トーホウロサード,5,0.2,0.2,0.2,0.0,0.25,0.2,,,0.0,,10.6
トーホークイーン,5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,10.6
トーヨーサンバ,10,0.2,0.4,0.4,,0.2,,0.2222222222222222,0.0,0.0,0.0,4.6
トーワフォーチュン,12,0.0,0.0,0.08333333333333333,,0.0,0.0,,,0.0,0.0,8.916666666666666
ドクターベローナ,6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,9.833333333333334
ドナウブルー,8,0.125,0.125,0.25,0.125,,0.25,0.0,,0.0,0.0,7.375
ドナフュージョン,8,0.125,0.125,0.125,0.14285714285714285,0.0,,0.0,0.3333333333333333,0.2,0.0,9.375
ドナブリーニ,8,0.25,0.5,0.5,0.25,,0.0,0.2857142857142857,,0.2,0.5,3.875
ドナメジャー,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0.0,1.0,,0.0,0.0,8.0
ドナリサ,7,0.14285714285714285,0.2857142857142857,0.42857142857142855,,0.14285714285714285,0.0,0.5,,0.2,0.0,5.428571428571429
ドバイマジェスティ,7,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,,0.0,0.5,,0.5,,3.857142857142857
ドバウィハイツ,9,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,7.888888888888889
ドライアッド,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,,6.875
ドリーボヌール,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,,0.5,0.0,0.25,0.0,6.166666666666667
ドリームカムカム,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,8.5
ドリームダンシーズ,5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,8.6
ドリームピーチ,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857142857142857
ドリームモーメント,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.6
ドリームライター,17,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.16666666666666666,0.09090909090909091,0.0,0.14285714285714285,,0.1,0.2,7.529411764705882
ドリームレディ,6,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,7.5
ドルチェメンテ,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,10.4
ドルチェリモーネ,10,0.1,0.1,0.1,0.0,0.16666666666666666,,0.125,0.0,0.1111111111111111,,9.4
ドルドラムズ,7,0.2857142857142857,0.5714285714285714,0.5714285714285714,,0.2857142857142857,0.25,0.3333333333333333,,0.4,0.0,4.857142857142857
ドルフィンルージュ,7,0.0,0.14285714285714285,0.2857142857142857,,0.0,0.0,0.0,,0.0,0.0,10.142857142857142
ドレスアップ,13,0.0,0.23076923076923078,0.38461538461538464,,0.0,0.0,0.0,,0.0,0.0,4.461538461538462
ナイキトライアンフ,15,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,7.266666666666667
ナイキトリック,8,0.125,0.125,0.125,,0.125,0.2,0.0,0.0,0.2,0.0,6.25
ナイキフェイバー,8,0.0,0.125,0.125,0.0,,0.0,0.0,0.0,0.0,0.0,6.125
ナイスゴールド,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.16666666666666666,0.0,0.16666666666666666,,0.0,0.0,9.142857142857142
ナイスミイチャン,7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,7.142857142857143
ナイトマジック,11,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.36363636363636365,,,0.5,0.3333333333333333,0.4,,5.363636363636363
ナオミノユメ,7,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,,0.0,0.0,0.0,6.142857142857143
ナカヤマジェンヌ,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0.14285714285714285,,,0.0,,7.0
ナショナルホリデー,10,0.0,0.3,0.6,0.0,0.0,,0.0,,0.0,,5.1
ナスカ,5,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,9.2
ナスケンアイリス,11,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.1111111111111111,0.0,0.1,,0.125,0.0,7.090909090909091
ナスノシベリウス,13,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.0,0.3333333333333333,,0.16666666666666666,0.0,0.2222222222222222,0.0,7.076923076923077
ナスノフィオナ,11,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,,0.0,0.0,0.0,0.0,7.636363636363637
ナチュラルブリッジ,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,9.8
ナデシコチョウサン,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.4
ナナヨーティアラ,15,0.13333333333333333,0.26666666666666666,0.4,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2,0.3333333333333333,0.0,5.4
ナナリー,11,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.1,0.1,0.0,,0.0,0.0,8.272727272727273
ナムラエラン,11,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.1111111111111111,0.14285714285714285,0.0,,0.0,0.0,8.363636363636363
ナムラカエデジョウ,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,9.0
ナムラカメーリア,15,0.06666666666666667,0.13333333333333333,0.2,0.0,0.1,,0.06666666666666667,,0.125,0.0,8.0
ナムラシゲコ,15,0.13333333333333333,0.2,0.26666666666666666,0.25,0.09090909090909091,0.0,0.1,0.25,0.1111111111111111,0.3333333333333333,6.533333333333333
ナムラチアーズ,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.2,0.0,0.2,,0.5,0.0,9.571428571428571
ナムラネネ,6,0.0,0.16666666666666666,0.16666666666666666,,0.0,0.0,,,0.0,0.0,8.333333333333334
ナムララピス,7,0.0,0.14285714285714285,0.2857142857142857,,0.0,,0.0,,0.0,0.0,5.857142857142857
ナリタカサブランカ,10,0.2,0.3,0.5,0.2,,,0.3333333333333333,0.0,0.2857142857142857,0.0,4.1
ナリタシルエット,6,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,,8.0
ナリタシークレット,13,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.125,0.0,0.16666666666666666,0.0,,0.0,0.0,6.0
ナリタジューン,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,11.5
ナリタブルースター,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.4
ナンシー,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,8.857142857142858
ナンヨーカノン,5,0.2,0.2,0.2,0.0,0.3333333333333333,0.5,0.0,,0.0,0.5,8.2
ナンヨーサフラウア,10,0.1,0.3,0.3,0.1,,1.0,0.0,,0.14285714285714285,0.0,5.6
ナンヨーナイト,9,0.0,0.1111111111111111,0.2222222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,8.11111111111111
ニアメ,11,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,,0.0,,10.0
ニイガッタメール,8,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,8.875
ニコールバローズ,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.2,0.16666666666666666,0.0,,0.25,0.0,6.0
ニシノアカツキ,12,0.0,0.08333333333333333,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,7.833333333333333
ニシノキュアノス,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.4
ニシノケイト,7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.428571428571429
ニシノシュクラン,5,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,7.4
ニシノシルエット,8,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
ニシノステディー,12,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,0.0,0.0,9.666666666666666
ニシノテキーラ,8,0.125,0.375,0.375,,0.125,0.16666666666666666,0.0,,0.0,0.0,6.875
ニシノナースコール,8,0.125,0.125,0.125,0.0,0.14285714285714285,0.2,0.0,,0.0,1.0,9.0
ニシノヒナギク,5,0.2,0.2,0.2,0.2,,,0.0,0.5,0.25,0.0,10.6
ニシノビギン,13,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.1111111111111111,0.16666666666666666,0.0,,0.0,0.5,7.153846153846154
ニシノフジムスメ,11,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,,0.0,0.0,7.181818181818182
ニシノブルームーン,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.4
ニシノプルメリア,9,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.16666666666666666,,8.11111111111111
ニシノプレシャス,10,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,8.2
ニシノマザーアース,12,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.416666666666667
ニシノマドカ,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.818181818181818
ニシノマナムスメ,11,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,,0.0,0.1,,0.0,0.0,8.090909090909092
ニシノマメフク,7,0.0,0.0,0.2857142857142857,,0.0,0.0,0.0,,0.0,0.0,5.714285714285714
ニシノミチシルベ,8,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,9.25
ニシノミナミカゼ,13,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,,,0.08333333333333333,0.0,0.08333333333333333,0.0,8.384615384615385
ニシノミラクル,9,0.0,0.3333333333333333,0.3333333333333333,,0.0,0.0,,,0.0,,6.555555555555555
ニシノムーンライト,8,0.125,0.125,0.125,0.125,,0.14285714285714285,0.0,,0.0,0.0,7.75
ニシノメルモ,16,0.0625,0.25,0.3125,0.0,0.09090909090909091,0.0,0.0,0.1111111111111111,0.1,0.0,5.25
ニシノモレッタ,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,8.0
ニシノモンクス,15,0.13333333333333333,0.13333333333333333,0.2,0.0,0.14285714285714285,0.13333333333333333,,,0.125,0.0,6.266666666666667
ニシノリコルディ,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.25,0.0,0.25,,0.0,0.5,7.166666666666667
ニシノリンド,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.0
ニシノワン,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.8
ニホンピロアブミ,8,0.125,0.125,0.125,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.0,0.3333333333333333,8.375
ニホンピロアンバー,6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,8.833333333333334
ニホンピロエミリー,19,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.25,0.0,0.0,0.2,0.0,0.0,0.0,8.0
ニホンピロコナユキ,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,10.3
ニホンピロシェリー,6,0.16666666666666666,0.5,0.6666666666666666,0.0,0.2,,0.16666666666666666,,0.5,0.0,5.333333333333333
ニホンピロタルト,5,0.0,0.0,0.2,,0.0,0.0,0.0,,0.0,,9.8
