母父名,母父_産駒数,母父_勝率,母父_連対率,母父_複勝率,母父_芝勝率,母父_ダート勝率,母父_短距離勝率,母父_中距離勝率,母父_長距離勝率,母父_良馬場勝率,母父_重馬場勝率,母父_平均着順
Acquant,9,0.1111111111111111,0.6666666666666666,0.8888888888888888,,0.1111111111111111,,0.1111111111111111,,0.14285714285714285,0.0,2.4444444444444446
Always Auditioning,7,0.0,0.0,0.2857142857142857,,0.0,,0.0,0.0,0.0,0.0,7.0
Appealing Stella,5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,10.6
Beauty and Light,8,0.375,0.5,0.5,0.0,0.42857142857142855,0.375,,,0.5,0.0,5.375
Bellini Sunrise,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,8.363636363636363
Blading Gold Ring,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Bodacious Babe,5,0.2,0.2,0.2,,0.2,,0.2,,0.0,1.0,7.6
Broadway Lullaby,6,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.0,,,0.0,0.0,5.5
Cabaret Starlet,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,9.166666666666666
Cape Elizabeth,5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,13.4
Careless Jewel,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.0,0.5,0.2,,0.2857142857142857,,7.714285714285714
Cat's Fair,7,0.0,0.14285714285714285,0.2857142857142857,,0.0,0.0,0.0,,0.0,0.0,6.857142857142857
Coco as in Chanel,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,0.0,10.428571428571429
Cocoa Cowgirl,7,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.16666666666666666,0.14285714285714285,,,0.0,1.0,9.714285714285714
Combat's Love,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,9.166666666666666
Country Cafe,10,0.2,0.3,0.3,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,6.3
Cowgirl Lucky,8,0.25,0.375,0.5,,0.25,0.0,0.3333333333333333,,0.4,0.0,4.875
Crescent Moon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.4
Date to Remember,5,0.0,0.2,0.2,0.0,0.0,,0.0,,0.0,0.0,6.8
Diamante,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166666666666666
Dupe,5,0.2,0.6,0.8,0.2,,,0.2,,0.2,,2.4
Espial,17,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.0,0.1,0.09090909090909091,0.0,,0.0,0.2,6.0
Fashionable,6,0.3333333333333333,0.5,0.5,0.3333333333333333,,0.0,0.6666666666666666,,0.25,,5.5
For Passion,13,0.23076923076923078,0.23076923076923078,0.38461538461538464,,0.23076923076923078,0.25,0.0,,0.25,0.0,6.769230769230769
Fraulein,5,0.0,0.2,0.2,0.0,0.0,,0.0,,0.0,,6.6
Frolic's Revenge,8,0.25,0.375,0.375,,0.25,,0.2,0.3333333333333333,0.16666666666666666,1.0,5.625
Glinda the Good,5,0.2,0.8,1.0,,0.2,0.2,,,0.0,,2.0
Glorious Success,5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,7.6
Golden Made,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4
Gracious Lady,8,0.375,0.375,0.375,,0.375,0.375,,,0.2,1.0,5.0
Her Smile,6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,11.833333333333334
Ilikecandy,12,0.25,0.3333333333333333,0.5833333333333334,,0.25,0.3333333333333333,0.2222222222222222,,0.2222222222222222,0.5,6.166666666666667
Into Reality,5,0.0,0.2,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,8.4
Invitation,6,0.0,0.0,0.16666666666666666,0.0,0.0,,0.0,0.0,0.0,0.0,9.333333333333334
Jillnextdoor,5,0.2,0.2,0.2,0.0,0.25,0.5,0.0,,0.0,1.0,6.6
Kerry's Dream,6,0.16666666666666666,0.5,0.6666666666666666,0.0,0.2,0.2,0.0,,0.0,0.0,5.5
Kitten's Peak,14,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.0,0.15384615384615385,0.14285714285714285,,,0.1111111111111111,0.25,5.071428571428571
Little Miss Muffet,10,0.4,0.5,0.7,0.4,,0.3333333333333333,0.5,0.0,0.16666666666666666,0.5,3.9
Love and Pride,5,0.2,0.4,0.6,0.0,0.25,,0.2,,0.3333333333333333,0.0,3.6
Maltese Googol,9,0.0,0.2222222222222222,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,7.777777777777778
Mare and Cher,8,0.125,0.125,0.125,,0.125,0.14285714285714285,0.0,,0.16666666666666666,0.0,7.5
Maria's Dance,8,0.0,0.375,0.375,0.0,0.0,0.0,,,0.0,,6.5
Mary's Follies,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,,0.6666666666666666,,0.5,1.0,5.5
Mayoress,5,0.0,0.0,0.2,,0.0,,0.0,0.0,0.0,0.0,7.2
Midnight Visit,6,0.0,0.3333333333333333,0.6666666666666666,,0.0,,0.0,,0.0,0.0,4.166666666666667
Miss Singhsix,5,0.2,0.8,0.8,,0.2,1.0,0.0,,0.25,,3.4
Miss With Attitude,10,0.0,0.1,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,5.2
Missamerica Bertie,7,0.0,0.14285714285714285,0.14285714285714285,,0.0,0.0,,,0.0,0.0,9.285714285714286
Muravka,7,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571
Muscovado,5,0.4,0.4,0.4,0.4,,,0.4,,0.4,,6.4
My Anguilla,5,0.0,0.0,0.2,0.0,,,,0.0,0.0,,6.8
My Fast One,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,,0.2857142857142857,0.4,0.0,,0.4,0.0,8.0
Mystical Star,5,0.2,0.2,0.2,,0.2,0.0,0.25,,0.3333333333333333,0.0,7.2
Nokaze,17,0.23529411764705882,0.4117647058823529,0.47058823529411764,0.2857142857142857,0.0,0.0,0.3076923076923077,0.0,0.26666666666666666,,4.9411764705882355
Our Miss Jones,10,0.2,0.2,0.2,,0.2,0.2,,,0.16666666666666666,0.0,4.5
Painted Woman,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,9.625
Pirika,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.666666666666666
Polish Silk,5,0.0,0.2,0.4,,0.0,0.0,,,0.0,,6.6
Princess Cammie,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,6.5
Profitability,6,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,,0.0,,0.0,0.0,6.833333333333333
Pyrography,11,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.1,0.0,,0.09090909090909091,,0.2,0.0,5.181818181818182
Reset In Blue,5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,10.4
Santa Vindi,8,0.0,0.0,0.375,,0.0,0.0,,,0.0,0.0,6.625
Screen Goddess,15,0.2,0.26666666666666666,0.26666666666666666,0.0,0.21428571428571427,,0.2,0.2,0.2222222222222222,0.25,6.4
Sindy With an S,13,0.0,0.15384615384615385,0.23076923076923078,0.0,0.0,,0.0,0.0,0.0,0.0,6.923076923076923
Sisheba,6,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,7.5
Squeeze,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,,0.0,0.3333333333333333,,0.2,0.0,6.166666666666667
Stopchargingmaria,5,0.2,0.2,0.4,0.0,0.25,,0.2,,0.5,0.0,3.6
Summer On the Lawn,5,0.2,0.4,0.4,0.0,0.25,,0.2,,0.5,0.0,4.6
Sweet Talker,9,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.16666666666666666,,0.0,0.5,7.111111111111111
Sweet Win,11,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.0,0.1111111111111111,0.0,0.14285714285714285,0.0,0.25,0.0,4.818181818181818
Swinging,9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.222222222222221
Switcheroo,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334
Tee Off,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.8
Unbridled Empire,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.4
Under Wraps,13,0.23076923076923078,0.46153846153846156,0.6153846153846154,1.0,0.16666666666666666,0.18181818181818182,0.0,1.0,0.16666666666666666,0.25,4.461538461538462
Unrivaled Belle,9,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,,,0.125,0.0,0.14285714285714285,0.0,5.111111111111111
Waveband,11,0.0,0.18181818181818182,0.36363636363636365,0.0,,,0.0,0.0,0.0,0.0,4.909090909090909
アイアムアクトレス,5,0.2,0.2,0.2,,0.2,0.25,0.0,,0.25,0.0,8.0
アイアムカミノマゴ,13,0.07692307692307693,0.38461538461538464,0.6153846153846154,0.0,0.08333333333333333,0.25,0.0,,0.0,0.0,3.923076923076923
アイアムトゥルー,11,0.0,0.09090909090909091,0.09090909090909091,,0.0,0.0,,,0.0,,5.2727272727272725
アイアムネオ,11,0.09090909090909091,0.18181818181818182,0.18181818181818182,,0.09090909090909091,0.09090909090909091,,,0.2,0.0,6.636363636363637
アイアムネフライト,15,0.0,0.0,0.06666666666666667,,0.0,0.0,0.0,,0.0,0.0,9.866666666666667
アイアムノココロ,11,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.1111111111111111,0.125,0.0,,0.0,0.0,5.909090909090909
アイアムラヴィング,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.625
アイアムルビー,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,,0.0,0.0,6.777777777777778
アイアンクリッパー,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,,,0.0,,10.777777777777779
アイアンドユー,5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,9.6
アイシークレット,8,0.125,0.25,0.25,,0.125,0.125,,,0.25,,7.75
アイシースズカ,29,0.034482758620689655,0.06896551724137931,0.1724137931034483,0.0,0.041666666666666664,0.043478260869565216,0.0,,0.047619047619047616,0.0,8.206896551724139
アイスドール,11,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.2222222222222222,0.3333333333333333,0.2,0.0,0.2857142857142857,0.0,6.7272727272727275
アイスフォーリス,10,0.1,0.1,0.3,0.2,0.0,,0.0,0.2,0.0,0.0,7.1
アイスメアー,14,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.0,0.16666666666666666,0.25,0.125,0.0,0.125,0.0,6.214285714285714
アイズオンリー,22,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.06666666666666667,0.0,0.0,0.05555555555555555,,0.06666666666666667,,6.863636363636363
アイティアビー,14,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714
アイナマーリエ,8,0.125,0.375,0.5,,0.125,0.0,0.25,0.0,0.5,0.0,6.0
アイノココロ,6,0.0,0.16666666666666666,0.16666666666666666,,0.0,,0.0,,0.0,,7.666666666666667
アイファーイービス,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,10.4
アイファーシンシア,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.8
アイファーペガサス,9,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.0,0.125,,0.0,0.16666666666666666,0.0,0.0,6.777777777777778
アイファーヴァース,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,12.8
アイムオールレディセクシー,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.428571428571429
アイムユアドリーム,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,,0.2,0.0,0.0,0.0,6.5
アイラシンガー,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,13.2
アイラブリリ,12,0.25,0.25,0.4166666666666667,0.0,0.3333333333333333,0.4,0.2,0.0,0.3333333333333333,0.0,6.333333333333333
アイランドファッション,11,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.25,0.16666666666666666,0.0,,0.14285714285714285,0.0,7.363636363636363
アイリスモレア,23,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.10526315789473684,0.0,0.13333333333333333,0.0,,0.11764705882352941,0.0,8.304347826086957
アイリッシュペコ,10,0.0,0.1,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,5.4
アイルゴーバック,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,,0.0,0.0,,9.0
アインライツ,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
アウトオブザウィム,12,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,7.75
アウトオブタイム,6,0.16666666666666666,0.3333333333333333,0.5,,0.16666666666666666,0.0,0.5,,0.16666666666666666,,5.166666666666667
アウトシャイン,6,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,,0.0,0.0,6.333333333333333
アオゾラ,6,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.0,,3.8333333333333335
アオゾラペダル,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142857142857142
アオバ,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.4
アオバコリン,8,0.375,0.5,0.5,0.375,,,0.6,0.0,0.3333333333333333,0.0,4.0
アガサ,13,0.0,0.07692307692307693,0.07692307692307693,,0.0,0.0,0.0,,0.0,0.0,7.923076923076923
アガペー,6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,7.833333333333333
アガルタ,8,0.25,0.375,0.5,0.25,,,0.25,0.25,0.4,0.0,4.875
アガーテ,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.6
アクアブルーハート,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,0.0,,6.0
アクアリング,7,0.0,0.2857142857142857,0.2857142857142857,0.0,,0.0,0.0,,0.0,,7.428571428571429
アクティビューティ,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,0.25,0.0,8.333333333333334
アクロスザライト,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,0.0,0.0,7.375
アクロバットラン,5,0.0,0.4,0.4,0.0,,,0.0,,0.0,,3.2
アグネスカルミア,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.857142857142858
アグネスショコラ,9,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,,0.0,,5.444444444444445
アグネスバラード,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,12.666666666666666
アグネスパサー,7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.142857142857142
アグネスメープル,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.8
アグネスラブ,6,0.0,0.0,0.16666666666666666,0.0,,,0.0,,0.0,0.0,6.5
アグネスリース,7,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.25,0.0,0.0,0.0,0.5,0.0,0.0,7.571428571428571
アグネスワルツ,8,0.125,0.25,0.5,0.14285714285714285,0.0,,0.14285714285714285,0.0,0.0,0.0,4.375
アサカラヴァーズ,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,8.375
アサクサロータス,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,8.0
アシュレイリバー,11,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.3,0.0,,0.3333333333333333,0.25,0.3333333333333333,0.5,4.454545454545454
アジアンプリンセス,5,0.2,0.4,0.4,,0.2,,0.2,,0.3333333333333333,0.0,7.0
アスカトップレディ,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.25,8.142857142857142
アスクレピアス,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0
アスコルティ,5,0.4,0.4,0.4,0.6666666666666666,0.0,0.6666666666666666,0.0,,0.5,0.0,6.6
アスターヒューモア,11,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.1111111111111111,0.2,0.0,0.0,0.125,0.0,8.272727272727273
アステオン,7,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.0,0.0,0.16666666666666666,,0.25,,7.714285714285714
アステュート,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.4
アステリオン,5,0.2,0.2,0.4,,0.2,,0.0,0.25,0.25,,9.2
アスピリンスノー,8,0.0,0.125,0.25,0.0,0.0,0.0,0.0,,0.0,0.0,7.625
アズマガール,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,12.333333333333334
アゼリ,10,0.1,0.3,0.3,0.1111111111111111,0.0,,0.14285714285714285,0.0,0.0,,6.6
アソルータ,21,0.0,0.14285714285714285,0.19047619047619047,0.0,0.0,,0.0,0.0,0.0,0.0,7.380952380952381
アップルトウショウ,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,0.0,0.0,8.375
アップワードスパイラル,12,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,,,0.1,0.0,0.125,0.0,5.75
アディクティド,11,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,0.0,0.2222222222222222,,0.25,0.0,8.636363636363637
アディシオン,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.8
アデュラリア,8,0.0,0.0,0.25,,0.0,0.0,,,0.0,0.0,7.5
アトムスパンカー,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.142857142857142
アトランティード,7,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,0.0,6.285714285714286
アドニータ,15,0.13333333333333333,0.26666666666666666,0.4,0.25,0.09090909090909091,,0.14285714285714285,0.0,0.125,0.0,5.2
アドバンスクラーレ,7,0.0,0.2857142857142857,0.7142857142857143,,0.0,0.0,0.0,,0.0,0.0,3.5714285714285716
アドマイヤアモーレ,16,0.0,0.1875,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
アドマイヤイチ,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.444444444444445
アドマイヤインディ,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,8.0
アドマイヤオウカ,5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,8.8
アドマイヤオンリー,8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,5.75
アドマイヤキュート,15,0.13333333333333333,0.2,0.2,0.13333333333333333,,,0.16666666666666666,0.0,0.2,0.0,6.733333333333333
アドマイヤキラメキ,6,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,,7.666666666666667
アドマイヤシズカ,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0
アドマイヤシルク,10,0.2,0.3,0.3,0.4,0.0,0.0,0.4,0.0,0.16666666666666666,1.0,6.2
アドマイヤシーマ,7,0.0,0.42857142857142855,0.7142857142857143,0.0,,,0.0,0.0,0.0,0.0,3.142857142857143
アドマイヤジュエル,14,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.214285714285714
アドマイヤセプター,11,0.09090909090909091,0.5454545454545454,0.5454545454545454,0.09090909090909091,,0.125,0.0,,0.0,0.0,4.7272727272727275
アドマイヤダンサー,6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,6.833333333333333
アドマイヤテレサ,5,0.0,0.0,0.2,0.0,,,0.0,0.0,0.0,0.0,8.6
アドマイヤトパーズ,9,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,,0.0,0.0,7.0
アドマイヤパンチ,14,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.16666666666666666,0.0,,0.0,0.2,0.0,0.3333333333333333,6.5
アドマイヤヒラリー,6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0
アドマイヤビアン,8,0.375,0.375,0.375,0.375,,0.5,0.2,1.0,0.75,0.0,5.25
アドマイヤマダム,9,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,11.11111111111111
アドマイヤラック,8,0.125,0.125,0.125,,0.125,0.14285714285714285,0.0,,0.2,0.0,6.25
アドマイヤレッド,5,0.0,0.0,0.2,,0.0,0.0,0.0,,0.0,,7.6
アナアメリカーナ,11,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.1111111111111111,0.0,0.0,0.16666666666666666,0.0,0.1,,6.454545454545454
アナザーガール,6,0.0,0.0,0.3333333333333333,,0.0,,0.0,0.0,0.0,0.0,6.0
アナンジュパス,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,,0.0,0.0,0.0,0.0,7.166666666666667
アニマトゥール,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.8
アニメイトバイオ,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,,0.4,0.0,,0.2,,5.142857142857143
アバンダンティア,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,9.5
アパパネ,16,0.1875,0.25,0.3125,0.2,0.0,,0.25,0.0,0.23076923076923078,0.0,6.5
アビラ,13,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,,0.0,0.0,10.0
アピールII,10,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,10.5
アフィニティ,6,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,11.333333333333334
アフェクショネット,8,0.375,0.5,0.5,,0.375,0.5,0.0,,0.0,0.0,3.25
アフェランドラ,5,0.0,0.0,0.2,0.0,,,0.0,0.0,0.0,0.0,7.2
アフレイタス,9,0.2222222222222222,0.2222222222222222,0.3333333333333333,,0.2222222222222222,0.2222222222222222,,,0.2,0.0,5.444444444444445
アフロディシアス,7,0.2857142857142857,0.42857142857142855,0.5714285714285714,,0.2857142857142857,,0.4,0.0,0.2,,4.142857142857143
アブソリュートレディ,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.0,0.5,,0.0,0.0,6.5
アプリコットフィズ,16,0.0625,0.125,0.25,0.07692307692307693,0.0,0.0,0.0,0.25,0.07692307692307693,0.0,5.8125
アペラシオン,11,0.09090909090909091,0.09090909090909091,0.18181818181818182,,0.09090909090909091,0.1111111111111111,0.0,,0.14285714285714285,0.0,9.181818181818182
アポセカリー,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.142857142857142
アポロジャスミン,9,0.0,0.2222222222222222,0.3333333333333333,,0.0,0.0,0.0,,0.0,,5.888888888888889
アポロティアラ,5,0.2,0.2,0.4,0.2,,,0.0,0.25,0.2,,6.2
アポロノカンザシ,18,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.0,0.058823529411764705,0.0,0.0,0.3333333333333333,0.0,0.0,7.666666666666667
アマダブラム,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.5
アマノチェリーラン,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.833333333333333
アマルフィターナ,5,0.0,0.6,0.6,0.0,,0.0,0.0,,0.0,0.0,5.0
アミリス,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.0,0.2,,0.0,0.0,8.666666666666666
アムールポエジー,10,0.0,0.0,0.3,,0.0,,0.0,0.0,0.0,0.0,5.8
アムールレジェンド,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2
アメリ,19,0.21052631578947367,0.3684210526315789,0.3684210526315789,0.21428571428571427,0.2,,0.25,0.0,0.2,0.3333333333333333,5.473684210526316
アメージングムーン,5,0.6,0.6,0.6,0.6,,,0.6666666666666666,0.5,0.3333333333333333,1.0,4.8
アモールミーオ,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.428571428571429
アモーレヴォレ,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,0.0,,5.8
アユサン,10,0.0,0.1,0.2,0.0,,0.0,0.0,,0.0,0.0,6.4
アラドヴァル,6,0.0,0.0,0.3333333333333333,,0.0,,0.0,0.0,0.0,0.0,4.833333333333333
アラマサスナイパー,5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,6.0
アラマサダンサー,13,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.09090909090909091,0.08333333333333333,0.0,,0.0,0.5,10.692307692307692
アリオーン,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,9.6
アリゲーターアリー,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.428571428571429
アリスマイン,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.8
アリデッド,5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,8.0
アリュージョン,7,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,,8.571428571428571
アリー,14,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,,0.0,,7.928571428571429
アリーペデ,7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,8.571428571428571
アルアマーナ,12,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.0,0.2,0.0,0.2,,0.2222222222222222,0.0,5.916666666666667
アルカネット,10,0.0,0.0,0.0,0.0,,,0.0,,0.0,,6.6
アルカンジュ,9,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,9.0
アルギュロス,6,0.0,0.0,0.16666666666666666,0.0,,0.0,0.0,,0.0,,9.0
アルシッペ,7,0.14285714285714285,0.2857142857142857,0.2857142857142857,,0.14285714285714285,,0.16666666666666666,0.0,0.0,0.0,5.857142857142857
アルティメイトラブ,13,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.0,0.2727272727272727,,0.2727272727272727,0.0,0.2222222222222222,0.5,4.923076923076923
アルデグロリア,9,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.555555555555555
アルデュイナ,11,0.09090909090909091,0.18181818181818182,0.2727272727272727,,0.09090909090909091,0.0,0.1,,0.0,0.3333333333333333,6.181818181818182
アルトゥーナ,6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,7.5
アルビアーノ,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.2,,5.333333333333333
アルピナブルー,8,0.125,0.125,0.5,0.2,0.0,0.16666666666666666,0.0,,0.2,0.0,6.0
アルフィルク,7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,8.285714285714286
アルペンローズ,8,0.125,0.125,0.125,0.125,,0.2,0.0,0.0,0.0,0.0,8.375
アルマシャウラ,8,0.0,0.0,0.125,0.0,0.0,,0.0,0.0,0.0,0.0,5.875
