母父名,母父_産駒数,母父_勝率,母父_連対率,母父_複勝率,母父_芝勝率,母父_ダート勝率,母父_短距離勝率,母父_中距離勝率,母父_長距離勝率,母父_良馬場勝率,母父_重馬場勝率,母父_平均着順
A Bit of Humor,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4,0.0,,0.5,0.0,9.333333333333334
A Footstep Away,11,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.16666666666666666,0.0,0.1,0.0,,0.0,0.25,8.727272727272727
A Star Is Born,20,0.0,0.1,0.2,0.0,0.0,0.0,,,0.0,0.0,8.7
A Z Warrior,17,0.23529411764705882,0.29411764705882354,0.5294117647058824,0.0,0.3076923076923077,0.25,0.2,,0.3,0.3333333333333333,5.0588235294117645
Above Heaven,28,0.10714285714285714,0.2857142857142857,0.32142857142857145,0.0,0.11538461538461539,,0.1111111111111111,0.0,0.11764705882352941,0.2,6.464285714285714
Acqua Fresh,10,0.0,0.5,0.8,,0.0,0.0,0.0,,0.0,,3.2
Acquant,17,0.23529411764705882,0.5882352941176471,0.7058823529411765,,0.23529411764705882,0.0,0.25,,0.2857142857142857,0.0,3.6470588235294117
Afdhaad,7,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.5714285714285714,,0.5714285714285714,,,0.6666666666666666,0.0,2.857142857142857
Air France,22,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.1,0.09090909090909091,,,0.0625,0.0,7.7272727272727275
Alberton Park,8,0.25,0.25,0.5,0.25,,0.14285714285714285,1.0,,0.2,0.3333333333333333,5.25
Allegrezza,14,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.0,0.23076923076923078,0.21428571428571427,,,0.5,0.0,6.357142857142857
Allegrina,5,0.0,0.0,0.4,0.0,,,0.0,,0.0,0.0,5.0
Aloof,5,0.0,0.0,0.2,0.0,0.0,,0.0,,0.0,,8.8
Alpha Centauri,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,0.0,6.857142857142857
Alsace Lorraine,8,0.0,0.25,0.25,0.0,0.0,0.0,,,0.0,0.0,6.5
Always Auditioning,22,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.3333333333333333,0.05263157894736842,0.0,0.058823529411764705,0.25,0.07692307692307693,0.0,6.863636363636363
Ambitious Journey,24,0.16666666666666666,0.20833333333333334,0.3333333333333333,0.0,0.19047619047619047,0.18181818181818182,0.0,0.0,0.11764705882352941,0.0,9.208333333333334
Amelia,32,0.1875,0.375,0.4375,0.2,0.0,,0.0,0.21428571428571427,0.21739130434782608,0.5,5.0
Amen Hallelujah,9,0.4444444444444444,0.5555555555555556,0.7777777777777778,1.0,0.2857142857142857,,0.4444444444444444,,0.2,0.0,3.111111111111111
And Again,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0
Annie's Apple,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.75
Appealing Stella,34,0.11764705882352941,0.20588235294117646,0.23529411764705882,0.09090909090909091,0.13043478260869565,0.12121212121212122,0.0,,0.10714285714285714,0.25,8.117647058823529
Arania,6,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,7.833333333333333
Arctic Freedom,13,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.2,0.125,0.15384615384615385,,,0.125,0.25,5.615384615384615
Art of Dance,6,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.0,,,0.0,0.0,9.166666666666666
Aspenglow,10,0.0,0.1,0.2,0.0,0.0,0.0,,,0.0,0.0,7.4
Astral Favor,5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,10.4
Ataraxy,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2,0.0,,0.0,0.25,0.3333333333333333,0.0,4.833333333333333
Ava Pie,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.6
Azeema,6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,,8.0
Bal de La Rose,24,0.125,0.20833333333333334,0.375,0.13043478260869565,0.0,0.13636363636363635,0.0,,0.15,0.0,6.041666666666667
Banksia,6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0
Banree,5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,8.6
Batalha,13,0.23076923076923078,0.38461538461538464,0.46153846153846156,0.25,0.0,0.0,0.25,,0.25,,6.153846153846154
Baylor's Babe,8,0.25,0.375,0.625,,0.25,0.0,0.2857142857142857,,0.0,0.0,4.375
Be Fair,5,0.0,0.2,0.4,,0.0,,0.0,,0.0,0.0,3.6
Beautify,7,0.14285714285714285,0.14285714285714285,0.2857142857142857,,0.14285714285714285,0.3333333333333333,0.0,,0.0,1.0,7.428571428571429
Beauty and Light,21,0.23809523809523808,0.38095238095238093,0.42857142857142855,0.0,0.3125,0.23809523809523808,,,0.23076923076923078,0.2,6.666666666666667
Bedecked,8,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,0.0,0.0,8.875
Bella Traviata,18,0.2222222222222222,0.4444444444444444,0.6111111111111112,0.23529411764705882,0.0,0.2222222222222222,,,0.2857142857142857,0.0,4.166666666666667
Bellini Sunrise,24,0.125,0.125,0.16666666666666666,0.0,0.13636363636363635,0.06666666666666667,0.2222222222222222,,0.1875,0.0,7.0
Bewitched,6,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,7.5
Bible Belt,12,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,8.083333333333334
Big Raven,7,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,,,0.0,0.0,8.142857142857142
Blading Gold Ring,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8
Blazing Bliss,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.2
Blossomed,5,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0
Blue Bahia,11,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.727272727272727
Bodacious Babe,14,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.0,0.25,,0.25,0.0,0.0,1.0,5.785714285714286
Brampton,18,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222222222222221
Brave Cause,18,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,,,0.0,0.0,8.722222222222221
Briecat,15,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,8.6
Broadway Lullaby,22,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.058823529411764705,0.2,0.09090909090909091,,,0.06666666666666667,0.25,5.681818181818182
Broken Dreams,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.25,0.16666666666666666,,,0.25,0.0,6.166666666666667
Buy for Less,7,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,,,0.0,0.0,7.857142857142857
Buzkashi,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.428571428571429
C C's Pal,10,0.1,0.1,0.1,0.1,,0.1111111111111111,0.0,,0.125,,8.6
Cabaret Starlet,33,0.15151515151515152,0.21212121212121213,0.30303030303030304,0.18181818181818182,0.09090909090909091,0.18518518518518517,0.0,,0.14285714285714285,0.14285714285714285,6.696969696969697
Candiland,5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,10.4
Cape Elizabeth,31,0.06451612903225806,0.16129032258064516,0.3548387096774194,,0.06451612903225806,0.06451612903225806,,,0.0,0.3333333333333333,8.193548387096774
Cara Bella,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4,0.0,,0.2,1.0,7.0
Careless Jewel,13,0.38461538461538464,0.46153846153846156,0.46153846153846156,0.4166666666666667,0.0,0.4,0.375,,0.36363636363636365,,5.615384615384615
Carolina Bertie,6,0.5,0.5,0.5,,0.5,0.0,0.6,,0.4,,6.0
Cat On a Tin Roof,10,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,5.5
Cat's Fair,19,0.10526315789473684,0.2631578947368421,0.42105263157894735,0.25,0.0,0.1111111111111111,0.0,,0.18181818181818182,0.0,5.947368421052632
Cavalry Rose,9,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.0,0.1111111111111111,,,0.0,0.0,8.777777777777779
Centerpiece,14,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,,,0.0,0.0,6.571428571428571
Champagne Eyes,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.555555555555555
Charge of Angels,9,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.0,0.3333333333333333,0.2222222222222222,,,0.16666666666666666,0.5,2.5555555555555554
Chausie,14,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.642857142857142
Chick Flick,9,0.2222222222222222,0.3333333333333333,0.5555555555555556,,0.2222222222222222,0.2222222222222222,,,0.3333333333333333,0.25,5.333333333333333
Chocolate Pop,8,0.125,0.125,0.125,,0.125,,0.125,,0.0,1.0,8.375
Christies Treasure,11,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.3,0.0,0.2727272727272727,,,0.2857142857142857,0.5,4.363636363636363
Cloud of Smoke,9,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.16666666666666666,0.14285714285714285,0.0,,0.0,0.0,9.222222222222221
Coco as in Chanel,16,0.0625,0.1875,0.1875,0.125,0.0,0.07692307692307693,0.0,0.0,0.08333333333333333,0.0,9.5625
Cocoa Cowgirl,17,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.0,0.14285714285714285,0.11764705882352941,,,0.08333333333333333,0.5,8.529411764705882
Coeur de Beaute,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666
Combat's Love,24,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.2,,0.06666666666666667,0.0,10.083333333333334
Come Sunday,14,0.21428571428571427,0.42857142857142855,0.6428571428571429,,0.21428571428571427,0.23076923076923078,0.0,,0.25,0.0,4.0
Coolibah,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9.4
Copelan's Angel,5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,,6.8
Country Cafe,24,0.16666666666666666,0.25,0.375,0.0,0.17391304347826086,0.0,0.21052631578947367,0.0,0.07692307692307693,0.2222222222222222,5.958333333333333
Couture Cat,28,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.535714285714286
Cowgirl Lucky,14,0.2857142857142857,0.5,0.7142857142857143,,0.2857142857142857,0.25,0.3,,0.3333333333333333,0.3333333333333333,3.642857142857143
Coyote,9,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2222222222222222,,0.2222222222222222,,,0.2,0.0,4.666666666666667
Crecy,10,0.1,0.1,0.1,0.1111111111111111,0.0,0.0,0.14285714285714285,,0.1111111111111111,,5.8
Crescenda,8,0.125,0.125,0.25,0.2,0.0,0.0,0.16666666666666666,,0.0,0.3333333333333333,5.0
Crescent Moon,27,0.1111111111111111,0.2222222222222222,0.25925925925925924,0.11538461538461539,0.0,0.13043478260869565,0.0,,0.16666666666666666,0.0,8.814814814814815
Crimson Maple,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.14285714285714285,0.14285714285714285,0.0,,0.125,,8.11111111111111
Crosswinds,18,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.0625,,0.0625,0.0,0.0,0.0,7.5
Curluck,9,0.1111111111111111,0.5555555555555556,0.8888888888888888,,0.1111111111111111,,0.1111111111111111,,0.125,,2.6666666666666665
Cynthiana,10,0.1,0.2,0.2,0.0,0.14285714285714285,0.1,,,0.14285714285714285,0.0,6.4
D' Chili Pepper,8,0.125,0.125,0.125,0.14285714285714285,0.0,0.125,,,0.2,0.0,8.125
Da River Hoss,14,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.0,,,0.07142857142857142,0.08333333333333333,0.0,7.357142857142857
Dame Ursula,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.14285714285714285,,0.14285714285714285,,0.25,0.0,8.285714285714286
Danish Delight,9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.777777777777778
Date to Remember,18,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.08333333333333333,0.0,0.0,0.0,0.2,0.07142857142857142,0.0,6.888888888888889
Dattts Lady Di,8,0.125,0.25,0.25,,0.125,0.2,0.0,,0.25,0.0,7.125
Daydawn,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0,0.0,10.666666666666666
Dayrose,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0
Debit Or Credit,7,0.14285714285714285,0.2857142857142857,0.2857142857142857,,0.14285714285714285,0.14285714285714285,,,0.0,1.0,7.142857142857143
Debonnaire,15,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.09090909090909091,0.0,0.1,0.0,,0.08333333333333333,0.0,6.133333333333334
Deceptive Vision,8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,4.25
Delicate Lady,8,0.0,0.0,0.125,0.0,0.0,,0.0,0.0,0.0,0.0,6.75
Desired Trait,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,13.2
Desoto First Lady,5,0.2,0.2,0.2,0.0,0.25,0.2,,,0.3333333333333333,,8.8
Devious Intent,9,0.0,0.0,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,10.88888888888889
Diamante,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625
Discursus,5,0.0,0.0,0.4,0.0,,0.0,0.0,,0.0,,4.8
Distinguishable,22,0.13636363636363635,0.2727272727272727,0.5454545454545454,,0.13636363636363635,0.25,0.07142857142857142,,0.14285714285714285,0.0,4.590909090909091
Diva Von Tessa,9,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,,,0.0,,6.333333333333333
Divalarious,10,0.1,0.2,0.3,0.0,0.125,0.0,0.2,0.0,0.0,0.5,7.6
Divine Escapade,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.4
Divine Praises,11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.3,0.2727272727272727,,,0.0,0.25,6.818181818181818
Dixie Crisp,9,0.2222222222222222,0.7777777777777778,1.0,,0.2222222222222222,0.2222222222222222,,,0.0,0.0,2.0
Diza,5,0.0,0.2,0.4,,0.0,,0.0,,0.0,0.0,6.8
Donnie's Secret,5,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,8.8
Double Date,14,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.0,0.15384615384615385,0.0,0.25,,0.1,0.0,6.214285714285714
Downside Scenario,6,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.4,0.0,3.6666666666666665
Dragon's Tail,6,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,7.833333333333333
Draw It,9,0.1111111111111111,0.3333333333333333,0.3333333333333333,,0.1111111111111111,0.0,0.2,,0.0,0.0,7.666666666666667
Dream The Blues,9,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,,0.0,0.0,0.0,0.0,6.111111111111111
Dream of The Hill,7,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,,0.0,0.0,0.0,,7.285714285714286
Dreamy Blues,16,0.125,0.3125,0.375,,0.125,0.0,0.14285714285714285,,0.18181818181818182,0.0,5.625
Duff One,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.8
Dupe,16,0.125,0.5,0.5625,0.125,,,0.125,,0.14285714285714285,0.0,3.9375
Ealaan,19,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.263157894736842
Easy Feeling,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,,,0.3333333333333333,,7.166666666666667
Easy Victory,10,0.2,0.3,0.5,0.2,,0.2,,,0.25,0.0,4.4
Elizabeth Browning,6,0.5,0.6666666666666666,0.6666666666666666,,0.5,0.6,0.0,,0.5,,4.666666666666667
Eltimaas,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.14285714285714285,0.25,0.0,,0.14285714285714285,,8.571428571428571
Empire City,14,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.07692307692307693,0.07692307692307693,,0.0,0.09090909090909091,0.0,8.142857142857142
Encore,7,0.0,0.0,0.14285714285714285,,0.0,0.0,,,0.0,,7.428571428571429
Endless Chatter,13,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.09090909090909091,0.0,0.1111111111111111,,0.1,,7.846153846153846
Entertainment,14,0.0,0.21428571428571427,0.42857142857142855,0.0,,,0.0,0.0,0.0,0.0,4.214285714285714
Entreat,15,0.26666666666666666,0.4666666666666667,0.5333333333333333,0.2857142857142857,0.0,0.2857142857142857,0.0,,0.2727272727272727,1.0,4.8
Epica,17,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.058823529411764705,,0.125,0.0,0.0,0.0,0.5,6.529411764705882
Espial,40,0.05,0.125,0.225,0.041666666666666664,0.0625,0.09090909090909091,0.0,,0.0,0.14285714285714285,7.075
Etro,6,0.0,0.0,0.0,,0.0,0.0,,,0.0,,12.833333333333334
Ever So,17,0.0,0.058823529411764705,0.17647058823529413,,0.0,0.0,0.0,,0.0,0.0,7.411764705882353
Expensive Date,7,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,0.0,9.0
Fair Huntress,17,0.17647058823529413,0.23529411764705882,0.29411764705882354,0.0,0.1875,0.17647058823529413,,,0.0,1.0,6.647058823529412
Fancy Kitten,16,0.375,0.4375,0.5625,0.375,,0.4,0.0,,0.3076923076923077,1.0,6.75
Fashionable,27,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.24,0.0,0.17647058823529413,0.3,,0.25,0.0,7.333333333333333
Federation,9,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.125,0.0,0.1111111111111111,,,0.2,0.0,10.11111111111111
First Passage,5,0.2,0.2,0.6,0.0,0.25,,0.25,0.0,0.25,,4.6
Flagstaff,14,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.0,0.2,0.07142857142857142,,,0.0,0.3333333333333333,6.928571428571429
Flatbow,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.166666666666666
Flatter Up,5,0.2,0.2,0.4,,0.2,,0.2,,0.2,,6.8
Flawless,11,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.0,0.3333333333333333,0.3333333333333333,0.2,,0.42857142857142855,0.0,6.545454545454546
Folklore,8,0.25,0.625,0.875,,0.25,,0.2857142857142857,0.0,0.16666666666666666,,3.5
Follow My Tail,10,0.1,0.2,0.4,,0.1,,0.1,,0.16666666666666666,0.0,4.7
Font,19,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.0,0.13333333333333333,,0.0,0.2857142857142857,0.14285714285714285,0.0,7.157894736842105
Foolish Cause,15,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,,0.07692307692307693,0.0,,0.0,0.25,9.6
For Passion,30,0.16666666666666666,0.23333333333333334,0.4,0.0,0.19230769230769232,0.20833333333333334,0.0,,0.17647058823529413,0.2,6.366666666666666
Forbidden Paradise,8,0.125,0.125,0.125,0.125,,0.125,,,0.16666666666666666,,6.5
Fraulein,11,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,,0.0,,0.0,0.0,7.2727272727272725
French Passport,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.125
Frolic's Revenge,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,,0.2222222222222222,,0.16666666666666666,0.3333333333333333,0.14285714285714285,1.0,5.666666666666667
Funny Bay,12,0.25,0.3333333333333333,0.4166666666666667,0.25,,0.25,,,0.42857142857142855,0.0,5.5
Funny Feeling,11,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.1111111111111111,0.1,0.0,,0.14285714285714285,0.0,9.454545454545455
G Note,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.777777777777779
Game Zone,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.0,0.16666666666666666,,,0.0,0.0,10.333333333333334
Game for More,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,0.0,,0.5,,4.166666666666667
Garden District,5,0.0,0.2,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,6.0
Gem Gem,13,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.2,0.0,0.3333333333333333,,0.125,0.3333333333333333,6.461538461538462
Gender Agenda,12,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,,0.0,0.0,6.416666666666667
Ghostly Darkness,10,0.1,0.1,0.2,0.16666666666666666,0.0,0.0,,0.2,0.0,0.5,7.6
Glinda the Good,13,0.07692307692307693,0.46153846153846156,0.5384615384615384,,0.07692307692307693,0.08333333333333333,0.0,,0.0,,5.6923076923076925
Glorious Success,20,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,8.0
Gold Glimmer,22,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.0,0.05263157894736842,0.058823529411764705,0.0,0.0,0.0,0.0,9.5
Gold N Shaft,14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.571428571428571
Golden Made,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334
Goldminer's Dream,7,0.2857142857142857,0.42857142857142855,0.5714285714285714,,0.2857142857142857,0.2857142857142857,,,0.25,0.5,5.142857142857143
Good Vibes,10,0.1,0.3,0.3,0.0,0.1111111111111111,0.0,0.14285714285714285,,0.125,,6.5
Goodbye Stranger,11,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.3,0.0,0.25,0.3333333333333333,,0.3,,4.363636363636363
Gracious Lady,30,0.13333333333333333,0.2,0.26666666666666666,0.0,0.16,0.14285714285714285,0.0,,0.09090909090909091,0.5,7.1
Grandma Martha,15,0.0,0.13333333333333333,0.2,,0.0,0.0,,,0.0,0.0,6.6
Granny Franny,16,0.0625,0.0625,0.4375,0.0,0.07142857142857142,0.0,0.14285714285714285,,0.0,0.0,5.5625
Guest House,7,0.42857142857142855,0.5714285714285714,0.7142857142857143,,0.42857142857142855,,0.5,0.0,0.3333333333333333,1.0,2.5714285714285716
Hard Hat,8,0.25,0.375,0.375,,0.25,0.25,,,0.3333333333333333,0.0,6.0
Heart Ashley,8,0.125,0.375,0.375,0.125,,0.0,0.3333333333333333,,0.14285714285714285,0.0,7.75
Heartless,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,0.16666666666666666,,0.2,,5.5
Height of Elegance,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.5
Her Majesty's Flag,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.733333333333333
Her Smile,17,0.17647058823529413,0.29411764705882354,0.47058823529411764,,0.17647058823529413,0.17647058823529413,,,0.18181818181818182,0.0,7.235294117647059
Heywards Park,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0
Himalayan Queen,5,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,9.8
Household Name,8,0.125,0.125,0.125,0.125,,,0.0,0.5,0.16666666666666666,0.0,10.875
Hug It Out,10,0.0,0.1,0.2,,0.0,,0.0,,0.0,0.0,10.6
I O Ireland,9,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.25,,0.2857142857142857,0.0,0.16666666666666666,0.3333333333333333,5.555555555555555
I'm Not Afraid,7,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,0.0,8.0
Ignite,5,0.0,0.2,0.2,,0.0,,0.0,0.0,0.0,,6.0
Ilikecandy,23,0.17391304347826086,0.30434782608695654,0.5217391304347826,,0.17391304347826086,0.2,0.16666666666666666,,0.2,0.16666666666666666,6.173913043478261
Indah,6,0.0,0.16666666666666666,0.16666666666666666,0.0,,,0.0,,0.0,,9.666666666666666
India,23,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.0,0.1875,0.1111111111111111,0.14285714285714285,,0.125,0.0,6.913043478260869
Indian Bay,14,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.0,0.2,0.08333333333333333,0.0,,0.0,0.5,4.357142857142857
Indian Skies,5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,9.2
Indigo Gin,10,0.2,0.5,0.5,,0.2,0.2,0.2,,0.2,0.25,4.8
Indylyn,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10.714285714285714
Inglorious,5,0.2,0.2,0.4,0.25,0.0,,0.2,,0.25,,6.2
Intelyhente,10,0.1,0.3,0.3,0.0,0.1111111111111111,0.0,0.1111111111111111,,0.2,0.0,8.1
Into Reality,17,0.11764705882352941,0.23529411764705882,0.35294117647058826,0.0,0.13333333333333333,0.08333333333333333,0.2,,0.14285714285714285,0.0,7.588235294117647
Invitation,12,0.0,0.0,0.08333333333333333,0.0,0.0,,0.0,0.0,0.0,0.0,9.916666666666666
Ishitaki,12,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,,7.0
Island Escape,7,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,,0.0,,7.857142857142857
Isobel Baillie,18,0.16666666666666666,0.2222222222222222,0.3888888888888889,0.16666666666666666,0.16666666666666666,0.1875,0.0,,0.08333333333333333,0.0,7.055555555555555
Itsabeautifulthing,7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.285714285714286
Izzy Kate,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.16666666666666666,,,0.0,1.0,6.166666666666667
J. Quirk,17,0.17647058823529413,0.47058823529411764,0.5294117647058824,,0.17647058823529413,0.14285714285714285,0.3333333333333333,,0.2,0.14285714285714285,4.9411764705882355
Jasmine Blue,17,0.17647058823529413,0.4117647058823529,0.4117647058823529,0.17647058823529413,,0.17647058823529413,,,0.21428571428571427,,5.176470588235294
Jeannie S,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,11.0
Jelly Cable,5,0.2,0.2,0.2,,0.2,0.3333333333333333,0.0,,0.0,0.5,8.6
Jeweliana,8,0.125,0.125,0.125,0.0,0.2,0.0,0.14285714285714285,,0.2,,11.0
Jillnextdoor,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.16666666666666666,0.25,0.0,,0.0,1.0,6.857142857142857
Joke,5,0.2,0.2,0.2,0.0,0.25,0.2,,,0.0,,9.6
Jolene,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.461538461538462
Joyous Appeal,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.615384615384615
Judith Basin,5,0.0,0.4,0.6,,0.0,,0.0,,0.0,0.0,5.0
K. D.'s Shady Lady,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,,0.0,,0.0,,7.5
Kadiania,7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.857142857142857
